A61	O	808524
A62	O	645637
A63	O	929751
A64	O	984412
A66	O	1353359
A67	O	1031590
A68	O	1009616
A69	O	1060707
A70	O	1151763
A71	O	1625214
A72	O	917273
A73	O	1764448
A75	O	865182
A77	O	1163916
A78	O	829991
A79	O	979814
B1	O	4607874
B2	O	2458797
B4	O	3228998
B5	O	2074894
B7	O	1511807
B8	O	2308877
B9	O	6353737
B10	O	5193146
B11	O	2655478
B12	O	1252673
B13	O	2318723
B14	O	1636600
B15	O	4306214
B16	O	2665872
B17	O	1919748
B18	O	2586993
B20	O	2636181
B22	O	2567559
B23	O	2015770
B24	O	843183
B25	O	1669296
B26	O	2321568
B27	O	2287245
B28	O	1816711
B29	O	1272442
B30	O	4390311
B31	O	2321690
B32	O	3959208
B33	O	2307691
B34	O	3108891
B36	O	4423251
B37	O	4369688
B38	O	445041
B39	O	1382743
B40	O	1595051
B41	O	2035650
B42	O	1351802
B43	O	2584531
B44	O	1722344
B45	O	1315583
B46	O	2102668
B47	O	1795349
B48	O	2094955
B49	O	2890255
B50	O	1872850
B52	O	1305880
B55	O	1559750
B56	O	2737042
B57	O	2171487
B58	O	2450706
B61	O	3172763
B62	O	2063031
B63	O	1567174
B65	O	1235692
B66	O	2081151
B67	O	912870
B68	O	2401808
B69	O	1376275
B70	O	2273078
B71	O	1937200
B72	O	946644
B73	O	914071
B74	O	3282196
B75	O	2031115
B76	O	1317312
B77	O	1568732
B78	O	1383369
B79	O	2261296
C1	O	4805479
C2	O	4816145
C3	O	4765988
C4	O	3880773
C5	O	2132005
C6	O	2304250
C8	O	4882243
C9	O	4640942
C10	O	3735029
C11	O	3560105
C12	O	3728902
C13	O	3184474
C14	O	9245718
C15	O	2772006
C16	O	3731961
C17	O	1661575
C18	O	2231140
C19	O	2849575
C20	O	2238041
C21	O	2571593
C22	O	2238392
C23	O	1774935
C24	O	1516964
C25	O	3343741
C26	O	1586420
C27	O	1608390
C28	O	1666665
C29	O	2030698
C30	O	1835244
C31	O	2540990
C32	O	2398596
C33	O	1887569
A1	P	920717
A2	P	887862
A4	P	730139
A6	P	1862036
A9	P	1640845
A10	P	1105683
A11	P	3375865
A12	P	948496
A13	P	1387248
A15	P	2131282
A16	P	929025
A17	P	851657
A18	P	661960
A19	P	1541858
A21	P	1097328
A22	P	2516515
A24	P	1028824
A25	P	1579148
A26	P	914625
A27	P	1078525
A28	P	1556242
A29	P	910528
A30	P	1000174
A31	P	2493375
A32	P	483344
A33	P	1179789
A34	P	1260889
A35	P	1186628
A36	P	3010717
A37	P	2214989
A38	P	2458119
A39	P	2453198
A41	P	972753
A42	P	699559
A43	P	1611696
A44	P	1497406
A45	P	1156013
A46	P	2851058
A47	P	1274491
A48	P	1101718
A49	P	2263279
A50	P	1308580
A51	P	1147745
A52	P	2308906
A53	P	1898121
A54	P	608336
A55	P	845649
A56	P	1147017
A57	P	1392957
A58	P	1016005
A59	P	905006
A60	P	813028
A61	P	842059
A62	P	669898
A63	P	956639
A64	P	1012803
A66	P	1376676
A67	P	1001538
A68	P	1038779
A69	P	1075735
A70	P	1181858
A71	P	1654980
A72	P	940411
A73	P	1792247
A75	P	903478
A77	P	1160388
A78	P	862272
A79	P	1001816
B1	P	4724620
B2	P	2517281
B4	P	3292528
B5	P	2162593
B7	P	1560947
B8	P	2391114
B9	P	6363523
B10	P	5222683
B11	P	2719738
B12	P	1286215
B13	P	2392493
B14	P	1711548
B15	P	4362527
B16	P	2745843
B17	P	1987823
B18	P	2671776
B20	P	2683349
B22	P	2623484
B23	P	2078446
B24	P	860826
B25	P	1712989
B26	P	2376329
B27	P	2362670
B28	P	1888232
B29	P	1316499
B30	P	4447810
B31	P	2378602
B32	P	4029422
B33	P	2360838
B34	P	3175834
B36	P	4465056
B37	P	4409990
B38	P	454736
B39	P	1398465
B40	P	1648870
B41	P	2108165
B42	P	1395100
B43	P	2613824
B44	P	1777564
B45	P	1387950
B46	P	2179552
B47	P	1888166
B48	P	2147322
B49	P	2981865
B50	P	1944909
B52	P	1342584
B55	P	1604915
B56	P	2811553
B57	P	2236794
B58	P	2523515
B61	P	3199643
B62	P	2121357
B63	P	1602984
B65	P	1287483
B66	P	2129508
B67	P	940039
B68	P	2425678
B69	P	1407354
B70	P	2340581
B71	P	2024817
B72	P	981294
B73	P	951674
B74	P	3383188
B75	P	2069070
B76	P	1376362
B77	P	1629573
B78	P	1371276
B79	P	2360672
C1	P	4906813
C2	P	4940742
C3	P	4892078
C4	P	4042007
C5	P	2217656
C6	P	2375434
C8	P	4975331
C9	P	4771378
C10	P	3815489
C11	P	3666017
C12	P	3849784
C13	P	3316807
C14	P	9187790
C15	P	2848540
C16	P	3850609
C17	P	1700869
C18	P	2280501
C19	P	2912564
C20	P	2293692
C21	P	2646107
C22	P	2252810
C23	P	1851029
C24	P	1560467
C25	P	3400216
C26	P	1661174
C27	P	1690259
C28	P	1714910
C29	P	2117536
C30	P	1875137
C31	P	2632326
C32	P	2434176
C33	P	1961126
A1	S	786669
A2	S	702228
A4	S	611999
A6	S	1343345
A9	S	1284991
A10	S	815244
A11	S	2754080
A12	S	773630
A13	S	1148067
A15	S	1727773
A16	S	790840
A17	S	673691
A18	S	619692
A19	S	1209136
A21	S	869979
A22	S	1800833
A24	S	825055
A25	S	1232167
A26	S	677290
A27	S	855995
A28	S	1265993
A29	S	737441
A30	S	756504
A31	S	2124982
A32	S	378156
A33	S	995559
A34	S	924933
A35	S	1003840
A36	S	1658822
A37	S	1813506
A38	S	2088589
A39	S	1953319
A41	S	757363
A42	S	580899
A43	S	1138982
A44	S	959488
A45	S	956523
A46	S	2008947
A47	S	1009415
A48	S	908535
A49	S	1808129
A50	S	1077591
A51	S	975344
A52	S	1822931
A53	S	1647918
A54	S	493521
A55	S	687023
A56	S	853274
A57	S	1115802
A58	S	826954
A59	S	751027
A60	S	651030
A61	S	686544
A62	S	544617
A63	S	750334
A64	S	815917
A66	S	1136866
A67	S	856216
A68	S	881436
A69	S	796928
A70	S	973654
A71	S	1283888
A72	S	794232
A73	S	1417189
A75	S	696727
A77	S	1005216
A78	S	710080
A79	S	849727
B1	S	3769993
B2	S	2024913
B4	S	2294703
B5	S	1719701
B7	S	1253647
B8	S	1952648
B9	S	5173287
B10	S	4502866
B11	S	1656755
B12	S	1026726
B13	S	1942094
B14	S	1358753
B15	S	3129752
B16	S	1860889
B17	S	1613627
B18	S	2215173
B20	S	1694412
B22	S	2133450
B23	S	1678108
B24	S	755867
B25	S	1425645
B26	S	1564318
B27	S	1710851
B28	S	1506268
B29	S	1078609
B30	S	3613901
B31	S	1940704
B32	S	3296926
B33	S	1805394
B34	S	2538498
B36	S	3804200
B37	S	3866783
B38	S	369634
B39	S	1167528
B40	S	1297573
B41	S	1721087
B42	S	1113622
B43	S	2163830
B44	S	1409234
B45	S	1092725
B46	S	1657174
B47	S	1475576
B48	S	1788452
B49	S	2201690
B50	S	1565137
B52	S	1114503
B55	S	1316332
B56	S	2308607
B57	S	1853810
B58	S	2088057
B61	S	2607324
B62	S	1745769
B63	S	1325467
B65	S	1034780
B66	S	1530202
B67	S	782594
B68	S	1867081
B69	S	1109101
B70	S	1900333
B71	S	1571477
B72	S	781726
B73	S	732301
B74	S	2765001
B75	S	1572014
B76	S	1086619
B77	S	1321565
B78	S	1084001
B79	S	1872484
C1	S	3552226
C2	S	3934427
C3	S	4145613
C4	S	3351375
C5	S	1803250
C6	S	1903129
C8	S	4131382
C9	S	3819701
C10	S	3243651
C11	S	2949713
C12	S	3271541
C13	S	2720443
C14	S	6690933
C15	S	2301297
C16	S	3093130
C17	S	1278074
C18	S	1873917
C19	S	2186515
C20	S	1699022
C21	S	2013492
C22	S	1850762
C23	S	1395343
C24	S	1329148
C25	S	2423423
C26	S	1319466
C27	S	1307468
C28	S	1431736
C29	S	1721092
C30	S	1533925
C31	S	2162853
C32	S	1950977
C33	S	1527271
A1	U	2201678
A2	U	1704172
A4	U	2347637
A6	U	1376613
A9	U	2030861
A10	U	2648488
A11	U	453160
A12	U	2745634
A13	U	2375709
A15	U	1215054
A16	U	2595301
A17	U	2571829
A18	U	1389367
A19	U	5278781
A21	U	2818681
A22	U	1001824
A24	U	1965093
A25	U	1896062
A26	U	2236182
A27	U	2121028
A28	U	1800071
A29	U	2071476
A30	U	3101583
A31	U	837333
A32	U	2047754
A33	U	1604431
A34	U	1502941
A35	U	2329808
A36	U	1211587
A37	U	1424375
A38	U	825819
A39	U	822543
A41	U	3376800
A42	U	2041857
A43	U	1962231
A44	U	1698640
A45	U	1784527
A46	U	1315362
A47	U	2622660
A48	U	2621113
A49	U	2021334
A50	U	2921536
A51	U	1317216
A52	U	3137847
A53	U	1137249
A54	U	2645447
A55	U	2850852
A56	U	2996249
A57	U	2014163
A58	U	2867191
A59	U	2581242
A60	U	2349785
A61	U	2824369
A62	U	2719093
A63	U	2144878
A64	U	2078276
A66	U	1745247
A67	U	2522445
A68	U	2106482
A69	U	972360
A70	U	2253939
A71	U	2000885
A72	U	2651858
A73	U	1873834
A75	U	3036171
A77	U	2185142
A78	U	2365705
A79	U	2965525
B1	U	8375799
B2	U	4699184
B4	U	5389994
B5	U	6203067
B7	U	5352772
B8	U	5753541
B9	U	1887333
B10	U	2703536
B11	U	4253702
B12	U	3504241
B13	U	5565004
B14	U	5013622
B15	U	3224614
B16	U	5310693
B17	U	4869571
B18	U	5837779
B20	U	3738551
B22	U	4557386
B23	U	5407780
B24	U	1150083
B25	U	5057793
B26	U	5258464
B27	U	5590630
B28	U	5016770
B29	U	4322998
B30	U	3513919
B31	U	4190209
B32	U	3349271
B33	U	4058875
B34	U	4442028
B36	U	2602219
B37	U	2396832
B38	U	1156961
B39	U	867062
B40	U	5870889
B41	U	5269528
B42	U	3518417
B43	U	5715550
B44	U	5256534
B45	U	4628625
B46	U	5573902
B47	U	7232204
B48	U	4853190
B49	U	5665546
B50	U	5091432
B52	U	2813742
B55	U	5018237
B56	U	5412676
B57	U	5089836
B58	U	5597145
B61	U	3535256
B62	U	4944667
B63	U	3886374
B65	U	3904336
B66	U	4424376
B67	U	2892096
B68	U	5534939
B69	U	3901660
B70	U	4855917
B71	U	6407250
B72	U	2925063
B73	U	2387286
B74	U	5766133
B75	U	6058497
B76	U	3752597
B77	U	5249059
B78	U	3689795
B79	U	7256545
C1	U	8002127
C2	U	7539580
C3	U	8028150
C4	U	10012277
C5	U	7790768
C6	U	7423569
C8	U	7681039
C9	U	9709457
C10	U	7612891
C11	U	8028016
C12	U	8997075
C13	U	9490399
C14	U	1760140
C15	U	7310980
C16	U	8930972
C17	U	3553962
C18	U	3465137
C19	U	4090460
C20	U	4601098
C21	U	5002117
C22	U	4246182
C23	U	4788813
C24	U	3575061
C25	U	3405056
C26	U	5331387
C27	U	5678755
C28	U	4027629
C29	U	5711364
C30	U	3577028
C31	U	6825305
C32	U	4307086
C33	U	5131331
