ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Sporidiobolales	19	27	102	10	1	118	167	51	26	133	14	268	127	29	23	23	194	109	133	62	121	76	82	1	122	27	118	101	63	10	24	50	54	47	32	36	110	22	154	147	178	114	424	101	49	39	332	67	13	19	118	118	55	73	99
Kriegeriales	0	7	3	0	0	0	8	1	2	36	0	11	6	0	0	0	8	4	10	2	3	1	9	6	3	0	26	3	17	0	1	40	8	3	9	1	6	0	1	0	8	5	23	18	14	2	5	2	5	3	26	8	1	0	2
Pucciniales	265	477	914	436	197	2177	1409	697	683	2316	524	1103	988	675	1197	406	952	1064	384	720	1260	2089	1788	446	2206	1094	438	1726	482	273	1844	794	1586	1330	629	375	804	541	2249	1616	913	1680	1267	1163	686	1794	1483	1226	262	332	1113	2227	1340	297	1096
Cystobasidiales	0	5	6	3	0	2	11	29	0	3	4	14	31	0	7	28	37	4	2	8	4	30	16	1	44	14	9	69	2	6	5	22	6	4	13	2	3	1	25	27	14	30	24	30	6	50	7	9	0	2	16	15	1	16	21
Erythrobasidiales	1	9	11	15	6	11	17	18	7	4	1	16	7	4	11	0	6	13	21	2	6	2	17	0	27	8	2	3	2	0	15	10	14	21	0	1	5	1	10	0	44	20	33	7	8	7	1	18	1	1	18	16	2	3	4
Mixiales	0	0	3	17	0	1	7	0	0	2	11	1	1	1	0	0	2	1	3	4	0	0	5	4	12	10	0	1	0	0	0	1	25	13	0	0	0	3	3	1	0	2	3	5	1	0	0	2	0	0	3	5	6	1	0
Ustilaginales	116	27	122	29	29	196	236	74	10	175	7	242	136	8	153	48	170	142	156	50	445	293	138	6	117	48	78	163	38	20	74	58	76	157	28	26	81	38	677	183	116	642	277	177	50	169	81	63	29	18	210	241	37	46	97
Violaceomycetales	0	2	8	1	1	0	16	4	1	0	1	5	16	5	5	14	5	11	9	2	10	4	23	0	35	3	4	10	134	0	4	3	11	110	2	5	0	1	2	2	10	3	39	14	12	56	48	7	0	4	4	14	3	4	2
Exobasidiales	3	25	20	17	3	12	19	14	21	21	0	41	30	4	24	53	13	28	27	7	6	49	110	15	43	5	8	30	6	6	22	14	10	47	11	25	21	12	20	56	19	30	56	12	3	5	2	93	2	3	19	24	6	24	15
Entylomatales	9	6	19	1	0	48	30	5	3	3	0	26	4	0	16	5	26	5	15	7	17	3	14	0	11	6	2	28	6	2	113	10	5	11	3	1	10	1	2	12	13	22	54	16	5	37	27	7	0	3	6	7	1	9	5
Tilletiales	5	14	33	13	5	61	66	70	10	11	12	66	10	8	8	38	64	23	42	21	19	32	107	10	22	74	35	39	12	2	30	27	42	21	9	8	21	19	46	14	114	22	80	33	19	17	14	11	4	6	40	23	41	26	8
Microstromatales	0	15	36	0	0	20	7	23	0	65	1	15	1	1	1	2	10	4	7	2	23	1	11	0	3	4	17	3	1	2	4	18	6	4	1	0	7	4	68	9	6	114	26	27	1	4	0	7	5	2	20	11	8	2	4
Ceraceosorales	3	2	5	0	4	59	6	4	1	43	0	11	20	0	0	16	9	45	7	2	126	1	52	1	2	7	4	49	2	1	5	64	10	0	1	1	4	2	89	12	11	140	34	6	8	23	0	4	3	1	13	9	0	4	9
Golubeviales	1	2	1	0	0	12	4	2	15	0	0	5	5	8	1	0	4	2	6	0	2	3	7	1	7	10	2	2	4	1	2	1	12	2	1	3	12	5	1	8	7	3	4	10	3	14	1	8	0	2	22	24	3	0	2
Malasseziales	14	33	125	13	5	77	89	147	17	104	337	201	40	8	15	17	123	82	94	63	183	16	63	9	50	54	81	45	26	13	29	144	67	53	15	17	77	25	86	112	113	125	362	106	96	68	116	123	16	12	65	86	62	37	70
Wallemiales	2	7	22	0	0	6	0	4	0	133	0	4	2	3	2	0	3	1	2	0	9	0	1	0	11	11	1	0	1	0	2	10	1	6	0	0	2	0	1	1	8	10	11	4	17	1	4	113	4	2	8	7	2	9	3
Geminibasidiales	4	4	15	1	0	6	12	16	0	4	1	25	24	4	48	1	11	13	6	6	13	147	5	3	3	5	6	9	8	0	2	10	8	17	0	22	6	3	0	0	10	36	36	20	4	4	8	14	0	1	31	10	3	15	4
Thiotrichales	66	89	280	48	22	381	208	144	68	283	31	196	132	81	385	88	209	186	90	98	599	241	467	34	202	115	140	478	72	45	270	263	363	286	111	122	151	81	211	237	193	275	347	106	76	270	108	167	52	87	287	261	132	120	116
Pseudomonadales	5818	5508	7606	13394	690	77502	6976	14006	3643	97292	2393	14525	107510	3248	76342	39120	43518	91564	6483	6828	82352	80525	35728	1291	54218	68983	62630	82394	28643	5305	86704	14011	8324	106344	41265	41934	9042	1966	161133	86765	9162	183398	20748	23657	3310	60079	74249	52344	14172	22266	10862	77552	6813	3635	38481
Enterobacterales	6908	26190	9937	9503	15691	92366	2052526	9713	195236	26751	9196	262970	28093	41270	27747	832227	30223	61812	154333	21240	15552	43758	13473	7340	101208	81589	65999	597131	923708	1018989	86378	10039	10817	77684	37755	4967	18233	7314	47114	322984	141649	41879	57625	84624	8756	140121	127643	234974	61577	245793	218908	88799	106293	19496	481172
Legionellales	74	66	128	30	20	263	150	157	78	84	8	156	92	43	63	64	160	108	59	50	60	333	240	31	216	69	88	264	35	15	219	179	180	196	57	38	69	43	124	315	139	123	234	91	57	189	199	188	18	24	160	350	54	87	211
Chromatiales	147	212	404	658	19	336	363	207	49	424	115	477	275	29	85	80	609	206	388	318	473	88	346	27	228	182	507	242	197	57	165	245	340	153	92	205	510	56	287	126	1223	737	804	359	169	223	126	277	118	56	482	309	307	485	122
Xanthomonadales	364	518	1708	459	69	777	1481	839	438	1150	101	2799	955	80	425	381	2033	1077	1886	899	1582	382	961	71	1045	438	1158	856	599	213	806	890	811	831	203	368	1577	227	1191	923	2559	13777	3726	1896	612	578	1152	866	225	210	1452	1233	635	942	686
Cardiobacteriales	8	9	9	4	18	34	29	3	6	51	2	27	12	4	4	10	64	10	35	11	5	47	14	1	48	8	6	37	4	0	31	9	5	60	6	4	16	2	12	24	96	27	29	61	12	58	10	74	5	9	71	6	0	14	21
Methylococcales	29	64	353	47	12	171	231	145	61	184	12	318	154	43	40	57	293	225	136	41	347	22	239	44	170	68	117	238	60	19	120	135	169	106	55	35	172	26	321	160	200	280	274	180	59	97	89	183	44	30	165	190	147	142	103
Oceanospirillales	290	282	1036	178	79	864	880	574	196	795	64	1422	750	158	397	340	1235	670	859	506	1082	1021	878	85	827	338	624	1409	372	434	631	621	812	569	242	244	814	233	1160	611	1348	1318	1545	778	364	665	556	744	193	128	892	1124	354	627	461
Alteromonadales	140	262	1128	449	135	977	806	557	283	755	113	918	637	226	463	436	1006	544	420	466	607	460	1347	174	813	336	430	1824	269	97	628	624	743	725	375	181	501	200	941	742	810	1291	1058	613	369	904	600	639	152	176	854	1194	851	468	520
Vibrionales	98	193	487	185	99	689	653	436	266	531	78	637	577	193	444	406	770	419	207	246	610	729	1217	112	765	406	274	1581	214	148	675	427	1249	516	233	126	392	116	771	557	594	792	844	562	221	539	527	431	98	247	1007	849	336	255	370
Aeromonadales	125	173	631	128	72	39774	718	317	301	566	161	6717	468345	109	223	13351	1248	623	644	353	474	590	4738	44	78703	2551	392	230333	793	128	1048	438	522	588	129	247	622	224	2354	1227	831	1625	8907	976	606	315579	1088	675	98	158	173497	123549	309	369	747
Pasteurellales	202	288	627	3945	4695	7598	611	681	15578	324	8760	324	2729	929	384	269	265	4487	1673	206	3044	7031	4572	368	10505	1260	284	37586	119	22	6971	1382	272	1194	819	6051	311	696	20459	7815	297	12011	1438	5670	5608	4885	16835	11169	143	6269	13368	751	427	784	14356
Salinisphaerales	0	4	7	3	0	5	5	4	0	10	1	47	5	4	9	1	22	7	8	1	11	0	15	0	5	4	4	1	6	1	2	8	1	1	3	1	2	0	4	1	14	16	23	12	3	3	3	15	0	4	8	5	2	4	3
Orbales	11	25	35	5	3	28	46	95	12	3	9	16	19	8	7	10	29	8	18	2	16	9	150	5	22	19	6	32	11	7	7	14	19	9	6	6	35	13	24	106	23	12	49	22	3	11	14	16	7	4	26	29	3	9	102
Acidiferrobacterales	1	1	1	66	1	2	6	3	1	0	1	8	1	0	0	2	4	0	5	1	2	0	3	0	0	1	1	0	2	0	2	3	22	5	0	0	2	2	0	0	4	5	10	1	1	4	1	1	1	1	7	5	9	6	1
Cellvibrionales	48	83	304	56	77	284	238	199	43	219	13	480	126	58	176	141	402	202	211	125	107	200	423	52	285	87	206	218	113	39	99	209	199	151	81	64	203	44	485	310	278	591	507	175	145	152	203	168	25	66	311	299	82	145	174
Nevskiales	22	16	84	11	1	44	67	31	18	46	15	175	43	5	11	32	152	86	136	32	38	24	49	2	56	32	68	51	20	9	39	36	9	14	22	20	103	8	63	63	158	138	192	77	24	15	25	42	19	9	104	105	37	35	38
Rhizobiales	5368	2107	6373	7568	294	4807	5173	2640	900	6840	584	9195	8935	401	3915	2411	7598	5537	5884	3573	3517	3249	4626	399	12948	3627	4630	6641	2430	771	5874	3636	3973	4345	1479	2944	9363	827	18336	13942	8420	19571	12577	6065	2326	3812	17531	2817	4310	1009	5960	8476	2677	3798	6086
Rickettsiales	22	40	59	13	45	116	121	87	17	42	8	100	47	57	63	26	34	31	22	23	29	19	196	12	67	48	55	163	16	4	78	97	55	85	18	17	79	25	83	109	106	61	87	37	29	94	92	65	18	49	152	91	35	25	47
Pelagibacterales	3	5	15	3	3	64	52	10	7	63	0	24	5	4	2	9	7	25	34	2	3	9	29	6	52	18	21	22	7	6	88	12	32	20	6	13	8	4	24	20	10	20	30	18	33	26	8	7	6	17	8	94	10	6	13
Rhodospirillales	14746	784	5137	316	129	1600	1902	14661	360	1530	255	3259	1251	140	717	478	2867	1321	2399	1094	1626	1059	1425	166	36474	57834	1575	945	1232	334	738	47154	1088	788	1841	8086	12420	390	1020	692	3278	3447	5176	1748	3428	775	1038	1703	941	397	2307	1837	910	7950	776
Rhodobacterales	420	700	2684	428	106	1337	2249	1168	369	1514	301	3791	1046	213	549	674	3305	1649	2334	1503	2353	785	1512	276	1179	655	1757	1337	953	331	834	1548	1588	1132	425	651	1980	379	1465	822	3432	6228	4748	1879	950	827	1087	1350	372	345	2472	1973	855	1516	914
Sphingomonadales	279	456	1785	367	38	884	1262	731	320	1066	200	2067	657	109	454	356	1837	891	1682	714	751	619	912	35	945	463	996	868	537	196	589	772	1004	602	193	710	1225	199	820	469	2262	2574	3290	1463	492	681	776	827	216	163	1312	1198	513	1004	430
Caulobacterales	120	122	554	224	22	300	615	186	63	284	35	913	200	43	79	95	524	437	659	222	335	106	315	47	262	184	359	276	186	61	197	341	407	244	59	122	519	77	237	164	710	1065	1100	645	201	184	237	192	74	45	423	347	193	364	178
Parvularculales	6	3	19	4	0	15	28	20	4	18	3	19	13	2	1	9	56	8	15	10	6	1	13	0	21	7	9	18	16	1	14	12	11	7	5	8	20	11	6	53	24	29	52	19	15	5	29	15	3	6	26	16	8	8	24
Kordiimonadales	4	4	16	1	0	4	10	6	0	4	1	19	10	1	3	3	10	3	17	7	4	7	15	1	5	2	13	3	1	2	8	5	13	15	9	3	13	3	6	3	24	11	29	29	4	1	3	11	3	1	31	17	5	17	2
Sneathiellales	7	3	14	0	0	1	2	5	2	0	0	1	1	0	2	0	8	6	2	2	2	0	3	2	1	2	0	3	9	0	0	4	28	2	5	5	1	0	0	1	8	6	9	3	1	0	3	1	2	1	6	6	2	24	0
Kiloniellales	10	9	24	4	1	20	18	21	3	7	0	15	2	0	5	8	31	7	12	9	8	0	16	1	6	3	15	15	5	2	2	12	7	3	1	9	17	5	9	1	41	35	26	6	6	21	6	2	0	0	15	14	9	28	10
Magnetococcales	0	17	370	2	3	29	18	11	1	34	2	20	11	4	5	5	9	18	14	6	14	0	14	1	60	25	23	132	14	2	1	23	26	7	2	7	15	5	27	6	42	12	28	7	8	19	4	8	4	43	25	42	5	18	8
Rhodothalassiales	3	0	1	0	0	10	13	2	2	2	0	9	1	0	0	3	1	2	4	3	0	0	1	0	3	1	1	0	1	0	4	3	6	5	0	2	0	1	4	2	12	10	5	10	7	2	1	9	2	0	5	1	13	2	2
Holosporales	3	10	16	3	4	29	22	8	8	16	4	10	3	7	4	4	17	5	2	5	8	4	81	3	5	13	22	32	4	4	12	5	37	9	4	3	45	10	7	35	29	25	156	11	6	5	51	33	8	3	15	19	21	18	20
Emcibacterales	2	7	44	1	0	2	3	5	5	12	0	6	3	1	1	0	5	0	13	2	24	0	9	0	3	11	2	30	2	4	2	9	5	2	3	1	9	2	0	10	10	7	29	2	3	3	5	14	4	1	27	4	2	35	3
Minwuiales	3	4	18	0	0	2	6	2	0	1	0	18	0	0	0	0	6	0	13	0	18	0	5	0	3	1	2	2	4	1	2	8	4	1	0	1	5	0	1	2	22	22	12	3	2	6	1	5	1	0	0	5	9	2	3
Nitrosomonadales	115	87	423	94	27	369	337	205	59	452	15	665	167	57	86	102	624	270	466	170	202	228	371	50	307	110	415	400	121	87	245	337	239	250	124	134	246	68	357	287	456	931	899	428	164	235	248	363	71	67	364	585	700	300	168
Burkholderiales	3833	25476	52886	47834	523	32441	6751	145501	67865	60330	33101	29059	64472	47557	71484	7243	99464	45687	81517	36173	52774	65260	5664	38964	93155	71661	103010	7861	95400	230454	12439	94842	4042	24109	4950	13849	7427	160273	45814	11091	10229	71410	23219	115587	78369	69105	140136	22653	148570	63186	8783	52877	47588	40046	7667
Neisseriales	312	217	668	257	93	710	518	431	742	941	632	1119	378	98	426	248	908	719	912	832	639	290	677	734	724	333	584	772	417	829	379	773	454	382	231	203	985	134	1205	394	798	1352	1231	926	344	468	459	912	190	89	706	672	1193	1365	264
Rhodocyclales	580	224	770	726	35	6609	696	386	101	2832	228	1359	5476	51	1420	1225	1493	4673	626	430	4743	4996	1980	151	1179	348	678	3741	545	232	2327	942	1309	7460	122	152	1463	101	20666	3687	1015	23966	2032	1699	584	3530	1412	3045	283	989	864	2228	351	457	1251
Mariprofundales	1	3	12	2	77	7	13	65	5	12	2	24	3	4	2	5	18	9	5	6	6	2	9	2	3	6	6	3	5	3	4	15	54	8	2	3	15	1	4	3	6	44	37	9	3	4	0	29	4	21	52	14	7	10	5
Bdellovibrionales	12	20	102	24	6	104	60	78	17	66	10	79	41	19	23	14	132	112	44	58	49	18	152	21	104	89	25	46	25	5	81	59	61	46	42	24	50	25	65	81	81	109	170	81	41	71	56	47	16	37	175	100	21	28	51
Oligoflexales	1	11	15	3	1	11	26	14	7	10	2	26	11	1	17	2	13	19	6	11	19	4	29	0	9	14	7	10	5	2	4	8	14	4	19	4	7	3	11	8	9	30	23	23	13	7	6	19	0	1	16	20	10	5	40
Silvanigrellales	0	8	39	2	1	5	2	16	1	5	0	10	2	2	0	0	6	7	0	8	17	0	11	1	19	10	4	3	1	1	4	7	4	3	17	0	7	0	19	8	2	8	10	6	7	8	4	3	1	30	3	14	2	11	6
Bacteriovoracales	16	9	40	27	10	99	46	34	7	38	0	46	14	29	10	26	41	28	9	24	11	8	135	19	92	62	10	128	12	6	41	26	41	74	18	10	22	25	73	54	36	67	68	35	20	76	49	19	12	9	47	93	17	32	65
Acidithiobacillales	7	16	55	4	1	34	65	29	6	70	1	54	28	6	5	9	40	20	33	33	35	1	41	9	38	10	32	15	12	2	32	32	29	20	17	11	46	10	24	11	125	49	88	48	23	12	5	36	3	11	48	35	25	31	13
Hydrogenophilales	13	24	61	6	5	38	44	28	9	97	9	100	26	5	11	12	68	90	79	41	13	11	38	6	31	15	25	17	14	8	16	33	27	23	15	14	48	10	13	11	75	88	125	60	20	28	29	46	13	5	48	65	33	37	30
Myxococcales	244	272	1033	283	27	449	835	425	152	460	55	1544	356	39	138	295	1034	473	1057	476	437	239	514	68	506	229	725	544	394	110	350	524	517	313	92	196	866	109	540	301	1971	1061	2580	549	449	297	550	361	137	102	1094	625	399	660	355
Desulfuromonadales	126	214	838	75	20	271	451	330	68	319	26	748	339	87	95	145	609	286	434	297	268	162	462	56	370	160	303	426	183	61	391	356	374	252	126	120	435	102	327	318	741	556	943	394	229	177	328	247	59	66	453	403	247	320	243
Desulfurellales	1	0	1	1	4	6	16	2	0	3	3	7	3	1	1	0	1	0	2	0	0	0	7	1	3	1	1	2	1	0	2	0	1	11	0	0	2	0	3	13	3	7	2	0	0	6	0	3	0	1	0	9	1	0	5
Desulfovibrionales	423	14774	39979	29873	81	21682	32512	34512	5996	30088	26382	43810	12870	274	22142	13105	94509	19808	178624	15042	19705	8686	14780	35324	81974	15858	42712	1427	14147	23499	6769	30068	570	29079	659	6339	1291	23896	1203	375	1385	32803	28791	35293	6046	9137	19837	45489	169523	67871	39777	27295	19283	27777	9366
Desulfobacterales	127	222	1048	102	45	484	627	406	149	506	59	770	336	112	157	153	774	422	617	396	425	563	508	83	488	259	471	315	258	97	393	436	818	443	135	161	677	161	533	374	894	896	1164	533	276	188	524	293	105	148	623	611	307	299	271
Syntrophobacterales	60	149	414	52	35	224	310	194	49	224	72	480	160	46	102	79	413	155	360	135	165	66	232	21	203	139	223	242	105	39	107	239	173	150	61	82	282	99	160	163	511	354	592	270	126	86	321	162	37	67	429	283	112	179	119
Desulfarculales	5	14	75	8	1	11	50	26	5	35	1	62	30	6	5	32	56	12	35	16	5	3	25	1	31	15	29	64	15	5	7	25	26	13	9	3	35	11	78	57	46	40	67	33	12	8	125	14	12	6	39	32	8	27	30
Bradymonadales	5	6	76	6	1	56	70	37	7	34	3	79	40	1	10	11	47	60	45	27	30	66	37	0	41	10	30	49	21	6	58	21	19	15	13	10	31	9	52	10	53	49	101	56	27	44	17	17	3	1	33	73	16	38	23
Campylobacterales	307	229	939	172	187	9770	1169	550	312	555	158	714	437	599	380	323	811	549	222	303	431	568	4458	353	1403	1058	448	1389	279	115	656	443	492	983	472	185	484	263	781	1096	657	1162	12890	2498	300	735	810	723	157	328	603	1142	1018	279	625
Nautiliales	4	1	1	0	3	5	14	9	0	4	0	13	10	3	4	2	4	2	6	1	4	0	12	1	6	3	0	12	0	2	15	10	1	36	6	4	3	7	0	4	2	8	25	0	2	1	7	0	0	2	2	10	35	2	2
Fusobacteriales	189	535	574	245	9390	455	810	1040	2303	825	135	2258	387	51911	425	150	433	428	367	319	891	418	2029	9158	62427	556	824	1086	199	212	330	308	1260	41479	17098	129	1065	1472	4896	1513	486	615	537	288	343	401	481	459	33919	6711	706	6262	325	230	547
Nitrospirales	27	72	325	24	8	242	187	191	61	124	23	304	130	72	280	88	290	133	111	91	145	363	175	25	198	82	116	255	86	46	143	148	144	119	61	40	169	34	94	226	295	231	348	103	103	200	61	133	24	39	143	178	52	90	146
Acidobacteriales	145	158	673	286	18	489	446	254	118	360	21	821	311	57	84	182	655	303	532	255	481	447	486	30	366	232	370	501	196	131	261	357	352	318	129	213	469	110	384	268	667	685	1112	303	218	404	221	245	62	68	417	486	206	278	182
Bryobacterales	92	102	446	233	7	160	266	201	60	186	35	541	232	28	77	160	490	147	428	181	271	251	297	18	329	82	191	312	101	65	158	230	227	156	64	79	321	49	259	121	549	319	794	287	107	126	275	140	52	65	337	302	147	188	170
Holophagales	6	10	133	12	1	28	54	21	10	40	9	168	22	10	23	8	93	32	80	41	26	8	41	2	30	21	31	13	46	4	12	81	30	41	7	32	61	21	8	47	105	63	288	39	28	10	9	64	9	10	44	42	18	29	42
Thermoanaerobaculales	2	6	26	1	0	2	4	3	1	0	0	8	1	3	0	6	9	5	9	3	12	0	3	0	41	0	2	10	4	0	0	4	1	14	0	0	3	2	0	0	16	3	4	3	6	0	11	1	0	0	4	1	0	0	2
Dictyoglomales	0	0	1	0	0	11	10	0	0	15	1	2	4	21	1	1	1	15	0	8	38	0	8	1	6	6	25	5	6	0	4	1	1	1	12	1	0	0	24	1	3	49	2	0	0	0	0	0	1	1	6	2	0	1	1
Endomicrobiales	0	0	6	0	3	11	5	3	2	3	0	3	0	12	5	0	7	5	1	6	2	1	1	0	6	4	0	2	1	0	0	1	0	0	9	1	3	3	11	2	1	6	6	3	1	0	0	10	0	2	8	17	0	4	0
Elusimicrobiales	8	27	78	7	3	2817	83	28	7	48	23	71	46	3	13	4	43	4603	19	8	32	16	503	3	53	16	12	20	16	3	17	28	61	40	18	9	31	19	67	5	33	83	619	42	7	95	5	17	12	3	47	5951	29	19	15
Aquificales	0	8	28	1	2	13	39	61	12	3	3	29	16	12	7	10	8	11	8	13	8	15	66	11	21	8	9	21	6	4	8	4	15	20	13	4	4	15	23	13	20	31	44	8	7	8	11	8	1	210	38	22	10	2	13
Desulfurobacteriales	4	1	6	3	3	6	51	12	5	16	0	24	2	11	1	0	24	10	2	1	6	6	11	1	12	2	7	27	2	1	8	8	4	4	9	3	1	18	10	30	5	2	10	6	22	6	1	4	1	2	19	12	1	5	9
Thermotogales	32	56	172	17	18	50	90	65	44	72	4	86	21	82	52	13	171	44	52	30	57	95	201	18	42	74	115	79	88	7	22	109	161	57	92	59	151	36	73	41	66	141	156	35	30	40	19	48	14	23	129	78	23	50	65
Kosmotogales	4	4	9	0	4	29	16	6	2	8	2	23	3	4	24	3	9	15	5	8	8	15	6	2	10	0	7	6	1	2	21	10	21	14	7	2	13	6	11	36	21	35	16	6	3	6	2	1	3	2	17	15	2	6	25
Petrotogales	9	10	34	5	4	34	54	30	37	29	7	23	19	56	27	13	27	16	18	14	15	12	227	8	24	23	7	60	8	4	18	9	68	62	21	14	10	17	25	36	23	70	39	19	27	28	62	44	10	11	23	83	13	13	38
Mesoaciditogales	6	1	3	1	3	4	20	6	2	5	1	5	0	2	1	2	6	3	2	1	0	3	8	0	7	8	8	2	2	1	1	1	38	6	1	4	4	0	2	5	6	1	29	1	0	1	6	2	0	2	8	5	21	6	4
Deferribacterales	14	47	42	17	6	56	100	81	6	39	4	77	25	8	19	42	63	21	34	25	41	58	109	10	45	63	24	213	14	6	35	32	64	49	22	17	16	20	46	34	46	33	112	112	28	27	31	18	7	6	69	64	18	19	29
Chrysiogenales	1	6	23	1	1	6	8	10	1	5	0	9	5	2	25	2	11	6	9	15	6	10	6	1	4	1	1	2	8	2	1	6	36	4	7	6	8	3	4	1	15	9	29	6	3	2	7	7	4	1	1	14	7	12	2
Thermodesulfobacteriales	6	6	10	4	8	14	23	19	5	2	7	13	15	2	0	3	12	11	9	5	4	15	21	4	12	3	3	52	15	6	7	14	20	17	0	9	12	10	2	19	10	25	45	13	11	31	3	5	34	3	29	8	11	11	7
Spirochaetales	290	380	1630	236	222	1355	1499	1293	567	982	134	1896	1033	284	741	367	1547	1393	733	645	845	488	35395	298	1579	1094	726	1526	512	141	988	1255	1361	1900	530	336	1030	347	781	1339	1481	1530	89020	820	596	947	713	911	195	764	1811	2200	505	560	856
Brachyspirales	15	24	224	30	15	39298	94	105	28	48	8	116	40	87	110	16	52	97	12	15	21	26	33165	25	557	108	36	13048	14	12	62	49	112	8768	74	217	25	53	10743	138	47	171	881	75	32	124	58	108	23	46	121	727	38	38	109
Leptospirales	22	29	103	8	8	36	133	105	28	52	5	140	63	45	31	39	82	21	55	35	50	16	159	9	123	47	51	200	24	9	34	83	166	81	28	34	73	38	38	140	77	96	111	60	50	40	49	31	7	23	97	93	72	26	73
Synergistales	55	173	3064	47	32	141	4738	174	43	159	31	10864	146	30	171	57	418	144	1378	148	556	46	498	17	209	93	9269	104	90	74	154	241	440	474	1468	57	260	42	184	123	459	228	1967	172	124	57	308	104	1366	41	2450	169	135	156	159
Calditrichales	2	0	41	1	0	5	7	1	0	7	0	21	2	0	2	3	9	5	15	4	5	0	6	1	0	2	3	1	0	1	2	5	8	4	1	1	2	3	3	3	8	2	15	11	3	8	1	3	0	0	21	5	0	2	7
Coprothermobacterales	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	2	4	0	1	0	0	0	2	0	2	0	1	15	0	0	0	0	1	0	1	0	0	0	0	0	5	3	2	1	0	5	0	0	0	0	4	2	0	0	1
Chthoniobacterales	0	3	9	25	0	0	10	6	0	7	4	10	8	0	5	5	15	3	5	2	6	0	5	1	16	3	16	8	7	0	2	16	3	27	2	3	4	3	25	12	16	25	56	7	9	1	16	4	0	3	11	1	2	9	6
Verrucomicrobiales	1715	19386	241923	2650	15401	587	1464	119964	38770	1338	45088	384415	18642	538	759	193	6749	930	306123	12896	1231	498	1111	126	1067	12049	311881	485	94804	32387	883	185005	414	942	3910	19999	14516	6534	814	710	132359	50940	71894	488	4210	538	1304	1473	9541	1333	31047	3523	177442	6095	829
Opitutales	26	77	228	16	3	124	117	66	30	94	3	202	67	13	18	58	152	70	153	69	80	86	131	3	157	42	72	145	54	28	70	139	241	71	53	30	117	19	150	125	238	160	593	64	53	34	158	104	24	8	139	179	45	84	63
Puniceicoccales	0	1	1	2	0	6	5	1	19	6	0	13	1	0	3	0	7	3	6	2	0	1	13	8	0	3	7	4	3	0	3	9	0	17	1	0	1	0	1	1	14	10	37	3	0	3	0	14	2	0	2	37	1	2	1
Methylacidiphilales	4	12	48	2	1	2	6	8	0	6	1	17	1	0	0	5	18	5	8	0	23	0	10	1	7	5	6	19	6	1	1	19	5	11	4	0	9	4	4	18	21	8	9	3	3	4	0	8	6	2	9	8	1	2	6
Planctomycetales	99	53	237	32	14	127	184	130	46	145	12	354	132	26	107	110	282	125	177	93	174	46	200	9	155	193	126	158	57	36	47	240	131	212	55	54	162	39	259	111	390	306	428	160	60	69	115	103	31	42	226	187	84	157	96
Pirellulales	17	13	70	3	3	85	41	28	12	27	7	77	149	30	106	66	112	86	36	38	114	4	53	2	86	27	55	114	14	5	36	28	54	42	10	14	54	25	102	159	127	128	95	48	23	51	36	77	8	16	111	94	31	40	69
Gemmatales	15	17	63	17	4	98	71	41	12	37	3	145	27	3	2	24	80	67	125	33	28	13	60	1	11	14	37	47	36	4	8	42	21	25	5	15	55	4	145	38	155	80	224	39	30	12	18	17	13	16	68	45	41	25	30
Isosphaerales	4	9	35	10	0	35	41	15	6	37	1	100	28	0	6	14	60	19	58	7	10	10	24	1	40	9	27	19	15	4	5	40	22	17	3	15	16	3	38	21	38	41	188	25	14	12	12	20	5	3	43	20	16	17	21
Phycisphaerales	34	70	207	106	17	159	202	68	31	148	15	286	73	29	61	42	228	95	183	153	90	50	155	22	107	85	153	62	111	26	57	165	101	102	38	30	178	32	150	91	372	269	578	142	53	91	80	116	37	24	177	170	92	128	77
Sedimentisphaerales	0	1	9	0	0	1	9	11	1	7	0	18	15	2	0	0	10	4	4	6	8	0	13	5	4	9	11	11	59	15	2	6	9	17	5	1	12	3	0	13	15	7	21	11	11	2	5	8	1	5	22	3	3	5	3
Candidatus Brocadiales	3	5	7	1	7	14	14	8	3	0	0	15	4	4	12	10	12	15	2	4	9	0	14	1	10	7	4	29	7	6	3	16	63	5	8	5	12	2	12	14	8	79	17	8	10	26	12	7	4	9	28	22	5	7	2
Chlamydiales	31	35	343	113	19	408	959	73	97	522	27	224	127	52	498	545	186	90	63	126	210	428	1253	38	977	188	254	641	32	45	283	33	805	147	36	124	229	40	637	1102	2716	301	307	231	47	1827	134	913	46	234	198	213	184	20	2471
