ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Parachlamydiales	0	2	11	1	0	58	9	11	1	15	2	17	4	3	6	17	3	13	6	18	4	1	9	1	9	14	6	79	2	0	4	21	13	137	4	105	9	2	1	8	21	14	26	5	17	67	9	9	5	29	25	22	7	19	2
Lentisphaerales	1	1	7	0	0	0	7	4	1	1	1	13	4	0	1	0	3	4	12	2	0	3	10	0	1	0	0	5	4	1	3	9	5	4	3	1	3	0	0	1	9	11	24	6	2	1	1	1	0	0	9	8	5	1	2
Victivallales	7	24	694	7	6	382	80	27	7	28	2	833	66	7	2	10	951	34	65	22	36	7	66	0	42	2212	36	21	5566	3	1290	844	23	712	5	757	30	6	4	23	96	760	18362	579	29	44	10	36	8	4	59	261	8	17	24
Fibrobacterales	132	85	302	54	16	477	202	174	43	377	39	397	201	46	87	247	329	295	163	195	291	374	484	16	524	132	139	627	92	36	364	174	179	399	50	64	247	44	454	346	446	408	532	234	139	332	274	488	54	85	294	444	78	209	255
Fibromonadales	1	7	42	0	0	3	14	3	2	2	0	13	6	1	0	2	7	24	4	7	12	1	10	2	1	0	5	9	2	1	27	10	4	4	1	3	2	4	13	0	2	1	9	14	0	1	0	13	1	1	5	8	1	3	1
Gemmatimonadales	31	47	135	5	2	94	124	47	48	100	7	183	77	7	28	21	135	46	121	43	150	37	104	4	162	36	110	74	45	14	38	115	78	63	24	37	93	26	151	79	154	146	347	98	42	27	79	43	20	16	97	87	31	65	64
Bacillales	6169	14609	18518	24659	13627	11937	23849	15948	14722	14744	11427	15192	8793	15917	9797	6012	11987	7774	15692	14933	15309	8675	30237	10469	17086	16068	12925	16630	7271	24692	6881	12988	44118	11884	8691	7851	14757	13702	10277	10529	31701	15531	23465	9637	10581	12093	6658	13245	17958	15665	19151	12611	6396	24372	10023
Lactobacillales	53726	11390	38250	56010	35322	22136	141792	40003	97325	13254	27422	35429	11725	60039	13498	13760	24570	112444	19027	20923	70939	18152	35232	55795	41527	57179	25730	161573	30249	19731	51114	39069	62109	30611	81403	20526	54343	16333	43704	131376	23302	156118	25270	48867	116867	22281	49117	68503	84042	525017	22361	24004	32239	62564	85310
Halanaerobiales	46	70	271	58	46	148	252	269	96	97	89	171	68	193	86	30	108	85	70	72	113	38	644	52	209	149	145	227	77	49	71	108	308	79	108	54	120	88	127	114	213	137	188	112	71	110	132	121	42	106	246	213	89	79	136
Thermoanaerobacterales	92	173	611	132	48	187	543	430	103	181	41	622	165	162	165	65	438	250	221	256	307	81	552	62	348	193	234	372	250	45	107	276	417	202	207	95	243	125	179	279	558	425	476	261	169	102	173	235	56	99	561	407	163	153	219
Clostridiales	4781706	3722603	7274502	10067279	5038150	3063900	4916643	6837309	7698598	4409208	5518210	4349718	3173755	3973438	4907419	832262	5829155	4393418	5017317	7655977	7852025	3203058	3872708	6476980	4160000	9423968	5770838	1713007	3616779	3694741	3319601	9505296	11059150	3448779	3504181	3673953	12582221	5036014	3646128	2162291	6729380	8096727	3229052	4551991	8478293	1745571	4687943	6480189	3164943	5208531	6978137	4615765	4682648	5994455	3682047
Candidatus Borkfalkiales	2074	644	92	5	1	111	51	941	5	40	3	561	28	2	3	9	548	76	2752	1120	53	0	38	0	63	16	38	12	57	3	11	90882	23	54	5	171	11972	5	28	3	897	66	343	308	90	11	19	47	38	10	104	122	24	116	7
Erysipelotrichales	261585	76348	76533	86246	82804	102141	427750	51353	229795	41898	33832	203736	80858	69603	168030	27765	181947	74404	26949	121614	19535	110923	247658	47853	108762	70351	121871	248456	67464	18631	111979	75026	817657	141999	44697	119063	119039	110781	212343	315742	185949	221273	58235	155009	48380	83654	99270	389298	17603	441472	98892	208776	265802	28627	347713
Selenomonadales	704	1808	14131	499338	294	1319	34935	14068	659	7185	407	22945	1152	583	5057	196709	2517	2096	2670	1103	154295	808	5010	342	5471	1247	1642	134742	1455	1522	2062	1381	1983	1201	135441	772	2006	501	1743	17448	3127	2826	4028	1067	1404	3121	313346	1627	88135	36725	3206	3095	2708	1378	3258
Acidaminococcales	410	557	31095	257673	111	1055	16512	73874	72591	3021	107	21169	2956	31946	164676	59467	6061	46738	1460	54697	67292	134171	104685	87	148974	93652	81574	29589	25103	5498	38423	626	975	139209	258	820	1090	73830	60273	2336	1223	61403	107657	122701	1059	61513	118733	27172	331522	129117	2282	7010	3837	33857	8746
Veillonellales	123026	114578	48161	9706	157998	46632	839234	2966	3590	126869	148341	159303	61891	706	807	172431	2208	5631	13494	2689	459062	3858	15813	137680	16571	2188	2260	198758	234731	148812	11518	191977	5821	2019	21589	30025	113520	433	8959	149887	44139	10686	16376	2457	183071	56899	56493	2346	11057	15789	229315	94330	287465	2127	41939
Limnochordales	7	15	37	6	1	9	25	11	3	11	2	30	5	5	8	4	26	35	17	11	9	5	21	0	14	4	25	2	11	3	23	13	8	7	4	4	27	1	16	5	37	47	35	28	9	3	3	18	4	2	35	23	11	11	9
Tissierellales	257	597	613	359	174	360	1065	1111	1073	287	415	594	254	459	544	315	893	263	256	283	281	204	1957	214	486	320	281	666	168	412	178	344	960	351	1083	166	595	300	197	654	657	374	561	550	280	453	271	730	146	355	980	996	535	333	779
Thermales	30	65	181	33	7	63	105	52	19	76	8	182	62	6	17	31	241	44	223	50	79	15	94	2	48	28	66	53	64	10	51	84	69	41	26	24	146	18	57	28	203	136	263	61	54	39	99	40	18	25	130	105	66	63	43
Deinococcales	56	64	316	85	4	98	218	108	32	111	11	449	148	12	55	75	284	187	295	155	195	82	148	9	133	97	216	150	99	31	63	167	186	74	27	83	285	37	62	71	460	320	608	208	121	85	189	161	30	28	273	214	132	188	60
Chthonomonadales	1	11	4	5	2	8	16	4	4	6	1	14	19	0	4	4	40	30	21	14	32	2	10	0	15	8	19	13	9	1	28	19	64	23	8	8	11	1	13	8	28	8	87	9	6	3	34	16	5	5	21	13	14	3	11
Chloroflexales	12	35	112	12	17	46	77	59	35	61	10	134	44	13	33	15	96	33	99	31	29	15	69	14	43	26	41	94	33	9	77	87	40	54	17	27	82	13	40	30	117	90	137	115	37	9	21	54	15	28	93	44	28	40	24
Kallotenuales	5	10	72	2	0	18	14	7	2	10	2	24	2	3	3	1	37	11	17	19	20	3	16	0	26	7	7	4	6	1	1	31	20	1	2	7	27	4	42	4	19	30	47	15	10	5	5	3	2	3	20	26	8	20	6
Thermomicrobiales	0	7	4	0	0	2	22	2	1	3	2	9	0	1	0	5	5	2	4	1	5	0	9	1	0	1	1	7	1	1	3	3	9	2	1	0	3	0	1	0	9	1	7	2	3	0	2	1	0	1	6	5	5	2	2
Sphaerobacterales	5	1	16	0	0	3	8	11	2	12	0	15	18	0	1	2	13	5	11	7	8	3	3	0	33	9	6	0	1	0	4	4	18	1	1	3	9	1	65	57	2	13	50	11	5	1	2	6	1	1	10	15	2	2	12
Anaerolineales	154	182	849	46	33	218	461	376	121	342	38	653	204	54	129	103	776	239	395	357	434	80	426	46	197	290	276	272	432	60	157	395	305	138	77	144	453	97	156	211	828	438	788	299	186	130	177	297	59	131	489	427	173	318	186
Dehalococcoidales	19	13	29	2	9	11	30	16	10	20	54	60	6	8	9	13	44	16	22	74	25	5	19	0	2	9	10	50	8	4	24	29	26	5	2	2	16	2	6	1	49	24	26	25	17	13	5	28	2	16	41	12	32	18	13
Ktedonobacterales	11	16	63	19	4	61	39	42	5	60	18	45	6	9	15	18	46	30	43	26	39	6	48	17	61	17	20	46	15	4	46	49	18	22	18	11	58	6	52	3	36	45	52	53	23	10	71	33	7	4	40	26	4	28	15
Thermogemmatisporales	3	2	17	2	1	8	4	7	3	5	2	11	1	0	1	2	16	7	13	3	5	1	7	1	4	2	5	5	3	4	3	16	20	2	2	1	16	2	1	2	10	12	10	7	5	11	0	16	1	5	2	12	6	13	2
Caldilineales	8	4	45	4	1	39	45	20	6	6	11	79	19	3	99	12	77	11	108	26	15	108	30	1	13	7	13	32	15	21	13	29	12	5	6	22	83	4	187	41	31	156	90	34	21	9	14	6	8	4	58	30	7	32	16
Ardenticatenales	0	1	11	0	0	2	3	7	0	0	1	9	3	0	2	0	6	1	8	5	17	2	7	0	2	3	1	7	6	0	12	3	3	2	6	1	7	3	1	0	15	6	13	4	2	10	0	2	0	1	10	8	0	1	0
Thermoflexales	4	2	9	2	0	3	13	3	0	3	0	5	4	1	1	1	19	5	14	5	7	1	3	0	5	0	4	1	7	0	0	5	7	1	5	5	18	6	3	1	13	6	13	3	5	2	2	1	1	1	11	11	1	2	4
Actinomycetales	1244	7981	3154	35310	1432	1496	15153	878	5849	3660	1861	10944	617	3444	1639	2304	2080	2104	14772	3962	2199	371	1582	1318	2110	1951	1935	8563	1974	9132	1187	936	4592	651	2998	2157	2738	1639	1657	2124	5822	4209	2317	2509	11480	4002	1609	1588	11842	5497	2382	1804	3630	9282	10524
Bifidobacteriales	6966	222962	215893	2793	130083	943	1123280	3654	194610	418371	617131	227104	1113	29843	4184	7558	10526	1152	149371	1935	319689	1747	1272	154077	1506	18884	323615	106918	126128	616909	5308	72530	761728	4839	29362	57034	1357311	10678	883	38088	505938	35253	6777	1506	53786	2031	52189	3590	295247	173730	14964	12688	475259	127800	150658
Micrococcales	1179	3566	4971	6664	696	2470	8266	2295	2543	2827	1482	14100	2257	1160	1508	1175	4676	4168	8032	3302	3230	1354	3214	628	3240	2408	3741	3226	2396	4549	1693	2648	3957	1474	1271	1410	4022	1294	3026	2107	7624	11526	14412	9037	4616	2563	2690	4608	3682	2330	5680	4110	2533	6277	4749
Corynebacteriales	624	1424	3247	2267	485	1888	11065	1532	850	1776	4122	5744	1539	524	998	961	3256	5113	4081	1942	2502	1305	1915	406	2134	964	2292	1996	1242	1459	1071	2012	8814	1462	875	830	2870	622	1804	1318	4174	7286	6094	3495	2227	1671	1418	1811	1159	911	3098	2514	2028	2100	1699
Micromonosporales	194	237	950	174	43	389	773	333	124	479	126	1307	344	60	149	214	978	425	1084	475	743	146	425	31	325	215	711	448	373	132	174	423	442	191	106	185	1450	96	276	251	1590	854	2183	739	344	142	405	325	125	94	812	458	352	515	351
Propionibacteriales	321	996	2249	392	190	718	1383	4605	267	627	4999	3395	1123	511	886	245	2332	887	7069	1140	649	606	776	197	1050	458	1108	420	588	417	696	3058	3479	760	317	478	5083	298	645	518	1935	1893	2486	4508	2279	831	393	994	1834	1355	1241	1040	767	1765	826
Pseudonocardiales	324	388	1465	467	35	511	1582	505	271	780	127	2321	632	76	302	254	1817	690	2161	786	1137	237	808	66	678	394	1126	458	644	251	397	639	828	570	171	381	1434	197	620	499	2588	1755	4263	1534	664	278	673	595	225	145	1439	968	561	839	638
Streptomycetales	1050	1301	5626	1153	171	2278	5241	2128	862	2316	572	9219	2107	207	1086	1207	6404	2526	6408	3046	3127	1452	2818	170	2016	1276	3835	2014	2122	894	1430	2796	3453	1635	666	1241	5629	697	2073	1574	8066	5574	15081	4483	2082	1468	2258	2170	662	1508	5082	3494	2551	2867	1904
Streptosporangiales	214	266	1343	89	32	352	982	384	130	350	79	1656	410	47	170	195	1369	424	1377	626	766	163	578	14	307	213	799	333	390	140	399	511	587	327	93	244	1303	124	237	350	2043	1444	2958	1504	402	169	443	351	99	121	1159	693	463	798	405
Frankiales	30	66	215	40	4	177	214	102	26	81	9	233	87	17	36	27	197	111	253	109	93	74	85	4	116	63	131	51	77	45	151	123	107	61	21	65	226	28	74	28	315	274	551	172	80	32	35	58	30	19	149	125	78	105	64
Glycomycetales	21	11	91	10	8	53	88	48	16	44	5	135	51	1	13	22	139	37	76	31	37	14	67	14	16	20	70	30	37	17	13	58	47	23	12	17	71	11	39	8	173	93	299	74	28	12	17	33	13	6	86	54	50	60	26
Catenulisporales	11	18	76	13	1	25	56	21	10	19	2	77	24	2	8	15	64	22	64	31	38	22	35	13	25	23	80	16	22	12	7	47	33	19	5	17	54	5	3	10	180	71	156	61	28	11	17	23	8	9	39	36	31	33	24
Actinopolysporales	7	2	38	3	0	12	22	14	5	32	1	37	31	2	13	5	38	11	28	25	15	2	22	3	19	7	16	7	14	19	3	17	14	11	8	7	806	7	59	1	38	22	57	29	8	2	72	11	8	2	42	17	4	14	5
Kineosporiales	21	18	89	12	0	36	71	25	6	32	4	92	28	2	7	5	90	45	82	85	40	14	26	1	15	62	37	14	41	14	30	23	58	17	6	10	84	13	26	23	81	99	144	90	25	10	5	41	6	2	64	32	19	53	27
Jiangellales	19	18	79	22	2	63	100	52	20	43	15	211	40	12	15	22	156	45	137	60	66	18	70	1	48	38	74	34	41	10	40	55	146	24	14	14	106	7	30	15	142	160	307	121	43	19	36	42	4	18	91	70	54	46	40
Geodermatophilales	61	63	286	35	8	54	301	99	40	79	18	383	87	13	43	36	302	135	343	143	146	59	96	8	187	49	192	66	75	47	35	164	226	41	48	53	295	31	79	108	404	372	634	249	109	39	283	88	46	34	214	196	152	142	120
Nakamurellales	14	9	26	1	0	7	31	4	10	11	2	32	9	0	3	3	20	16	36	18	8	5	17	0	4	6	13	7	7	3	2	14	8	6	5	3	4	0	3	24	68	26	50	22	16	1	5	7	1	3	30	15	15	9	10
Candidatus Nanopelagicales	3	3	21	2	1	3	19	8	8	13	0	6	10	7	13	6	10	5	7	58	0	1	27	1	36	10	8	9	16	3	1	24	20	34	7	5	5	5	7	12	36	25	51	7	6	3	22	23	2	9	21	24	4	4	6
Sporichthyales	11	13	25	2	0	11	14	5	0	5	0	33	5	2	0	3	54	12	10	4	9	2	9	0	4	2	10	3	6	0	4	3	4	3	3	0	16	1	3	8	17	15	62	25	6	2	9	9	0	4	12	8	16	7	5
Acidimicrobiales	66	131	405	118	18	267	518	294	86	258	27	701	165	26	205	140	478	230	485	219	224	38	220	56	280	154	317	308	153	81	121	186	265	309	78	103	417	78	218	139	720	546	865	321	155	159	93	160	100	60	364	340	163	276	158
Rubrobacterales	14	11	71	7	0	16	64	43	7	40	2	58	42	3	5	5	147	25	66	39	18	23	21	2	9	5	63	5	44	5	9	27	94	4	47	15	100	19	5	17	147	54	116	39	27	8	95	27	10	3	39	18	25	31	15
Coriobacteriales	3727	197154	126261	44408	467	85408	385823	2377	38330	79069	16845	285990	39824	770	59832	85507	17597	76464	288766	4971	150216	21987	59811	270	52805	44401	44178	142901	258790	226660	38412	61364	4270	28899	99806	43790	8219	133798	98213	177981	7240	63620	309776	53559	136584	76072	48677	97825	549347	110046	44648	105613	82261	145559	261404
Eggerthellales	28593	16503	15490	11731	28534	5712	18411	10734	8523	11759	17014	19251	3834	1763	5956	2574	11153	5465	25461	29470	16906	922	2256	23326	1312	8339	13976	5107	2892	30975	1447	12233	34881	1460	20075	6796	81079	29402	1608	6812	129153	11477	61136	4457	59246	1836	3244	3999	8431	43732	87656	13401	23823	15859	2463
Nitriliruptorales	2	1	4	45	1	2	12	5	1	1	0	17	5	20	1	2	32	12	20	3	4	0	5	0	1	2	14	2	8	1	0	2	17	5	0	1	6	1	0	3	22	7	24	18	6	2	4	1	1	0	7	7	5	6	7
Euzebyales	3	0	24	2	0	5	8	4	3	7	0	56	1	0	1	4	12	6	16	11	18	4	8	1	4	8	17	4	4	2	3	5	5	1	1	1	15	2	0	3	26	17	37	9	5	2	4	9	1	0	16	9	11	3	5
Egibacterales	0	0	17	1	0	2	21	1	1	14	1	22	21	1	1	11	22	9	4	3	3	1	3	0	28	1	4	24	3	3	2	3	6	1	0	0	9	2	0	5	8	11	38	9	2	1	107	0	5	2	8	14	3	11	2
Solirubrobacterales	33	29	124	10	25	58	85	76	17	36	3	189	74	6	19	17	107	59	157	64	72	17	90	8	27	45	133	27	48	10	29	59	47	55	19	27	116	22	24	11	237	167	360	125	37	30	28	57	19	13	107	71	57	91	42
Thermoleophilales	0	0	2	2	0	0	1	9	0	9	0	2	1	0	1	1	8	5	3	1	0	0	0	0	0	2	2	0	3	2	1	2	1	0	0	1	1	2	0	0	1	3	6	2	0	0	1	2	0	0	4	2	0	0	2
Mycoplasmatales	76	71	90	88	12	211	277	238	83	66	43	224	76	78	105	46	155	990	34	154	113	92	4570	73	189	104	74	150	85	36	256	98	612	2672	85	114	90	74	70	121	1418	1632	1673	216	77	200	54	237	44	54	537	812	171	45	184
Entomoplasmatales	7	29	39	17	6	44	159	52	32	23	8	58	70	26	39	11	14	28	12	3	65	10	307	38	55	56	30	66	20	3	37	22	189	72	27	22	40	25	35	101	34	28	55	56	12	43	16	43	8	21	78	174	25	26	85
Acholeplasmatales	29	18	72	32	16	83	107	90	27	34	7	1091	30	80	34	11	55	142	30	391	23	9	970	12	58	38	15	33	122	4	32	65	132	115	54	12	37	17	14	61	1536	177	3244	65	20	88	78	110	5	487	139	4576	18	18	58
Anaeroplasmatales	0	2	6	0	1	11	48	9	10	7	0	12	8	2	15	4	4	8	8	2	10	2	344	2	32	8	2	26	1	1	3	3	86	6	25	0	7	8	1	15	10	8	13	5	4	17	2	13	2	3	9	32	10	5	33
Candidatus Eremiobacterales	0	0	2	4	0	0	0	2	1	1	0	5	3	0	0	0	3	4	3	21	0	2	10	0	0	0	3	1	1	0	1	4	0	0	0	0	5	1	1	0	7	2	41	3	2	2	0	3	1	0	2	2	1	0	0
Nitrospinales	2	7	58	5	1	7	24	13	3	25	2	47	4	7	9	9	23	119	39	5	36	1	35	0	5	4	23	61	11	9	8	27	21	30	6	12	13	8	9	17	40	29	66	9	7	9	1	19	2	5	36	43	3	13	11
Caldisericales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Candidatus Cryosericales	3	0	4	0	0	64	7	4	1	8	0	3	1	0	2	18	9	5	3	3	0	1	6	0	1	2	4	82	1	3	2	3	8	0	0	0	5	3	2	5	3	1	5	23	4	2	1	0	0	0	2	6	0	1	1
Candidatus Peribacterales	0	5	3	11	0	42	1	3	2	0	0	2	2	1	1	5	5	0	0	2	0	163	12	0	47	4	1	15	3	0	40	0	1	0	1	1	0	0	0	22	2	0	4	1	0	26	23	1	0	8	9	91	0	3	5
Flavobacteriales	770	1281	2445	1339	1139	7778	2746	2133	1276	3843	432	2581	2939	1143	2315	2657	3315	2955	966	1636	3598	6218	7160	1143	5742	2158	1069	9830	830	667	4717	2776	2748	4203	1133	888	2006	1261	6064	4427	1892	5909	3248	4590	966	8044	3043	3311	689	974	2622	5858	1098	736	2679
Sphingobacteriales	392	761	919	475	534	2158	721	684	347	1122	180	797	1125	319	642	830	1106	710	410	532	946	2646	2106	594	2388	682	281	2744	221	271	1764	1658	740	982	393	222	705	404	1744	1503	529	1138	1075	958	375	2434	1301	1002	170	399	851	1897	315	261	790
Bacteroidales	5115242	6197630	3501690	5466753	8899690	5261483	465190	4144785	3655610	4750331	3554774	1234828	4489050	4243805	9021632	3213410	3224303	5242486	1970298	4914536	4534489	8653547	2457209	9596717	6444259	3364020	2743820	5335156	4907479	3623022	7583521	6528779	1969280	7094752	3709338	4112062	4177181	3989316	6849786	9738925	3329847	5175203	1242991	3088092	3460132	5240728	4505540	6292559	8383266	3208520	2409429	6083216	3206171	3175466	4474890
Marinilabiliales	204	392	255	231	190	1303	238	205	101	637	48	299	626	117	599	339	552	269	344	99	591	1178	1156	135	963	117	182	1295	64	184	1050	452	263	672	190	177	256	117	1013	683	218	839	513	456	99	1128	512	450	94	138	338	1108	84	102	355
Cytophagales	242	364	1165	450	309	2958	960	974	413	2106	125	1321	1447	267	923	1093	1919	1321	820	643	1089	2263	2265	420	2992	567	519	3296	604	260	2181	1397	1005	1575	375	349	793	340	3161	2098	1067	1773	1626	1128	337	2712	1758	1404	296	477	1201	1881	657	422	1016
Bacteroidetes Order II. Incertae sedis	19	24	127	4	7	92	57	70	16	93	4	74	63	5	11	32	188	57	85	49	62	7	71	14	30	13	83	67	28	3	30	64	88	30	10	10	90	17	150	84	171	101	241	48	26	114	86	69	20	9	85	47	37	23	44
Chitinophagales	95	496	671	297	196	1894	533	446	138	995	77	780	994	116	655	710	1014	1212	312	279	1541	1036	1454	201	1805	313	262	2303	234	68	1148	1243	542	1034	296	216	479	242	1625	1458	600	722	814	869	225	2092	865	794	144	154	592	1476	239	255	775
Saprospirales	29	130	174	107	21	335	84	56	46	188	128	113	149	29	35	105	138	133	140	83	186	372	252	24	191	42	65	373	26	15	426	244	351	166	40	55	173	29	405	541	95	149	229	187	77	239	182	129	29	52	108	189	34	51	183
Chlorobiales	20	11	88	20	5	41	75	54	12	74	5	247	67	7	30	15	60	68	89	42	43	6	128	4	62	81	44	51	17	4	79	70	63	130	26	17	29	31	62	57	60	108	164	90	37	20	56	49	16	10	79	52	24	38	62
Ignavibacteriales	9	13	31	8	4	47	59	59	7	65	68	80	20	13	13	15	46	18	5	41	172	6	163	17	168	28	7	61	19	22	72	49	72	23	8	19	12	11	175	103	19	165	90	28	25	39	69	63	10	39	102	126	40	20	79
Rhodothermales	15	7	12	0	0	21	23	10	1	26	0	72	18	1	0	8	42	27	20	14	21	3	12	2	30	3	18	18	11	0	18	6	17	5	3	8	20	1	44	0	46	27	124	18	3	9	3	7	4	2	29	37	12	12	4
Balneolales	5	10	82	10	4	23	81	18	7	8	7	18	27	15	37	10	26	5	4	9	6	2	123	18	141	18	30	39	5	3	16	19	48	90	26	9	10	14	48	9	18	29	29	8	3	15	2	51	12	11	7	23	7	7	14
Nostocales	137	115	302	216	98	324	324	242	310	284	52	302	210	221	440	334	321	303	103	158	434	374	820	41	467	227	124	1025	73	58	502	271	375	505	176	114	254	107	604	723	238	544	389	310	146	445	460	300	63	384	436	484	96	95	425
Pleurocapsales	1	9	7	1	0	19	12	10	5	4	0	31	2	5	9	0	11	4	4	0	8	0	21	4	18	3	4	83	39	0	0	12	5	2	7	4	1	1	0	19	9	7	22	11	2	15	2	2	1	2	42	8	2	2	8
Gloeobacterales	3	12	15	0	2	5	37	10	5	7	0	21	5	0	0	2	15	13	15	14	6	2	10	0	5	3	35	32	4	9	19	2	7	7	2	6	6	2	7	12	50	19	24	14	6	2	1	4	2	1	14	22	11	5	6
Synechococcales	58	138	450	51	19	333	329	221	66	255	81	579	322	113	109	161	528	211	306	266	380	67	482	24	381	161	227	701	138	44	354	2400	281	289	66	69	335	137	702	424	569	434	553	345	111	243	417	212	62	124	387	563	141	161	188
Spirulinales	7	1	6	3	3	26	2	16	0	8	1	12	7	7	3	8	10	11	3	6	2	0	12	16	5	3	8	35	1	4	9	4	46	1	1	0	5	5	8	16	6	8	14	4	3	4	0	25	24	1	7	43	47	7	16
Chroococcidiopsidales	1	0	3	0	0	5	6	2	1	40	0	5	3	1	6	2	7	1	6	1	0	5	3	1	2	39	2	5	0	0	12	0	4	0	0	54	7	0	3	7	0	58	62	0	0	3	3	0	0	0	8	2	0	1	2
Gloeoemargaritales	0	0	5	2	1	1	5	2	1	0	0	5	1	0	0	3	1	0	0	1	2	0	6	0	0	0	2	0	1	0	0	5	0	1	1	1	1	0	0	0	5	1	0	1	0	0	1	0	1	0	3	2	0	1	2
Chroococcales	6	13	48	25	2	65	65	50	18	19	14	48	17	13	92	27	45	34	42	19	74	43	132	19	34	20	41	102	13	4	73	128	132	57	27	224	72	12	79	327	70	160	126	34	27	81	5	53	22	23	30	62	20	14	218
Oscillatoriales	46	98	186	81	41	389	266	143	43	168	27	225	184	105	320	182	219	128	108	109	287	313	389	54	272	93	140	579	108	55	120	182	153	305	108	43	149	58	198	277	304	350	404	227	97	320	193	182	45	85	240	288	64	126	181
Candidatus Gastranaerophilales	122149	1398	35192	4522	5135	7418	6918	133672	3666	8980	3125	4041	5440	1967	23470	9152	8613	9258	239	5848	32347	78038	15466	169	51252	106374	2808	6490	2615	18885	10085	23782	204	46072	1261	7230	23554	3338	3201	17521	27322	105550	7969	9629	28277	42857	5781	2625	422	21477	6010	22701	1013	1221	8837
Candidatus Caenarcaniphilales	1	2	6	7	1	3	1	4	4	1	5	7	1	1	5	0	27	8	0	0	1	1	7	1	5	6	2	1	3	0	8	1	1	1	0	5	3	0	3	1	5	3	4	1	3	0	0	0	0	0	2	10	3	1	0
Candidatus Babeliales	1	1	0	1	1	0	1	0	1	7	1	1	0	0	1	1	0	0	1	1	2	0	5	0	0	0	1	0	2	1	0	0	0	0	3	2	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	14	2	0	0
Thermococcales	5	8	56	28	2	49	30	48	16	16	2	54	36	19	6	20	48	11	28	7	11	14	31	7	64	23	30	57	42	22	12	19	42	26	7	11	205	15	83	29	44	27	66	31	19	13	89	123	1	34	28	48	7	12	23
Archaeoglobales	0	2	23	6	0	21	15	8	0	9	0	6	7	4	1	2	10	4	2	4	14	0	8	2	4	4	20	9	3	4	7	6	10	20	4	2	7	2	8	1	10	7	12	4	8	7	1	18	0	2	10	28	3	1	3
Methanopyrales	0	1	2	3	0	1	0	0	2	0	0	1	0	46	0	0	5	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	1	2	1	2	2	0	0	0	1	0	0	0	1	1	0
Candidatus Methanoliparales	0	0	0	1	0	0	0	1	0	15	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	1	3	0	0	1	1	1	2	0	0	0	0	0	0
Methanobacteriales	426	145	983	173	85	321	88968	3463	339	304	49	87111	263	382	214	140	137558	260	80	191	229	106	16283	210	224	230	245	883	214	152	234	230	367	339	209	351	173	113	274	286	303	506	9976	292	1137	475	332	327	76	145	326	9134	314	127	209
Methanococcales	14	6	8	5	7	41	80	32	24	10	6	14	16	17	5	13	14	21	10	10	3	14	69	18	40	10	14	33	1	6	14	12	100	20	11	3	57	13	18	62	5	9	14	7	9	19	9	27	5	18	40	45	11	7	29
Thermoplasmatales	6	6	23	5	2	27	40	10	22	9	1	18	13	6	16	2	15	3	23	17	23	11	38	3	8	12	17	15	7	18	24	4	13	138	13	5	32	4	5	37	67	43	39	12	7	10	1	19	2	10	12	9	9	17	27
Methanomassiliicoccales	11	21	159	7	3	77	113	92	34	67	10	351	29	14	169	34	144	59	194	58	176	10	77	3	49	55	41	61	45	44	27	68	83	53	30	61	49	20	45	32	415	216	157	119	57	23	32	74	13	9	188	123	38	78	53
Candidatus Poseidoniales	6	26	137	28	34	97	158	149	10	21	61	190	89	34	171	25	156	124	52	39	90	50	162	106	91	148	81	100	20	10	160	294	124	263	72	9	73	19	101	177	139	117	144	98	51	112	111	101	11	47	136	120	58	21	95
Halobacteriales	72	72	324	37	13	162	330	189	54	225	33	661	160	13	60	50	355	199	348	189	132	42	236	8	93	101	354	75	135	43	64	184	326	106	57	81	515	48	62	49	667	318	1326	230	153	63	118	222	62	69	296	248	134	177	108
Haloferacales	44	48	251	44	14	88	286	88	32	88	7	506	184	7	37	80	238	99	266	126	123	59	109	11	120	64	126	205	101	21	114	172	115	143	28	34	222	22	176	161	321	226	810	156	93	87	221	122	25	46	194	125	88	94	130
