ERR2840913	ERR2840898	ERR2840915	ERR2840901	ERR2840908	ERR2840936	ERR2840926	ERR2840892	ERR2840903	ERR2840906	ERR2840893	ERR2840925	ERR2840934	ERR2840910	ERR2840940	ERR2840924	ERR2840894	ERR2840937	ERR2840897	ERR2840914	ERR2840890	ERR2840928	ERR2840922	ERR2840911	ERR2840929	ERR2840912	ERR2840888	ERR2840923	ERR2840916	ERR2840909	ERR2840939	ERR2840895	ERR2840917	ERR2840938	ERR2840896	ERR2840889	ERR2840900	ERR2840904	ERR2840941	ERR2840919	ERR2840902	ERR2840942	ERR2840921	ERR2840935	ERR2840899	ERR2840932	ERR2840930	ERR2840933	ERR2840905	ERR2840891	ERR2840927	ERR2840931	ERR2840918	ERR2840907	ERR2840920
Nothophaeocryptopus	1	4	8	7	1	59	4	6	3	3	1	5	2	0	0	7	10	4	4	2	10	158	9	3	45	0	4	19	2	2	50	8	13	0	0	1	9	1	0	28	16	5	13	12	2	38	13	1	1	46	26	99	5	6	14
Piedraia	0	0	2	0	0	2	4	7	3	1	1	1	0	1	1	0	9	1	2	0	0	1	60	0	7	1	0	4	0	0	51	2	6	6	1	3	3	1	0	0	0	2	5	4	1	3	0	7	0	1	3	4	0	2	1
Cladosporium	9	6	13	3	2	21	31	19	0	29	1	17	4	2	5	2	3	13	5	2	6	6	16	16	8	6	4	5	5	1	12	18	8	13	17	5	1	2	53	4	5	62	31	12	3	8	9	3	5	4	12	7	1	9	8
Rachicladosporium	3	3	33	1	3	9	14	24	1	35	1	22	4	2	0	3	59	30	14	20	129	10	21	4	14	7	1	17	5	1	9	34	52	9	1	1	16	4	43	17	21	43	34	13	11	14	22	12	6	11	29	50	2	19	11
unclassified Cladosporiaceae	1	1	2	0	0	2	7	0	0	0	0	7	6	2	0	0	2	8	0	0	418	3	3	0	3	3	0	2	1	0	0	4	1	280	0	1	0	0	4	4	3	0	2	6	0	0	1	0	0	0	0	2	1	1	1
Hortaea	5	6	41	26	6	89	9	31	3	19	5	68	5	4	5	11	45	10	11	16	106	4	16	2	106	3	15	73	4	2	123	21	13	43	25	2	35	3	18	9	14	44	29	17	6	18	8	8	1	8	30	53	12	26	6
Teratosphaeria	2	10	158	4	1	25	19	8	5	35	1	32	10	5	20	2	37	18	7	992	27	13	23	0	70	6	13	24	13	3	18	21	5	17	12	6	8	3	26	13	15	35	39	22	26	18	21	4	3	5	40	12	1	10	33
Friedmanniomyces	5	12	84	8	0	12	15	14	1	1	0	45	22	0	8	4	24	22	9	25	42	2	20	2	6	18	21	5	25	3	5	42	18	7	2	4	5	9	3	1	24	33	39	11	19	4	4	5	1	0	27	19	2	8	11
Baudoinia	0	1	4	0	0	8	4	4	0	6	0	5	1	0	0	2	5	2	1	1	0	0	10	0	0	3	6	71	5	0	0	15	3	15	0	2	5	1	1	0	3	10	20	2	4	5	1	0	1	1	11	11	0	3	0
Neohortaea	0	0	7	2	0	5	5	4	2	9	0	13	1	0	2	6	5	3	4	2	8	1	2	0	1	1	16	13	1	0	2	31	3	1	3	3	9	1	55	50	21	8	6	19	6	0	79	7	1	6	9	5	0	4	16
Ramichloridium	1	1	11	0	0	7	16	8	12	2	0	13	1	0	3	2	22	2	1	3	2	0	16	4	13	1	2	2	3	1	2	4	4	38	0	1	11	1	49	1	4	6	28	48	0	1	2	71	0	0	14	7	0	4	2
Dissoconium	0	1	5	0	0	3	7	4	1	3	42	26	1	1	0	0	2	2	1	4	3	4	6	0	5	2	0	3	1	1	3	2	6	2	0	3	2	1	55	3	5	2	4	7	2	18	3	7	0	2	2	4	2	5	4
Acidomyces	0	1	2	1	0	4	12	8	8	16	0	3	11	0	4	3	4	6	2	16	0	0	11	0	4	0	1	18	1	0	2	17	1	0	34	0	2	2	31	3	8	19	5	14	1	0	0	6	1	2	1	3	0	0	4
Microcyclospora	2	8	12	5	1	6	11	6	6	11	0	14	6	1	6	3	26	6	6	12	5	1	19	1	9	2	2	7	7	1	21	5	1	15	9	3	36	22	31	2	18	5	38	5	1	8	5	8	4	11	12	11	2	9	12
Aeminium	2	16	20	8	3	3	9	6	1	5	19	11	1	3	0	5	5	23	4	4	15	0	15	0	11	2	2	9	3	1	0	1	2	19	3	2	3	2	19	54	11	7	69	4	4	2	2	2	2	2	2	10	1	2	6
Lophiostoma	1	5	30	2	1	5	10	4	8	2	0	12	15	4	2	14	2	17	6	7	12	0	10	1	8	4	7	18	0	0	3	8	26	2	1	3	7	5	39	30	4	13	36	31	5	7	2	0	2	3	5	23	9	8	16
Melanomma	1	9	1	0	0	15	6	6	0	6	0	7	32	1	0	7	9	7	4	2	5	0	25	0	3	5	4	30	6	12	0	5	19	1	0	3	22	5	131	48	9	3	34	8	18	5	53	59	2	0	1	18	58	5	14
Beverwykella	1	3	10	2	0	29	7	4	26	0	0	8	0	6	0	2	2	6	5	2	1	1	13	0	1	71	0	67	3	1	21	7	1	2	2	1	10	5	17	22	10	23	18	16	0	21	0	0	6	1	7	2	1	9	6
Sporormia	26	4	8	0	0	7	5	0	1	11	0	4	7	2	2	12	49	8	5	22	1	0	19	61	6	0	2	13	3	11	11	0	3	28	3	1	2	6	59	42	2	13	19	16	17	28	103	26	3	1	4	4	1	5	18
Westerdykella	4	2	16	0	0	1	7	15	1	10	0	10	10	4	0	2	16	4	3	1	3	0	15	2	2	3	0	1	0	2	0	7	0	1	0	1	2	3	1	0	11	4	4	16	5	4	75	4	0	0	11	9	1	2	0
Pleomassaria	0	1	20	8	1	8	11	5	6	5	0	5	23	1	8	0	4	6	6	19	3	6	14	6	24	7	9	8	6	3	36	9	12	12	12	2	11	2	1	0	23	10	12	30	11	3	62	1	2	3	17	30	3	1	3
Clathrospora	2	5	27	100	0	9	3	3	1	2	5	10	20	0	0	4	11	26	25	10	20	0	12	0	8	10	8	17	0	1	5	40	59	31	3	4	3	4	11	3	14	10	16	14	2	24	16	77	0	0	30	11	28	7	4
Delitschia	3	1	10	4	1	20	7	16	0	27	0	8	11	3	5	0	21	26	0	5	1	7	11	1	3	2	3	4	104	0	9	2	13	0	2	1	7	0	20	2	3	23	8	6	0	9	10	6	1	2	14	15	1	4	5
Corynespora	3	2	29	5	4	9	54	18	6	3	1	26	41	9	8	3	61	13	10	6	28	76	18	1	14	6	11	17	2	1	18	6	14	42	8	6	15	7	6	3	58	12	39	40	4	51	11	9	2	4	53	37	10	9	12
Dothidotthia	2	2	7	0	0	1	4	10	4	20	6	7	24	0	1	1	2	1	2	6	92	0	22	3	2	3	5	0	0	0	4	7	0	3	1	1	3	0	19	10	7	42	29	6	4	2	18	6	27	2	1	4	3	2	4
Polyplosphaeria	0	0	7	8	0	8	0	6	5	14	4	7	5	1	1	4	10	4	3	2	3	0	8	2	9	3	0	9	1	9	4	5	0	8	1	1	5	3	26	12	16	6	9	15	3	1	4	1	0	3	6	8	0	2	1
Amniculicola	3	5	6	6	0	6	10	5	3	2	2	9	13	0	17	4	28	11	9	2	6	5	7	0	14	10	5	2	3	2	12	9	8	21	9	3	15	11	13	4	14	10	16	6	7	3	6	35	2	4	14	22	9	14	10
Lindgomyces	6	2	8	0	0	36	11	10	6	10	1	13	7	10	3	2	16	4	17	9	4	3	26	0	8	64	6	16	4	0	6	12	19	5	6	1	9	1	97	38	11	20	14	6	7	17	43	4	2	1	22	15	2	2	25
Lophiotrema	0	7	5	10	0	39	9	8	3	3	0	4	4	1	1	14	38	14	11	2	4	15	19	1	36	3	4	22	5	1	39	6	16	9	5	4	10	2	32	16	8	7	9	6	2	7	7	4	1	1	10	14	2	6	17
Aaosphaeria	8	2	18	3	0	49	10	8	3	39	0	9	1	0	1	5	31	23	7	14	0	0	27	0	10	2	7	36	3	1	49	35	34	27	2	2	3	7	33	73	5	5	20	54	3	6	1	2	9	1	10	10	10	13	26
Phaeosphaeria	2	0	9	1	0	9	3	3	0	4	0	12	1	7	2	1	20	4	2	24	2	0	14	0	19	1	1	4	1	0	4	4	24	1	0	9	14	0	4	1	16	17	3	24	0	2	2	1	0	2	28	10	2	1	8
Setomelanomma	0	2	6	16	0	10	7	0	26	22	0	13	1	3	0	2	20	19	40	28	10	2	15	1	26	3	1	0	29	27	1	2	3	4	0	7	4	2	13	3	91	13	10	1	4	10	0	4	2	1	23	8	9	0	7
Parastagonospora	7	28	72	43	2	28	81	29	20	62	4	122	25	15	111	8	69	25	30	45	57	14	65	15	210	26	23	81	22	20	55	78	135	19	13	15	35	21	77	56	39	63	64	47	35	11	126	88	21	15	111	46	24	12	34
Pyrenophora	8	15	60	33	2	27	35	31	15	28	6	29	17	12	1	6	26	20	9	13	225	1	48	4	99	8	21	27	6	1	34	29	69	58	15	3	30	9	19	19	26	23	69	42	20	2	31	24	2	1	48	25	22	17	27
Curvularia	7	1	20	122	0	84	48	12	12	55	1	41	34	6	7	21	18	30	7	11	32	10	29	3	28	6	10	81	13	9	63	9	99	43	6	13	12	10	15	9	16	28	40	49	2	94	25	14	6	5	28	41	34	10	44
Alternaria	10	10	83	2	1	34	37	33	11	12	0	52	12	4	18	22	29	21	52	30	30	21	17	2	24	27	61	72	12	14	13	30	48	46	20	18	16	6	76	15	34	52	79	26	25	30	22	24	9	10	50	25	6	46	18
Bipolaris	12	20	31	5	1	77	52	12	26	90	2	96	101	7	10	19	37	32	28	12	104	89	43	4	78	18	27	65	5	9	37	25	18	26	20	17	29	13	133	43	70	125	49	39	7	74	23	19	8	11	51	106	15	36	41
Exserohilum	8	1	13	7	0	24	13	1	0	10	27	12	4	1	1	0	8	2	12	7	4	2	6	0	2	15	1	5	1	0	3	3	10	6	4	1	18	2	4	9	5	20	11	10	3	10	2	3	2	2	16	16	5	2	9
Stemphylium	5	2	17	44	0	16	15	6	0	14	0	27	88	2	120	6	20	75	11	41	6	155	40	2	92	10	3	21	5	4	50	5	49	49	5	0	20	6	1	13	16	10	32	32	22	31	37	5	0	3	6	31	6	17	7
Decorospora	2	14	11	15	1	1	3	5	0	2	0	4	5	0	42	5	14	4	0	7	13	0	5	0	8	11	9	13	1	4	1	12	1	8	27	0	2	5	11	0	6	13	9	7	0	1	7	3	1	0	0	2	0	5	0
Paradendryphiella	2	0	11	0	0	61	9	0	4	31	2	13	2	1	4	9	1	43	7	0	88	2	8	0	16	1	6	24	1	0	1	5	4	1	2	1	1	1	72	2	2	64	19	11	1	37	4	7	1	1	10	7	0	6	1
Leptosphaeria	2	0	4	0	0	28	12	4	0	19	0	8	1	0	4	7	2	1	6	9	3	0	15	0	6	3	6	35	0	0	3	1	6	3	5	4	2	0	26	5	3	2	5	13	1	4	4	0	1	0	15	9	0	2	1
Ophiobolus	0	5	6	0	0	70	7	5	1	22	1	24	35	6	2	17	22	55	6	1	12	0	28	0	11	5	19	56	0	0	1	4	1	16	3	2	16	5	20	2	7	5	9	17	5	31	6	2	3	1	8	5	1	3	6
Ampelomyces	1	2	4	0	3	0	6	10	9	5	0	2	4	1	16	2	6	14	3	6	2	119	19	0	2	4	0	4	1	3	7	0	2	14	1	1	3	0	0	2	7	6	6	11	4	2	3	45	0	0	10	71	1	3	4
Plenodomus	1	0	12	0	0	11	8	22	0	17	1	12	18	1	2	2	11	2	4	9	2	8	13	0	5	4	0	9	1	1	37	18	5	1	3	2	15	0	1	0	2	5	61	32	3	3	2	24	3	0	6	8	3	4	0
Cucurbitaria	1	2	14	0	0	0	9	3	0	13	0	5	19	6	3	5	10	4	3	3	3	1	4	3	27	1	1	10	2	4	1	16	9	4	11	3	21	4	26	45	13	0	15	7	2	3	58	8	2	0	9	10	3	3	10
Pyrenochaeta	3	12	15	1	0	80	14	13	0	40	2	33	29	3	5	2	21	41	10	17	108	98	18	3	88	5	24	56	7	3	44	52	28	5	6	8	5	6	91	41	8	98	53	10	8	36	23	6	7	28	11	9	4	5	15
Ascochyta	1	1	6	36	1	16	20	0	0	0	2	8	4	2	56	8	6	43	9	2	3	44	4	0	3	1	1	34	5	0	3	19	3	12	0	1	31	1	3	6	17	4	19	46	5	3	0	52	0	1	2	3	0	2	3
Phoma	0	13	2	0	0	40	5	25	3	6	0	14	1	2	0	0	22	41	5	1	5	1	8	0	7	8	4	1	21	2	3	6	32	28	0	4	18	1	140	25	3	234	19	5	3	3	8	10	2	6	5	5	3	21	31
Didymella	3	2	29	1	2	75	15	23	1	5	0	97	5	12	3	14	17	2	5	2	420	129	38	0	104	8	23	29	2	3	75	9	126	10	1	3	6	2	39	220	58	17	42	10	9	50	30	5	1	1	28	75	14	7	52
Epicoccum	2	1	24	2	0	10	28	3	0	14	2	80	9	2	0	5	12	0	20	1	77	15	2	0	23	2	11	16	2	4	14	17	1	12	2	2	6	0	33	38	26	8	9	9	1	2	39	7	5	2	3	5	1	7	16
Macroventuria	0	6	53	67	1	2	2	9	0	9	0	0	0	0	5	0	0	1	5	4	11	0	1	0	3	1	4	4	3	0	5	20	0	3	3	2	6	0	22	0	12	18	19	2	0	2	17	8	3	3	27	7	2	2	1
Coniothyrium	0	0	1	31	0	4	17	7	0	2	15	49	0	0	35	3	2	18	1	0	0	0	14	0	7	1	1	19	4	0	5	0	18	19	3	0	1	3	5	1	0	3	4	8	2	11	8	2	0	1	3	17	6	6	3
Pseudopyrenochaeta	0	1	6	4	0	20	1	2	2	8	0	9	5	1	2	0	9	4	2	8	0	4	11	0	4	5	0	0	1	1	1	7	0	4	3	0	5	1	7	8	4	2	6	5	7	3	34	1	0	1	4	27	9	0	4
Didymosphaeria	12	1	65	4	1	20	6	21	4	4	1	19	5	5	3	7	3	3	28	10	5	12	17	3	22	38	3	27	3	0	5	1	77	29	6	6	45	1	25	232	4	6	20	35	2	7	3	2	2	4	5	61	32	1	135
Paraphaeosphaeria	6	14	10	2	0	57	16	9	5	46	1	13	10	3	4	4	12	7	6	7	5	1	22	0	7	6	15	2	17	1	3	3	16	4	2	2	17	2	6	2	27	18	32	4	1	8	2	16	1	2	35	47	4	6	8
Bimuria	23	1	9	2	3	31	11	7	9	6	2	17	4	28	20	13	5	34	6	1	7	4	93	0	17	64	8	22	3	2	41	5	49	32	6	2	2	30	32	15	22	51	37	13	3	11	89	8	1	0	4	26	4	1	9
Karstenula	0	3	5	0	0	9	11	2	16	2	0	13	46	2	1	4	12	17	5	3	2	0	7	0	4	5	2	4	5	1	6	3	6	6	2	2	0	1	0	2	7	8	26	32	3	4	10	2	0	0	17	7	2	3	6
Laburnicola	3	68	13	1	1	8	29	12	0	24	0	38	11	2	5	3	42	12	18	6	21	7	23	1	4	6	9	8	4	7	17	7	8	39	8	2	7	5	12	0	11	20	33	32	6	10	0	10	8	5	22	20	3	0	15
Massarina	3	7	22	3	0	38	17	22	59	11	1	24	6	9	3	4	26	6	11	2	16	3	31	1	39	5	0	34	3	0	75	13	3	10	7	11	79	5	8	1	9	9	13	16	3	12	3	0	1	1	2	12	5	10	3
Stagonospora	1	2	11	1	0	1	4	2	3	45	0	8	7	0	1	2	12	8	12	18	20	0	40	3	43	1	0	5	4	1	2	6	1	4	2	6	7	3	34	50	2	5	27	1	10	5	4	1	3	2	21	21	1	1	12
Byssothecium	4	1	11	1	1	11	5	6	3	4	0	9	8	8	18	2	25	2	5	7	2	0	3	0	8	3	17	11	6	0	0	8	3	1	0	9	18	0	4	11	5	11	16	2	2	3	12	1	2	2	8	23	0	6	2
Lentithecium	4	2	11	0	6	0	13	10	3	7	0	17	6	11	3	3	4	7	11	6	0	5	11	4	12	22	4	22	21	4	3	37	67	5	30	13	16	6	1	7	8	25	16	23	5	5	6	3	2	4	6	12	9	4	8
Trematosphaeria	0	1	3	141	1	28	19	2	0	4	0	27	0	3	9	10	4	2	6	2	1	0	18	0	1	3	71	42	3	0	1	6	0	2	0	8	3	3	1	3	9	6	20	4	5	19	2	4	1	2	2	5	1	0	13
Periconia	1	3	5	0	1	27	5	82	5	24	2	11	5	3	3	7	14	31	12	10	6	8	13	3	7	21	4	28	1	2	4	56	60	7	3	7	3	7	3	4	7	5	21	35	16	5	3	5	2	0	18	47	2	4	3
Lepidopterella	0	5	5	15	10	8	61	13	2	9	1	31	26	5	7	6	15	2	12	63	5	2	7	3	4	1	8	4	3	1	3	44	17	9	1	2	10	9	3	10	21	12	14	6	1	7	2	11	2	10	38	19	6	2	9
Lophium	1	0	9	1	0	31	4	17	1	34	1	23	12	0	1	2	8	10	13	7	5	1	7	0	41	3	1	3	2	1	3	11	5	8	1	2	18	1	9	5	5	3	18	10	1	19	2	3	6	0	12	9	2	0	6
Mytilinidion	1	4	10	4	2	8	4	26	1	11	3	21	7	0	3	6	37	27	18	6	5	1	19	0	5	7	18	16	1	0	12	26	46	4	4	7	11	4	14	4	15	22	25	13	13	4	38	17	3	2	27	32	48	7	14
Cenococcum	2	2	16	2	2	13	41	4	34	16	5	45	40	16	24	2	20	27	46	3	3	14	55	1	19	7	10	11	4	2	74	15	20	14	4	5	6	5	12	25	9	32	36	47	3	7	59	8	2	17	15	78	6	3	16
Glonium	4	1	4	14	0	3	20	2	7	4	1	8	2	0	2	5	9	5	22	3	3	1	9	0	49	6	1	33	3	1	4	3	6	8	5	2	10	2	30	1	10	72	11	14	1	5	3	3	1	1	11	10	3	47	1
Erysiphe	4	12	45	9	5	34	23	15	10	12	2	21	27	1	41	18	25	18	7	8	12	5	52	7	50	10	10	47	10	2	24	28	64	5	23	11	8	10	50	23	21	28	33	21	8	13	4	14	5	2	7	33	28	9	20
Blumeria	10	7	25	12	32	207	107	43	33	20	3	62	31	13	22	121	32	53	18	47	110	120	49	7	31	18	45	259	5	1	54	98	70	44	54	5	17	7	103	47	77	28	70	34	38	206	49	43	397	5	30	97	75	41	39
Oidium	15	23	17	3	7	61	11	28	8	13	3	17	59	14	116	99	19	34	8	16	9	12	65	9	41	9	9	184	60	3	90	15	24	22	10	10	11	7	85	201	3	13	35	13	12	43	91	70	7	27	23	67	5	9	78
Golovinomyces	177	16	56	11	6	112	104	63	5	117	70	118	137	44	49	15	155	152	16	98	28	27	79	10	175	59	24	192	10	6	141	71	59	59	91	31	35	52	364	73	63	266	78	104	81	46	442	86	9	9	146	232	14	19	36
Hymenoscyphus	59	6	46	7	4	38	26	33	24	71	3	38	77	9	149	17	151	70	18	38	16	12	36	28	33	128	15	20	35	1	52	54	25	49	46	9	26	8	101	12	79	46	33	70	8	50	125	36	8	5	36	33	5	27	29
Glarea	6	1	6	2	0	35	5	6	4	58	0	16	12	6	3	1	8	74	2	11	4	2	6	1	2	4	3	10	0	2	6	5	2	10	1	0	2	2	68	1	18	119	24	30	2	4	7	3	4	0	24	19	2	4	14
Ascocoryne	3	0	81	4	0	15	12	3	1	11	4	8	5	1	6	10	10	1	2	2	4	8	3	1	19	4	2	52	4	0	2	6	23	2	7	2	9	1	24	19	1	6	17	3	0	4	1	14	1	0	14	17	10	0	15
Articulospora	0	1	12	0	1	3	4	4	6	9	0	10	22	3	2	12	3	10	1	1	7	13	10	1	13	2	1	51	3	0	13	46	3	9	2	11	4	5	58	0	29	8	15	11	3	3	0	0	2	1	17	7	0	2	5
Sclerotinia	6	17	76	37	8	11	53	24	2	26	2	27	36	12	139	49	13	22	17	6	55	78	44	7	83	17	24	87	43	2	33	31	20	36	19	14	37	23	28	138	38	19	51	73	36	39	18	7	5	24	36	91	13	18	102
Botrytis	15	46	96	23	29	306	144	66	85	124	6	124	189	38	37	68	86	116	23	25	615	385	199	19	243	60	18	261	54	22	216	61	106	437	41	16	54	11	247	339	70	87	133	107	65	293	164	108	24	26	91	527	62	20	157
Myriosclerotinia	21	19	42	28	9	131	83	18	11	31	3	36	36	22	312	20	20	55	14	26	51	199	54	27	77	32	14	77	25	2	147	53	43	47	41	13	29	12	100	179	44	33	55	77	9	146	130	20	12	4	59	127	16	10	80
Monilinia	8	28	77	32	6	95	105	41	57	79	3	67	58	31	22	21	89	77	23	41	51	25	83	14	231	30	13	129	10	14	86	43	139	74	45	31	25	25	144	119	40	74	73	88	27	92	105	60	11	88	66	148	28	22	71
Ciborinia	2	1	9	2	0	2	7	6	12	21	1	8	2	9	4	3	5	11	4	3	10	2	6	2	3	18	1	26	7	9	8	5	1	32	11	1	9	4	5	29	6	9	10	5	0	7	4	2	0	5	16	14	0	3	1
Botryotinia	4	8	30	12	6	150	17	9	4	17	5	32	130	28	7	34	23	78	7	28	147	207	86	10	136	63	7	71	11	3	165	34	10	32	23	5	34	19	87	79	44	72	35	17	9	87	59	48	6	6	94	60	28	1	33
Hymenotorrendiella	7	1	4	2	5	87	43	15	10	19	1	28	26	6	13	54	17	92	38	7	48	13	16	5	11	8	0	83	1	2	16	5	2	6	7	9	61	3	111	21	19	13	8	68	5	48	5	25	4	2	16	45	3	9	8
Hyaloscypha	11	25	30	13	58	58	59	22	48	14	4	32	15	21	34	2	46	20	7	9	13	15	71	13	38	55	5	8	3	3	19	27	64	17	20	11	14	21	36	48	41	34	63	123	18	43	23	4	5	7	33	57	24	10	25
Arachnopeziza	0	1	7	2	2	56	16	1	4	53	0	112	5	7	4	19	48	31	2	1	4	2	16	0	9	32	0	64	6	3	10	4	3	3	5	1	1	1	27	16	2	17	9	22	1	60	1	12	2	0	7	30	3	0	12
Proliferodiscus	4	22	13	0	1	9	3	7	2	7	0	7	4	4	0	1	18	3	16	9	3	1	6	7	3	2	14	5	2	4	2	5	3	2	2	2	9	0	2	4	0	8	37	8	1	4	2	2	2	1	6	12	1	3	2
Hyphodiscus	1	9	6	1	1	10	4	3	9	2	1	8	3	10	0	0	2	3	3	0	4	1	7	1	11	4	4	4	8	0	9	2	1	6	8	2	4	0	9	2	5	11	28	0	4	0	0	0	1	1	13	6	0	0	0
Pezicula	1	4	58	9	1	107	20	59	9	46	3	46	59	6	2	20	21	21	12	5	47	18	32	1	25	20	1	63	2	6	28	30	212	70	4	5	29	8	154	16	19	183	24	29	7	38	65	20	5	4	31	55	7	6	15
Marssonina	19	7	16	11	2	101	28	7	8	9	3	30	8	12	6	12	15	13	18	12	4	201	42	1	41	13	9	30	3	4	139	5	50	32	15	7	11	17	13	69	19	47	71	26	20	87	26	25	3	7	44	82	10	3	29
Diplocarpon	2	2	30	2	1	52	6	19	3	5	0	28	3	6	3	8	12	7	36	7	2	161	19	6	45	9	1	11	11	3	65	4	8	3	16	10	25	1	49	20	15	43	20	20	12	36	17	20	3	1	30	9	2	7	12
Pirottaea	2	1	2	3	1	19	4	6	38	22	0	5	20	1	9	9	11	5	3	4	98	2	4	3	2	1	2	26	1	0	2	7	4	1	7	0	12	8	39	9	16	5	12	10	3	3	23	1	8	6	5	10	2	1	8
Lanzia	1	0	5	0	1	3	6	14	9	13	0	12	3	0	1	37	11	2	3	2	4	69	9	1	16	1	0	56	0	2	9	1	6	25	7	2	6	0	1	9	8	7	25	4	6	21	2	4	4	11	17	3	0	1	5
Clarireedia	7	9	32	29	7	98	140	19	18	35	4	47	44	23	95	8	41	12	9	17	9	13	30	20	96	16	3	65	26	0	27	45	17	45	19	11	28	20	40	56	40	20	54	57	32	54	28	42	8	7	25	50	7	6	45
Neobulgaria	2	1	7	0	5	6	8	17	4	3	0	10	2	0	0	1	35	4	4	5	10	0	12	2	8	23	2	6	1	0	2	2	20	12	1	15	1	2	8	4	8	2	10	10	4	15	14	1	0	0	29	22	8	6	4
Pezoloma	2	14	34	0	1	14	16	15	19	6	3	9	17	8	9	2	12	14	3	5	17	3	56	12	23	11	2	5	2	1	21	6	25	39	11	6	4	3	18	18	16	12	31	24	8	8	9	14	2	30	36	29	17	2	6
Chlorencoelia	35	4	3	0	2	62	15	4	7	26	5	8	0	10	5	1	11	8	1	10	9	5	14	2	26	2	4	17	3	0	4	2	24	0	3	5	2	6	60	14	1	83	17	21	3	8	10	13	0	2	11	7	1	1	9
Chlorociboria	0	6	2	1	2	8	9	10	2	5	3	6	3	5	2	3	13	28	9	19	1	15	20	3	4	5	0	1	2	1	14	3	2	0	5	10	14	11	8	27	6	3	21	2	2	0	17	2	3	3	19	24	2	6	6
unclassified Ploettnerulaceae	1	4	2	0	4	0	18	11	0	0	0	14	3	0	2	1	11	3	4	3	0	2	5	0	1	4	1	1	2	0	2	4	9	5	2	1	9	1	0	0	5	3	12	6	8	0	3	1	0	1	22	4	13	0	1
Lachnum	1	5	13	7	2	154	32	29	97	73	2	36	26	12	39	5	68	22	14	22	14	26	76	34	85	62	8	26	16	35	94	23	9	59	23	7	18	10	245	69	13	300	41	29	25	57	117	16	7	5	45	64	20	9	33
Chalara	10	5	22	0	0	3	11	17	5	8	0	66	12	4	12	8	27	12	2	3	15	2	23	4	9	4	33	4	1	0	2	10	13	12	2	3	11	1	24	4	46	8	52	7	6	3	2	3	4	1	30	22	24	15	0
Rhynchosporium	6	9	52	2	1	17	32	10	13	24	2	28	26	8	19	5	34	7	13	5	80	10	45	2	5	13	4	14	3	5	7	11	23	19	8	4	37	7	98	6	14	26	29	46	4	24	5	44	1	10	51	30	14	4	9
Phialocephala	9	35	32	10	2	109	60	14	116	33	15	82	55	12	88	58	29	9	14	26	20	22	67	10	43	27	27	120	6	2	65	17	25	24	16	8	34	11	23	17	88	17	83	23	15	43	26	57	1	17	43	46	22	2	19
Cadophora	70	1	7	5	1	83	32	38	8	67	0	18	26	2	2	2	16	3	9	16	9	65	20	4	55	2	17	5	2	5	73	30	57	45	6	5	6	1	31	24	11	15	21	19	9	33	7	7	3	2	39	26	9	6	21
Coleophoma	2	5	42	8	13	19	33	22	3	9	5	43	12	3	1	54	18	10	6	17	11	2	51	0	39	9	5	133	4	0	44	4	15	41	0	0	5	4	8	38	25	18	39	13	9	14	3	11	2	3	9	13	3	5	11
Pseudogymnoascus	6	52	175	17	4	124	64	33	15	59	16	81	37	29	21	27	76	32	61	97	155	10	105	20	61	52	28	79	37	27	73	68	121	78	22	12	29	22	127	91	50	309	96	49	20	65	128	36	11	15	138	126	24	24	34
Amorphotheca	1	2	11	0	2	17	25	4	0	4	0	12	1	4	1	4	6	5	7	6	33	38	15	0	2	8	4	5	1	0	1	3	9	3	6	2	4	2	2	3	4	13	20	7	4	13	9	4	1	2	16	31	3	1	11
Oidiodendron	0	1	9	3	0	4	8	4	1	2	2	7	1	0	4	2	4	15	2	0	0	8	8	5	3	0	2	3	1	1	15	5	2	6	1	0	5	13	4	0	1	3	30	3	4	1	4	5	0	0	22	13	1	2	2
Venustampulla	1	3	31	4	0	22	6	7	0	4	1	12	21	1	0	7	3	2	4	12	1	69	30	1	0	12	3	35	3	1	17	27	5	9	1	0	10	0	2	3	1	7	18	3	0	46	1	0	0	1	9	3	17	0	3
Trichocladium	3	6	6	8	0	11	18	10	0	12	4	94	6	2	6	3	16	28	13	11	8	3	27	1	2	5	28	7	12	1	20	9	10	6	1	4	30	5	28	6	6	9	15	21	4	3	1	23	2	0	6	12	9	21	9
Albophoma	2	7	9	0	0	22	9	5	5	13	3	12	15	4	9	64	20	82	70	22	3	12	2	0	23	29	8	135	4	0	63	6	1	10	0	20	25	10	135	6	3	10	29	10	15	2	17	11	3	1	22	26	0	4	6
Didymobotryum	0	1	21	5	0	6	15	20	2	8	2	13	29	0	9	1	9	2	15	1	6	4	18	1	10	16	0	10	5	2	2	2	3	0	4	0	4	6	18	12	5	18	24	4	6	0	4	9	1	479	10	8	5	2	8
Trichoderma	61	83	225	95	16	427	253	114	76	232	35	338	94	43	159	122	268	175	142	134	180	337	304	54	297	134	103	243	63	61	259	123	245	247	118	49	350	52	343	364	178	228	322	171	52	269	258	218	39	51	277	389	77	57	169
Escovopsis	11	26	81	6	7	37	66	24	11	32	14	85	45	18	6	14	73	31	10	62	12	9	39	5	72	32	41	51	36	9	20	52	115	182	16	11	22	7	43	191	100	15	148	28	28	25	173	23	2	7	56	87	40	3	77
