A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
g__UMGS1225	0	642	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	2207	0	0	0	0	0	0	0	2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0	0	0	0	1635	0	0	438	0	686	0	0	0	0	8780	1157	0	0	0	419	0	544	0	1066	2566	1395	5784	0	0	0	1099	0	782	0	1571	2925	0	542	356	23164	747	589	0	23982	0	1215	0	1312	0	3186	999	0	0	0	852	0	0	0	0	0	2169	0	0	394	0	1239	6112	0	1916	3165	3786	2851	0	23719	483	267	0	0	0	36918	0	956	1010	1416	914	653	4115	738	921	0	1623	410	0	0	0	0	0	668	5452	433	1839	0	432	1291	0	0	2126	1324	0	994	0	510	473	9705	0	0	5929	0	1102	0	0	3832	1673	1672	2647	0	0	2163	430	0	2309	18809	0	1828	0	8329	11924	0	0	2493	751	6780
g__CAG-485	381	593	1013	721	361	1033	1327	293	405	0	516	393	441	507	816	0	664	49521	683	782	700	277	649	757	768	288	326	822	381	1615	1195	1063	1614	514	1317	2018	0	712	294	731	648	0	8409	954	671	1331	691	1182	1867	285	401	493	821	3998	335	803	911	493	664	914	676	1531	657	479	277	0	521	527	1053	688	1102	474	814	899	1843	724	656	599	497	850	5905	707	743	1570	2568	4990	1644	701	5450	1335	2116	726	1442	1905	2138	2227	979	1114	706	577	421	1154	1165	1800	1527	687	2152	1271	1433	1214	458	1069	3126	1618	1088	1325	895	987	2333	425	709	1564	820	1528	623	1543	646	1221	3275	508	585	499	677	1263	1572	731	1323	642	825	548	690	534	615	1316	587	824	905	398	2356	2199	1740	1300	850	725	756	3519	1269	2134	2077	3384	2267	1910	1086	5364	1286	1828	1113	739	1412	5617	1030	1422	987	1093	569	825	1174	811	934	1830	1848	1316	992	951	2187	812	1639	1389	2954	2596	1412
g__SFGY01	0	965	0	405	1021	1068	493	0	0	0	5102	0	0	652	566	0	402	537	1470	1747	1140	1035	0	1453	0	2139	0	1503	823	1346	921	0	1050	0	2676	404	421	578	0	701	385	1747	0	1083	0	2257	0	1464	0	1240	705	929	2417	856	369	693	395	0	554	1195	801	0	917	1306	1034	708	680	1587	753	0	0	0	1657	1958	707	2713	520	1133	518	2965	0	663	504	5736	6147	440	2495	2159	3178	2164	1453	661	7056	1049	1028	1613	1029	0	2126	1683	378	0	2121	2003	1444	390	696	1832	0	869	0	0	3252	1121	2448	1805	1812	925	3455	4305	4299	767	4608	2413	3171	862	421	1464	2756	378	1085	738	817	3950	371	662	713	949	1557	1313	489	881	0	1040	303	0	1001	2336	1647	5180	2956	1003	4592	538	0	4825	2973	1051	6957	433	1240	1264	2549	938	2751	4139	294	3031	969	3542	1462	3052	1717	3112	0	899	1303	2321	0	1946	4745	0	1023	633	2204	15067	0	0	1687	2148	10252
g__Firm-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512	0	0	0	0	0	0	0	468	2239	0	0	0	0	0	0	0	0	545	0	5491	0	395	0	0	0	0	0	0	0	530	1335	0	0	433	0	9153	0	22018	727	0	3061	0	3223	1475	0	0	6545	582	0	16239	1434	0	426	824	4874	0	698	376	0	0	0	0	0	0	0	0	20539	811	0	615	1835	7374	1413	3535	13418	0	688	1575	1533	0	0	0	314	0	2246	1692	1953	9780	0	0	1534	2916	0	0	0	383	0	0	0	0	0	0	761	455	311	0	0	0	0	969	0	0	0	0	276	308	835	0	24191	726	0	0	279	318	442	7311	18230	783	0	0	407	262	0	3752	526	0	0	0	33035	22692	0	0	1412	271	1010
g__Marvinbryantia	0	691	0	382	785	657	1014	270	301	0	842	0	0	506	281	0	649	717	772	462	1081	739	758	426	330	324	274	738	776	0	666	502	361	0	1891	279	542	1595	0	365	431	5788	0	306	411	957	0	571	1139	0	362	374	707	1343	279	426	527	308	273	1476	786	0	3312	871	787	664	469	1857	1258	331	748	0	1404	417	798	810	830	641	1090	4782	511	964	317	5295	2215	1778	1593	1822	4720	4727	2883	522	8151	2007	1588	1368	757	915	1427	1389	412	813	1684	1827	1287	869	2147	1457	1069	1873	280	1109	3253	1294	1238	1843	5078	1018	1154	1827	2253	862	2498	5060	1828	1166	1420	1276	2190	1906	883	1304	1984	1666	1610	518	1299	937	1042	974	362	771	254	2640	419	302	1785	1205	2486	4098	8054	1428	1481	355	315	1424	1308	315	3384	4349	1673	3325	4484	855	1722	2500	6308	846	1235	6212	1039	3313	1220	2515	465	1590	775	1458	772	2048	3024	669	4382	801	1487	3426	411	420	1329	12366	2875
g__UMGS1781	0	0	0	760	0	0	0	0	0	0	10976	0	0	0	0	0	0	0	0	0	0	2567	0	549	0	0	0	0	2163	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	985	0	0	925	702	0	0	0	741	0	0	1190	0	287	0	0	0	0	0	0	0	0	0	13563	0	0	0	2188	4767	0	0	0	3648	5740	2229	0	0	0	1950	0	0	0	0	4514	0	0	0	0	0	0	0	2616	0	0	281	0	2248	0	696	0	5679	5173	10178	0	3934	472	8280	481	0	0	0	0	7068	2987	0	0	0	287	0	0	2236	0	10947	2969	931	7464	0	0	0	0	284	72748	1615	465	0	526	414	0	0	674	648	0	0	631	0	0	17458	0	0	3262	322	1686	0	423	846	7920	0	0	0	0	2185	0	0	0	1509	0	2409	0	0	16175	0	0	459	0	7849
g__UMGS1600	0	611	0	281	981	1142	0	0	0	0	2904	0	0	426	0	0	277	0	2377	487	881	612	0	1078	380	287	0	0	801	407	0	0	603	0	348	297	349	622	312	0	0	839	0	444	0	1197	315	0	0	325	1146	0	891	663	302	1645	343	0	616	1090	2598	345	1232	973	609	1058	552	873	733	446	785	0	1007	407	293	681	305	1063	1277	4579	0	1522	0	2303	1617	0	1757	1933	1512	4419	2590	1095	9417	1208	2288	1292	550	292	2589	610	554	0	714	3162	3951	454	1936	1962	1001	1902	0	0	1114	2871	1836	1393	1562	516	2104	2744	2030	480	2545	1683	1224	18158	822	1289	3755	839	1206	768	669	5624	450	756	1165	787	928	1543	525	616	0	1717	340	0	1211	4837	1451	6738	2513	5942	3462	367	1362	2647	2263	0	2557	947	1093	1442	666	0	1976	1769	801	3774	6228	9673	474	4129	1034	1915	677	3107	1218	1537	0	2104	6819	719	3471	849	1295	4397	0	348	1192	3377	7679
g__UMGS911	0	1879	0	0	336	1270	0	0	0	0	1115	0	0	270	0	0	548	357	1450	0	426	293	3014	2317	0	1103	0	642	357	2396	329	0	0	0	255	306	429	276	0	0	0	341	0	354	0	1515	0	0	0	0	398	553	554	471	0	0	482	0	882	1222	565	0	843	2666	932	360	0	2461	340	0	428	0	1633	2234	417	515	584	0	804	1713	0	400	448	3899	2423	0	1798	829	3449	2002	757	0	8044	1615	565	1435	434	0	1005	544	0	257	14516	1568	1455	0	2062	1967	0	479	0	0	2302	882	1218	16030	1692	2309	1385	2611	2041	1124	11669	744	5354	284	0	964	12855	503	1373	1250	1156	1852	0	489	1392	873	676	2537	429	773	0	2037	646	0	540	4844	351	1577	1692	506	1729	358	0	1445	1365	385	982	313	3481	1174	2636	0	977	2981	0	2512	1728	9257	827	1915	1713	3715	0	4467	888	1364	266	1501	1279	0	1795	692	1590	5355	0	0	1135	2470	23969
g__UMGS1540	0	315	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	1270	0	664	0	0	0	0	602	0	0	0	433	0	0	4315	0	0	0	0	0	320	0	0	0	9188	0	0	0	0	0	0	0	1376	310	276	547	0	0	2111	1572	2826	0	443	1412	292	0	1126	1072	0	0	0	4631	355	0	998	0	374	360	1781	1753	370	1993	662	3338	0	346	5427	1253	2515	1920	0	455	489	367	513	1613	0	364	594	0	0	274	588	438	0	495	2804	530	478	0	488	1446	3577	592	31931	761	11521	572	10780	7280	505	672	407	373	561	382	526	0	0	543	435	460	736	0	380	444	678	296	1195	0	0	0	0	0	382	512	742	954	5351	3358	680	936	903	311	1004	667	564	25687	332	433	506	1176	896	488	1111	0	0	1851	1165	378	608	811	20385	0	456	1541	688	372	1546	7443	0	403	0	813	8275	0	0	910	17992	5510
g__UBA1820	0	0	0	0	2440	1118	585	0	0	0	0	0	0	1130	6138	0	3138	0	6406	0	565	617	0	0	0	0	0	11651	391	0	1504	0	1655	0	309	0	2703	18338	0	491	688	1918	0	940	0	0	1208	0	0	0	0	0	3460	746	0	1057	398	0	0	593	2414	1244	0	0	0	0	1376	301	298	0	0	0	413	0	377	0	0	0	1434	6807	0	0	0	271	4905	0	0	577	904	733	1294	1029	0	0	574	256	0	0	0	8349	0	0	11858	803	1138	0	1909	4966	0	342	4633	0	277	0	0	700	1116	0	0	888	0	1427	3139	0	5190	29297	0	321	1516	657	510	392	0	893	609	5742	0	0	719	0	0	0	0	1939	0	0	0	0	0	0	0	0	0	0	0	0	0	658	0	0	0	0	0	10981	0	9254	0	1827	1445	3563	0	521	0	0	0	0	0	0	0	0	35872	0	0	0	945	0	0	0	355	0	13694
g__UMGS856	0	323	0	0	285	3085	841	0	0	0	646	0	0	500	874	0	596	0	423	347	1005	1513	1346	0	4338	0	0	1157	429	1015	559	253	0	0	5799	1076	0	1249	0	413	0	0	0	3194	388	276	0	4374	0	0	0	0	1424	526	670	3370	473	0	0	0	1098	1604	1608	6233	2619	0	573	378	2812	0	0	0	0	0	262	516	0	250	440	2044	0	0	0	362	4720	342	0	561	1477	327	3467	357	847	0	286	2220	0	0	0	310	0	0	1536	0	5763	0	538	2929	0	1674	0	0	1681	0	19842	1203	1423	1760	0	1001	7379	497	1779	1060	392	7471	0	0	13768	0	1758	1054	1068	4099	5294	0	565	2072	1459	349	0	0	0	0	807	0	1206	0	3261	1314	4625	338	295	0	0	1564	22808	285	445	0	291	1828	637	0	0	3021	0	1142	0	16456	2521	3396	863	2601	0	0	1084	0	0	1206	3965	0	325	0	1711	595	0	0	1625	4437	5112
g__Butyricicoccus_A	471	747	0	420	1008	621	434	0	0	0	1949	0	0	966	0	0	340	0	807	1214	727	1485	574	491	628	1087	623	0	1311	485	738	0	0	0	3121	432	1020	652	0	934	1004	1764	0	537	0	770	0	529	384	542	353	419	566	699	521	542	828	512	444	656	560	572	1620	650	1059	832	501	765	1123	354	1233	408	1517	561	966	1633	590	1033	1140	3750	1225	2301	369	1969	1377	1666	1484	1052	2490	1311	973	602	3148	1150	1165	2694	979	528	1444	1905	1700	1028	1234	1955	2230	551	963	1808	1496	2948	303	1013	2707	1341	1599	1886	1527	1005	2434	2367	3916	1505	2467	3287	5659	6005	1135	1469	1517	609	1617	1215	1429	4083	1458	650	749	1385	823	3066	478	1149	569	1225	381	0	1119	1099	4429	1630	1855	1144	2171	331	0	1775	1911	801	1442	989	1471	1758	3997	3223	5673	3081	1343	1260	1502	6084	1276	3574	1196	3105	645	2133	902	5666	683	1720	2159	895	1937	1034	1749	3168	314	1397	2549	2768	2308
g__Muribaculum	0	260	379	0	0	2450	579	261	0	0	0	0	0	260	0	0	0	1003	0	0	0	0	353	0	252	0	0	627	0	627	0	419	930	0	274	0	0	0	0	287	276	0	0	366	0	5510	0	424	450	0	0	0	0	934	1254	478	0	0	0	460	0	36325	797	0	0	320	0	0	15200	0	0	0	9761	0	624	4674	0	410	0	0	642	0	0	37820	4002	356	5140	0	63110	268	13191	345	0	0	756	0	0	463	0	0	0	614	567	310	706	0	2107	335	521	338	0	313	693	582	525	0	0	0	4751	0	339	0	443	409	0	0	0	0	1497	0	290	0	278	962	671	843	484	269	290	276	0	329	0	0	258	0	0	0	273	1782	0	518	0	282	0	3591	596	843	1636	819	805	599	607	426	357	301	344	0	0	849	0	304	372	393	0	322	354	299	265	0	598	0	461	0	321	0	374	350	699	0	448
g__Megasphaera	0	0	12403	1561	0	2100	13876	0	0	307	599	292	2604	0	0	0	0	4948	0	0	0	0	2204	5232	263	0	0	2022	339	0	0	0	4944	0	511	0	0	0	0	0	14763	0	991	937	955	0	2320	0	0	2756	3191	9719	277	0	0	0	0	0	1057	0	336	0	0	0	0	0	9021	292	9035	0	0	0	1222	1164	0	0	0	0	0	688	458	307	1811	415	400	0	5484	347	305	312	392	0	705	0	0	323	0	0	328	0	0	2459	419	302	440	0	0	7599	455	0	0	0	396	2514	340	304	422	0	390	971	318	275	467	3380	271	1411	0	1372	586	0	307	0	274	647	0	760	462	338	0	0	0	0	0	308	1830	8669	14455	49642	1112	439	1806	294	830	0	0	541	842	0	1447	0	356	386	494	394	334	496	0	329	0	512	0	581	327	371	0	0	0	1606	0	572	663	0	417	0	868	1319	2541	0	380	744	978
g__CAG-465	0	0	0	0	0	0	0	0	0	0	460	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	551	0	0	0	0	0	8746	0	0	0	0	0	0	0	18159	0	0	640	0	0	0	1441	0	0	0	0	486	0	0	0	2489	0	0	1724	3748	1823	20507	0	0	0	0	0	0	0	0	0	9793	1462	0	0	0	351	0	5300	7814	0	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	1931	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749	0	896	380	4212	0	0	0	0	0	0	0	0	0	283	0	0	0	406	0	0	0	0	0	3089	0	561	0	0	0	0	0	0	387	0	107715	2430	0	0	0	0	7656	380	22960
g__Alcanivorax	1831	707	0	994	0	0	0	2969	984	0	948	3214	2084	1195	0	661	3810	0	0	352	0	0	0	0	0	0	4263	0	0	0	0	0	0	2505	0	1897	924	0	5587	819	0	0	2554	0	3394	0	285	2321	0	787	1722	2136	0	475	879	0	891	1675	1011	0	0	0	0	963	0	0	1702	0	0	1189	0	1845	0	870	911	0	519	0	0	697	0	808	1778	723	0	0	1032	1197	0	2506	4038	6137	0	2095	2269	569	1876	2367	1897	1526	1847	0	0	1615	0	2043	0	1275	0	0	7938	0	482	1932	2556	1678	2906	2751	0	0	0	2193	0	396	0	0	1259	845	0	2218	1552	1548	1554	1403	4926	0	0	2512	959	1039	967	1457	1831	1173	1893	4204	1489	0	2474	819	692	2449	618	3214	7546	0	2740	475	329	8238	3085	5288	2566	0	2173	4953	2363	454	923	0	1630	391	2467	912	2314	473	983	0	1822	822	0	1438	555	1678	1644	0	4696	2418	5952	2244	445
g__Chitinophaga	259	0	0	0	0	0	72103	0	0	0	884	0	0	0	58911	0	0	0	0	0	0	0	364	0	0	0	0	0	590	2259	0	0	0	0	0	0	0	2086	1170	8024	0	0	0	0	8073	0	612	309	3677	0	285	554	4829	0	0	0	0	0	0	0	0	6043	388	0	0	709	0	0	2040	0	0	0	0	0	1863	0	0	0	444	410	0	0	0	304	0	0	0	375	254	369	0	621	0	0	0	0	0	372	0	0	0	0	0	334	0	0	0	5850	0	9559	0	0	351	321	0	0	0	0	518	827	326	0	0	394	0	0	0	0	0	0	0	0	0	436	0	0	289	0	0	0	0	0	0	0	0	345	0	337	288	0	0	314	0	359	0	435	0	511	0	688	477	0	625	397	326	572	0	0	0	464	0	0	443	0	0	0	0	0	0	0	463	0	348	0	0	348	634	430	0	0	25741
g__Phil12	0	396	3943	334	2240	861	4994	0	0	0	313	0	0	0	5177	310	560	2935	454	700	726	390	587	0	7884	0	540	767	407	3261	1398	4862	4253	0	522	332	0	499	489	0	2644	967	574	5765	959	454	1044	2829	2122	0	0	0	3085	0	436	2013	0	0	0	259	476	3747	848	1053	0	0	750	0	551	0	1030	0	337	0	0	377	0	4861	2140	2136	8556	0	287	0	380	3200	0	640	987	680	941	2573	535	1565	522	759	272	337	0	1579	659	1573	6303	4342	1786	254	5025	941	5753	9539	680	1854	0	0	251	530	835	334	2118	0	824	1752	768	1042	1505	634	1617	1092	569	373	575	659	839	5015	2949	3399	3335	989	632	0	0	0	0	1028	674	365	300	408	383	516	780	0	338	614	593	684	0	3914	1802	740	624	307	1253	6289	366	1399	975	4106	0	1162	0	517	1346	0	1705	1475	0	415	495	0	2813	615	408	1098	564	0	545	0	604	1152	1937
g__UBA1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	308	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	5768	0	0	0	0	598	0	3710	0	0	0	2117	0	0	0	0	0	0	0	0	0	2996	0	989	0	0	0	0	5737	0	1000	0	6342	602	0	0	2642	17523	48257	0	0	718	7803	2019	0	0	0	1127	0	0	0	0	377	0	0	0	292	0	0	0	0	0	2905	1736	0	923	499	2301	6985	717	0	458	428	457	0	0	0	367	0	0	0	0	430	1581	0	0	1171	336	0	0	0	0	0	0	0	0	0	0	3076	0	0	2190	2657	0	7614	1833	0	0	372	0	30446	5657	0	10578	0	0	0	2412	0	0	2323	1362	280	0	0	3682	1148	0	0	0	0	532	0	293	1226	0	0	0	276	20282
g__UBA2903	0	0	0	0	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24039	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	24471	0	0	0	1092	0	0	0	0	0	0	0	0	336	0	0	0	12528	0	0	0	0	0	602	0	0	0	0	0	0	0	0	0	1035	0	82228	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	4685	0	0	7329	0	0	6009	0	0	0	0	0
g__Olsenella_E	0	0	0	0	678	0	0	0	0	0	675	0	0	0	564	0	1074	0	0	1129	364	875	1839	3417	0	664	0	1038	1760	0	0	0	0	0	0	739	0	1063	0	0	4378	812	0	0	0	2949	567	0	0	2336	1270	3594	0	386	0	0	795	451	522	2564	0	0	0	1683	0	668	2466	1543	0	401	0	600	590	402	1790	339	0	0	0	411	0	1193	265	887	5290	0	479	969	821	0	663	593	287	0	0	1025	0	0	6870	504	0	0	0	7461	0	0	0	2243	0	321	0	0	1100	1829	987	635	829	0	1384	766	720	522	2011	6096	628	599	0	1704	0	363	609	293	270	617	0	0	0	2126	0	373	0	363	0	0	655	0	9333	3469	1012	1398	612	4196	4079	1030	0	5841	1184	0	1589	337	0	1246	684	0	2225	4072	1294	49783	587	9603	778	1052	1267	1155	291	1816	988	1885	0	874	4541	0	0	0	535	2996	943	617	1562	796	642
g__CAG-617	0	0	695	0	0	0	289	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	283	0	0	0	0	0	0	2821	0	383	0	0	1092	0	0	0	0	0	390	0	0	428	290	0	0	619	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935	0	0	0	0	764	355	432	0	181767	0	833	419	0	605	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	316	255	0	0	0	353	0	301	22089	0	0	0	0	0	0	372	0	263	0	0	0	0	0	0	0	0	0	0	0	0	288	660	0
g__CAG-611	0	0	0	533	702	0	0	0	0	0	7061	0	0	996	0	0	0	0	0	0	0	1269	0	0	0	0	0	0	1486	0	0	0	0	0	0	0	0	0	0	0	0	6250	0	0	0	0	0	0	0	0	0	0	0	0	707	0	312	0	0	477	0	0	1192	0	0	407	0	1064	1102	0	0	0	1307	0	1370	0	0	0	0	6991	0	0	0	485	0	411	0	0	0	373	0	0	0	0	0	0	0	0	0	0	2062	0	0	5996	0	0	1095	2835	0	0	0	0	1824	3100	0	0	2636	0	1171	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	141972	426	411	0	0	0	443	0	0	0	0	0	0	0	1002	983	0	590	1457	0	4286	0	589	509	0	0	0	0	0	0	0	0	0	3564	0	598	0	0	492	0	0	0	0	1175
g__Muricomes	0	818	281	318	626	650	598	0	0	0	1820	0	0	446	0	0	338	386	989	354	646	433	442	764	0	462	334	372	751	0	341	0	425	0	545	711	340	489	0	472	794	1126	0	746	346	697	0	661	434	0	550	728	1151	602	298	785	328	372	0	621	659	0	723	646	790	437	405	916	714	0	528	0	567	694	537	451	480	725	648	2859	361	972	0	2704	2018	1305	1156	2005	2546	2620	1502	381	2857	961	1316	2303	876	631	1216	1934	591	799	1410	1221	1200	736	1764	2022	770	1425	0	1036	1449	933	1199	1889	2517	1170	1719	2434	2045	1418	2210	1744	1695	1830	1109	1891	3693	614	1082	1087	1407	2826	712	706	953	2081	1449	1106	600	985	0	1588	518	0	1518	1072	1627	4748	3214	1295	2224	632	377	2098	1367	609	3844	1174	1371	1879	2551	0	1829	2849	962	1132	1221	3836	1486	3901	1030	1994	596	1649	1353	1185	732	2274	3086	639	2077	856	1497	4059	325	336	1502	4314	6467
g__Marseille-P3106	0	1187	572	354	849	1188	0	0	0	0	2871	0	0	1054	0	0	0	458	2246	2303	486	2058	0	1106	325	776	428	410	590	570	908	415	0	0	851	861	437	953	450	563	571	1159	0	2409	335	1311	0	1211	0	507	987	855	1612	948	0	378	0	0	0	398	682	0	476	623	854	735	565	495	439	0	391	0	1054	354	339	835	515	2758	1204	1809	2385	633	0	2717	2100	563	865	1495	1570	918	1151	392	2532	1659	4811	2145	625	626	1006	750	1312	2698	5606	891	813	332	1086	1128	648	1923	0	2843	1296	880	1498	1340	1133	1106	1542	3012	1710	724	2212	1625	1673	1313	527	1949	1892	439	917	620	644	1419	477	636	845	860	2152	1221	367	681	0	1229	0	0	520	443	946	1664	2149	701	1571	413	0	2814	1722	492	10704	600	800	1424	2187	0	1486	1606	0	541	778	2691	654	2691	1133	1696	0	1311	889	1955	414	1779	6837	0	1446	518	1509	5021	0	319	894	2251	3261
g__UMGS1889	0	305	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	323	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	264	0	574	0	368	0	362	0	0	0	336	0	0	0	0	0	326	0	0	0	316	0	0	311	0	0	279	1785	0	916	0	998	1143	389	607	846	756	20127	950	0	745	1187	1294	1760	383	0	0	1219	1039	276	1008	481	0	0	806	0	0	0	0	0	322	558	357	592	688	267	675	1067	1152	490	378	8611	526	0	563	0	410	266	13741	15451	11806	568	0	0	383	3817	20296	728	603	12100	0	1053	0	0	0	269	0	895	1329	2550	3102	284	0	1024	359	0	588	0	437	1876	7899	0	407	938	0	0	303	780	282	534	596	427	0	0	622	9056	357	507	541	0	4358	387	457	2240	0	0	20074	1565	1221
g__UBA3388	383	344	0	686	0	0	0	894	443	0	374	0	744	550	0	0	0	0	0	296	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	2338	469	517	0	0	565	0	479	416	573	0	0	0	0	285	0	0	0	0	0	0	4291	436	0	0	0	273	0	0	0	517	712	339	294	338	0	0	394	592	454	1901	802	380	319	334	346	421	339	516	1385	254	1463	425	0	452	0	482	0	0	338	252	0	0	321	767	0	0	0	1814	15761	3166	738	0	807	476	1006	0	475	747	0	765	411	382	438	2707	0	422	0	0	311	317	769	398	466	504	2063	882	531	495	1024	300	0	867	488	0	0	1622	0	0	1374	1402	1130	647	1803	0	1197	648	737	0	0	366	262	0	0	640	442	0	623	109047	0	820	704	0	1660	0	1954	607	1206	2520	1577	0	1146
g__GCA-900066135	0	377	0	0	1197	442	1239	0	0	0	1174	406	0	347	0	0	1279	288	822	563	1138	486	362	655	0	332	486	377	2191	0	376	0	568	0	656	425	448	705	0	397	591	1411	0	617	0	502	372	485	0	0	343	560	574	757	297	0	337	0	0	652	681	0	1209	1705	784	416	1209	1305	808	421	484	0	1010	512	866	701	367	386	530	2916	547	1086	317	1255	2127	1366	1170	1396	2320	2402	1870	278	5073	1406	1195	1656	668	552	1123	978	403	395	1664	3051	1229	649	2596	1994	804	845	457	486	3181	852	834	1211	2354	650	1829	1465	1484	593	2361	1486	1555	588	622	1550	1539	518	1148	1181	1537	1885	859	348	799	1180	881	1446	361	611	0	1704	332	0	1175	1998	1715	1706	1584	1397	1581	583	305	1663	999	0	2164	5482	1816	1500	2624	0	1652	3823	1694	1390	990	3387	1214	1762	1466	1904	392	1954	688	770	854	1709	5715	429	4706	839	1117	4626	0	0	1523	3558	2893
g__Raoultella	0	1941	0	0	0	0	0	0	0	0	0	858	3570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35062	0	8678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2607	0	1701	0	0	0	939	498	0	0	0	0	4487	0	0	0	0	0	2723	5032	806	0	0	1615	0	79781	273	0	0	0	0	0	1061	9565	0	0	0	0	543	0	1336	0	0	1593	0	0	2954	0	0	0	740	0	0	507	0	0	0	2166	0	0	0	0	6195	0	1065	334	0	0	992	0	0	590	0	0	0	0	0	0	998	748	485	0	0	0	4979	377	0	0	0	0	0	2580	2841	0	0	0	0	0	366	0	0	0	0	0	1868	0	0	0	0	6389	0	723
g__AM51-8	0	0	0	0	289	0	333	0	636	0	4500	0	0	635	0	0	404	514	326	566	302	360	0	1120	0	0	0	0	303	0	371	1942	0	0	0	0	363	0	706	552	0	602	422	0	1488	0	0	0	913	0	0	640	0	537	0	1123	711	0	0	463	2345	0	2587	0	0	0	0	366	358	542	0	0	383	0	0	0	581	0	0	2953	0	594	1220	1261	1969	1639	369	621	864	1658	1231	0	605	1246	960	1275	0	1330	6029	736	1370	0	2846	785	517	1213	8992	2672	430	0	291	443	764	2311	2637	1541	571	288	502	420	394	3822	4407	1311	470	2432	2808	824	2174	0	494	1134	1742	2806	3555	0	1008	987	1393	893	303	4046	4323	964	505	0	1140	4035	2538	1491	3793	453	930	407	0	371	3385	0	6258	2780	987	1590	961	320	6239	2931	2725	0	314	831	448	335	3135	601	516	751	758	0	9804	1580	678	1477	712	392	443	443	0	1119	449	633	856
