A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
g__UMGS403	0	0	0	0	0	0	0	0	0	0	1106	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819	0	0	0	0	0	0	0	0	0	0	385	0	567	0	0	0	308	503	0	0	338	290	250	0	0	447	273	269	276	0	0	265	0	0	0	553	350	331	0	253	309	0	418	0	0	0	0	0	0	276	0	336	364	303	937	518	0	254	0	0	300	526	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	417	0	486	0	0	507	0	0	825	0	0	0	539	329	0	420	0	0	0	730	0	358	0	0	0	0	274	0	0	349	477	0	0	0	405	984	0	0	0	478	934
g__W1P20-047	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	0	0	0	0	0	0	1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	0	0	0	1207	0	0	1619	0	0	0	478	2961	424	0	0	532	624	0	0	594	0	0	0	0	0	795	0	0	0	0	868	0	0	0	645	0	0	0	0	0	479	739	449	0	0	489	0	437	0	0	0	0	0	0	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	453	0	0	0	0	0	0	839	0	0	0	0	0	265	0	0	0	0	0	0	0	0	472	0	825	0	0	0	596	0	0	0	0	612	0	0	1462	0	0	0	0	382
g__UBA11490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	4213	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	4089	1761	0	799	0	0	0	0	0	0	0	0	864	0	0	0	0	0	0	0	0	0	0	0	0	2581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551
g__UMGS1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	590	0	0	0	845	0	0	0	0	591	0	1160	0	0	346	0	0	0	0	410	457	0	0	689	0	0	0	1056	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	818	0	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	759	0	280	0	0	0	0	1692	263	0	0	0	0	0	0	0	980	0	0	0	514	0	0	0	0	1344	0	0	332	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2824	0	0	0	0	0	731	0	0	0	0	0	323	0	0	0	0	0	393	0	0	0	0	2436	0	0	0	0	0	0	0	0	1282	351
g__Brevibacillus_B	0	0	0	0	592	0	0	0	0	19001	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Gemmiger_A	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0	323	0	0	0	321	391	0	0	0	749	0	0	550	353	0	0	525	0	0	0	0	493	0	417	363	0	0	0	0	0	0	460	0	0	0	533	374	371	0	465	314	303	0	0	336	309	0	336	0	0	355	0	0	0	0	0	0	0	0	0	461	0	0	0	294	0	346	855	0	858	0	0	358	540	0	708	269	0	282	563	0	289	539	0	0	348	474	0	431	0	372	0	0	0	594	0	767	907	0	426	0	297	578	0	0	343	364	837
g__CAG-1031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	0	0	0	0	0	20514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Kosakonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	0	644	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3785	0	955	0	0	0	426	401	0	0	0	0	1897	0	0	0	0	0	1061	376	0	0	0	0	0	823	0	0	0	0	0	0	0	2108	0	0	0	0	0	0	0	0	0	492	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	0	447	0	0	0	597	0	0	0	0	0	0	0	0	0	452	323	0	0	0	0	849	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	716	0	0	0	0	0	0	398
g__Anaerofilum	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	0	279	0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	4056	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	408	277	0	0	265	287	379	0	0	470	0	0	310	0	0	275	0	0	0	0	0	0	0	0	449	0	0	0	0	270	0	0	0	277	0	0	333	0	310	457	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	1040	0	0	0	258	0	255	0	525	0	0	756	0	0	572	0	0	318	439	0	277	394	0	0	0	620	0	342	0	267	0	0	0	430	0	0	668	0	0	0	281	917	0	0	0	415	869
g__Haemophilus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	551	0	0	0	0	0	0	285	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	3541	0	0	0	0	592	0	0	0	0	0	0	0	0	0	7628	0	0	0	0	0	0	577	0	428	0	0	0	0	1958	0	0
g__Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5330	11914	929	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321
g__UBA4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	341	0	0	268	395	0	673	0	419	413	0	357	692	0	264	0	0	0	403	657	0	935	358	0	0	0	0	0	0	0	0	0	253	0	350	601	0	0	300	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	467	0	0	0	261	0	0	0	0	0	557	306	292	0	0	0	0	0	0	0	0	0	357	1490	0	0	270	0	0	0	252	0	257	493	0	0	0	391	0	0	0	0	355	2989	0	258	0	0	0	0	3115	345
g__UBA1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	564	438	0	354	0	481	280	272	0	0	298	0	263	0	262	0	0	0	0	0	0	0	0	0	454	0	0	401	377	0	517	0	0	0	0	0	0	308	0	0	0	0	0	0	441	320	356	0	0	0	0	312	0	0	0	318	253	0	0	861	0	514	0	0	0	321	321	0	850	0	417	0	0	2290	373	640	529	0	611	750	0	592	459	350	533	0	350	0	0	0	0	0	0	332	0	0	0	333	0	0	553	535	599	591	0
g__NK4A136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	418	428	0	0	0	550	0	0	0	789	608	420	0	271	0	503	0	0	373	0	0	252	0	0	0	281	0	0	315	0	481	0	0	0	0	0	0	0	0	0	0	266	0	0	406	659	316	0	0	487	333	0	0	0	258	0	0	0	0	833	0	0	0	0	0	294	0	0	0	348	0	0	0	1255	0	347	503	0	0	0	0	0	310	1052	313	960	0	468	546	0	0	661	0	0	0	390	0	276	0	0	0	0	0	327	0	0	849	0	613	0	0	941	0	0	0	915	342
g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	889	0	364	0	476	0	333	0	0	0	338	0	0	0	333	274	451	308	0	0	0	306	340	433	345	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	863	0	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	1168	0	0	0	0	0	0	0	536	310	327	0	0	0	315	0	0	0	1515	0	0	1462	573	0	498	0	0	0	0	0	0	0	288	0	0	0	0	0	287	0	0	0	1513	1407	323	0	0	1079	444	306
g__Lactococcus	0	0	0	435	0	0	0	0	0	4890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	756	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	286	282	0	0	0	0	0	0	0	0	0	0	0	0	1591	0	0	0	0	260	404	0	0	0	302	1702	0	0	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0	0	2265	0	0	0	0	0	0	0	289	0	0	472	0	0	0	0	309	410	255	367	1924	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	264	0	0	332	380	0	0
g__UBA4951	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4633	0	0	0	0	0	0	0	0	393	0	0	0	0	3538	0	0	0	0	0	0	0	1223	0	0	0	0	900	0	0	318	0	261	0	0	0	0	2525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	584	0	594	0	272	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	512	0	513	0	0
g__Ligilactobacillus	0	0	0	0	0	0	0	0	0	346	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	318	476	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9447	0	0	0	0	0	0	0
g__UBA7057	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	338	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	893	0	0	251	0	0	0	1831	0	0	0	330	0	0	0	419	0	2504	0	0	0	540	0	426	0	0	917	0	0	0	0	0	0	1994	0	0	591	0	0	2296	0	0	0	0	0	0	0	0	0	0	0	0	1892	0	0	0	0	253	0	0	0	0	0	0	511
g__UBA7160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	0	0	0	329	559	273	0	0	0	443	263	0	782	565	0	301	0	0	0	0	0	0	385	0	0	0	291	329	0	0	0	0	0	0	0	261	261	0	570	346	512	0	410	441	806	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	324	0	0	0	304	255	560	343	0	0	0	0	315	0	0	502	362	0	263	715	0	307	433	447	0	0	465	0	384	0	275	0	275	0	531	0	266	746	0	604	0	0	579	0	0	0	269	644
g__Veillonella_A	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	309	0	0	0	0	0	688	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	707	0	0	0	0	0	301	1430	786	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	304	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2061	490	0	0	0	0	0	0	0	0	0	348	0	0	0	0	5946	0	0	0	2678	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	335
g__CAG-884	0	0	0	0	0	0	0	0	0	0	3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	0	0	0	0	1496	0	0	418	0	0	336	0	4477	0	0	577	0	0	0	0	789	0	0	0	0	453	0	0	0	783	0	0	0	0	0	0	0	0	0	1091	0	773	0	0	0	0	0	0	0	0	0	0	0	326	584	0	0	0	0	0	0	612	0	0	0	0	0	0	0	1943	0	0	0	0	0	0	0	365	0	0	0	0	0
g__Clostridium_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	505	451	0	289	0	367	1640	0	0	586	0	0	307	0	0	0	0	0	0	0	0	807	0	0	0	0	0	0	0	0	0	0	299	0	0	361	445	396	0	434	373	0	0	0	0	289	0	271	0	0	0	0	332	0	0	0	0	0	0	0	1231	0	0	0	301	0	393	690	0	481	0	0	352	0	0	452	0	0	0	489	0	0	454	0	0	0	626	0	416	0	0	0	0	278	0	0	396	522	0	0	0	458	613	0	0	0	473	1788
g__UBA1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	255	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	977	1069	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	273	0	463	433	0	0	0	378	0	336	0	0	0	0	0	0	0	0	0	897	0	0	0	0	1514	0	340	252	0	399	0	0	252	0	0	261	0	0	0	0	0	0	257	0	0	0	0	0	0	377	0	0	1016	0	270	0	0	2407	0	0	0	0	0	0	377	0	277	627	291	0	410	395	0	0	0	0	0	0	0	0	0	0	337	333	0	0	0	0	260	0	0	468	652	641	596	0	280
g__CAG-451	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	1594	0	0	0	0	0	0	0	345	0	0	0	0	541	373	0	0	0	0	0	0	0	0	0	0	0	0	425	545	0	0	0	2480	0	0	542	0	0	0	0	0	0	759	463	818	0	1014	0	1031	0	0	0	0	394	0	0	505	1228	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2843	0	1528	0	0	0	0	405	0
g__Aggregatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2941	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	441	0	0	0	0	0	1368	310	300	0	0	0	0	0	0	0	0	0	0	806	0	0	0	0	0	0	552	0	0	0	0	315	0	0	0	0	0	0	577	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	2737	0	0	2101	310	510	0	0	0	269	0	0	0	0	0	297	0	360	0	0	0	0	256	0	639	288	0	0	0	675	0	454
g__Alloprevotella	0	0	0	285	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	291	0	327	0	0	0	431	0	0	1233	0	0	0	349	0	473	1236	0	614	0	0	0	0	0	0	332	0	0	0	0	0	0	0	420	0	351	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	261	0	0	324	0	458	290	0	531	0	0	281	0	358	0	436	0	0	304	319	0	341	279	494	364	0	0	1322	0	0	0	418	0	365	257	0	0	0	0	0	305	997	0	0	0	0	283	423	326	290	439
g__Clostridium_P	733	0	0	325	0	0	0	0	0	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1258	0	0	0	0	0	0	0	0	0	0	0	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	1191	0	0	345	0	0	0	0	282	0	0	4493	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	320	0	0	0	0	0	0	675	377	694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1507	0	0	775
g__CAG-793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	913	0	0	0	0	0	0	0	0	2242	0	0	0	399	0	0	0	0	986	0	0	0	0	0	0	0	0	0	966	0	0	0	0	0	566	0	0	0	0	357	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	1783	0	584	0	0	0	0	0	0	835	0	1700	2590	0	0	0	1604	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0
g__UMGS1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	502	0	0	0	0	0	283	0	0	601	0	0	0	0	0	0	0	725	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	254	0	0	0	0	0	381	0	0	1014	0	380	0	0	0	0	0	457	0	0	0	0	0	950	622	473	0	0	0	0	0	0	0	0	0	0	0	0	0	274	3120	1598	0	0	0	891	0	0	0	268	0	0	0	0	0	392	0	0	259	0	573	0	0	0	274	266	266	0	0	0	0	0	1282	0	0	0	389	0	0	0	0	0	0	0
g__UBA2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	349	0	0	0	298	0	0	0	0	375	0	0	262	0	0	0	0	1362	0	0	900	0	0	0	0	0	0	0	0	0	0	354	453	0	786	0	0	0	0	0	0	0	0	0	365	441	0	0	364	0	0	0	0	414	0	0	0	0	812	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	377	0	0	318	0	0	0	0	0	0	294	0	0	0	3920	0	940	0	0	0	0	0	574	0	309	408	0	268	0	0	816	0	0	0	694	907
g__Spirillospora	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	307	0	507	516	0	431	0	346	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	521	560	517	0	347	524	0	0	0	0	399	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	526	0	470	0	0	380	0	0	613	0	0	0	0	0	454	586	0	438	678	0	0	0	592	390	514	0	0	0	0	384	784	0	605	622	0	431	0	466	972	0	0	419	361	853
g__CAG-877	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548	0	0	0	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	0	0	0	2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	317	0	314	0	0	0	0	0	0	0	0	0	0	2041	0	0	0	1167	0	0	0	0	0	0	0	0	0	959	0	1311	0	1183	0	356	0	0	0	0	0	0	0	0	660	0	0	2381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0
