A1	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A3	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A4	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A5	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A6	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A7	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A8	A9	B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B3	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B4	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B5	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B6	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B7	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B8	B9	C1	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C2	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C3	C30	C31	C32	C33	C4	C5	C6	C7	C8	C9
c__Synergistia	0	0	0	0	277	602	0	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	571	681	0	0	0	16300	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	632	0	2044	357	0	0	0	0	0	2943	0	0	0	0	1190	0	0	1691	0	0	0	0	738	0	0	326	0	0	1510	499	0	311	0	1183	4868	435	368	252	538	438	519	0	942	0	431	290	0	0	311	510	0	0	501	278	372	0	0	12452	0	353	0	0	631	269	294	377	358	0	805	20373	700	0	526	647	27137	0	1575	0	529	0	293	0	0	1051	0	6457	0	304	0	535	0	0	0	293	0	0	0	616	361	1778	573	288	846	0	0	704	361	0	1689	0	3545	274	967	0	375	664	0	3672	252	735	265	2973	464	311	0	0	354	3279	0	480	7680	0	1183	338	536	24744	0	0	396	576	4595
c__Saccharimonadia	1222	0	0	599	0	0	0	0	0	0	805	678	442	619	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	641	0	0	405	0	0	0	0	0	0	406	372	0	0	0	0	559	530	0	0	679	727	0	795	353	681	0	0	0	0	799	0	0	0	0	0	0	0	0	0	463	1122	0	0	0	0	382	0	0	820	0	359	1053	0	3751	385	585	649	6450	0	3274	279	292	307	525	2769	347	2442	0	401	523	0	939	0	418	0	0	9014	0	1622	950	1179	0	0	9473	290	257	1729	0	826	603	257	510	300	297	0	396	0	302	400	1323	0	0	0	278	0	0	314	777	276	800	795	1059	313	739	1739	0	575	0	778	356	5510	1136	1173	798	1247	252	0	828	946	805	1998	1381	449	0	0	610	2924	281	0	314	470	0	749	512	0	818	283	0	450	711	3853	468	5249	407	491	1008	999
c__Peptococcia	0	0	0	254	545	381	0	0	296	0	715	0	0	0	0	0	282	0	1154	0	0	438	0	711	0	0	0	322	1625	0	0	0	0	0	350	0	318	1566	0	0	0	311	0	0	0	1500	0	0	0	0	306	308	0	430	271	0	0	0	283	0	319	0	360	328	389	429	629	337	363	0	476	0	553	610	375	758	626	577	0	2793	0	425	0	1231	1205	0	569	550	693	2045	1035	0	1447	1279	925	1542	413	341	447	720	284	0	562	1759	631	429	613	921	0	439	294	0	789	819	1010	1387	1951	1218	1408	1342	760	935	508	428	932	1569	600	608	670	369	1474	1258	1309	571	710	507	388	1254	662	2002	0	331	0	799	402	0	545	3455	2077	632	935	560	1906	932	1005	453	1170	0	1034	945	617	747	2284	0	924	2552	0	755	823	713	533	808	856	744	0	446	493	811	417	1783	821	0	732	1211	1329	1495	0	0	816	1753	923
c__Cyanobacteriia	0	292	0	474	365	308	0	0	0	975	1056	0	0	285	0	0	0	311	421	273	0	285	0	383	0	362	0	0	304	259	0	0	0	0	292	447	0	313	0	0	0	392	262	0	0	370	0	681	0	277	287	269	0	416	371	0	276	290	488	363	365	0	274	318	296	288	0	376	386	388	0	0	360	559	321	359	452	0	0	2606	330	504	408	1246	860	295	672	1135	886	1150	693	447	1060	722	749	663	843	610	773	815	542	398	533	1287	350	550	598	592	339	389	416	318	674	820	442	807	1041	684	1322	1110	1059	531	725	710	780	1040	519	508	999	518	627	756	799	2301	412	374	647	1194	508	844	638	801	364	880	304	584	596	2979	621	837	940	1046	1053	694	327	1433	467	511	1320	959	731	1084	1935	268	1066	1839	393	908	573	1188	595	1052	497	844	376	332	796	701	413	847	1350	440	1846	600	1041	1443	667	714	1017	1268	1916
c__Campylobacteria	0	0	0	258	0	0	0	0	0	959	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	518	0	0	0	0	0	0	264	0	335	967	0	461	0	0	275	0	0	0	0	431	0	0	0	0	0	0	274	0	0	0	0	0	1634	260	0	0	0	0	0	0	1552	271	0	406	591	387	495	266	502	384	2794	343	318	465	454	503	370	370	328	399	344	487	260	588	1213	0	357	330	340	0	0	479	515	482	801	0	328	795	399	1228	454	596	268	625	285	664	430	286	348	629	392	0	369	373	1135	0	337	311	765	319	379	305	546	390	507	0	326	17008	2585	345	874	933	515	4303	384	0	573	0	283	539	1737	295	555	1772	935	520	711	0	269	281	5173	0	401	0	314	310	0	608	440	0	491	638	0	1015	476	591	578	303	312	730	628	1551
c__Acidobacteriae	0	265	0	0	374	335	0	0	0	0	704	0	0	0	0	0	0	0	403	0	0	0	0	391	0	382	0	0	269	0	0	0	0	0	290	0	0	0	0	0	0	292	0	263	0	351	0	0	0	299	0	0	0	405	0	0	0	0	0	0	0	0	0	299	306	0	0	279	0	0	0	0	512	389	0	524	0	0	0	1270	0	462	0	932	1110	0	706	675	821	706	434	0	1191	549	577	539	345	426	490	596	0	414	458	589	386	0	453	479	0	300	0	0	456	519	429	622	481	652	941	1386	1129	275	767	1034	665	472	0	441	642	270	425	330	391	1053	0	271	291	604	0	423	0	396	0	460	0	0	470	455	337	954	650	559	856	562	0	1432	392	0	924	367	612	826	1491	0	622	1243	0	493	455	1054	558	974	536	540	0	0	697	1111	0	820	1260	0	793	489	793	2121	282	0	639	691	1617
c__Halobacteria	0	0	0	0	286	254	0	0	0	0	525	0	0	0	0	0	0	0	274	0	0	0	0	310	0	420	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0	266	0	0	0	0	0	0	0	0	0	353	272	0	0	0	0	0	0	0	302	259	0	370	0	0	0	713	0	383	0	758	887	0	628	433	619	491	367	0	1069	369	347	412	287	0	383	485	0	0	389	444	251	0	364	508	0	0	0	0	411	454	435	472	339	458	574	937	976	0	700	843	529	352	0	0	413	0	432	281	298	761	0	0	0	396	0	260	0	257	0	288	0	0	308	392	314	588	498	512	733	258	0	1333	486	0	487	0	259	686	866	0	421	1339	0	329	332	804	549	666	315	516	0	0	429	1116	0	742	757	0	630	373	575	1396	0	0	528	626	1647
c__Planctomycetes	0	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	291	0	366	0	0	0	0	0	0	0	0	257	319	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	366	291	696	0	0	452	706	0	318	0	705	723	0	428	442	512	458	286	0	777	273	288	358	0	0	290	311	0	256	0	474	271	0	297	376	0	0	0	0	367	501	254	359	393	343	916	661	913	0	445	669	891	311	0	270	488	0	273	0	264	539	0	0	0	426	0	299	0	305	0	264	0	0	291	641	260	511	583	698	502	0	578	1114	259	0	567	313	322	543	1023	0	449	794	0	273	260	637	300	754	270	405	0	0	405	6061	0	542	775	255	499	315	547	1213	0	0	394	461	919
c__Anaerolineae	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	267	0	350	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	279	0	0	0	769	0	312	0	670	731	0	370	417	509	444	0	0	887	0	337	427	0	0	326	376	0	0	272	373	297	0	275	318	0	0	0	0	402	328	327	392	326	366	866	945	702	0	480	614	452	448	0	298	467	0	354	292	270	602	0	0	0	366	0	259	0	336	0	312	0	0	320	355	270	615	393	420	529	0	0	846	329	0	624	300	284	529	857	0	421	803	0	317	351	776	344	614	310	432	0	0	451	535	0	485	855	0	533	0	565	1206	0	0	410	474	1173
c__Myxococcia	0	0	0	0	0	363	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	761	0	0	998	0	0	0	0	0	0	0	0	0	0	467	0	341	0	570	472	0	406	266	446	322	0	0	507	0	0	0	0	306	0	0	0	0	0	0	251	539	0	299	0	0	0	0	254	256	0	268	0	315	393	567	497	0	500	537	395	0	0	0	0	0	455	0	263	397	0	0	0	0	0	254	0	0	0	289	0	0	268	0	0	454	262	0	423	0	0	461	256	3564	473	0	0	463	630	484	480	464	0	275	309	457	293	351	0	267	0	0	272	571	0	471	744	0	275	0	370	850	0	535	306	278	682
c__Brachyspirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Acidimicrobiia	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	277	0	493	495	0	350	322	503	343	0	0	515	0	0	295	0	0	279	276	0	0	0	285	0	0	0	0	0	0	0	0	296	262	269	259	0	419	461	622	572	0	384	461	346	305	0	0	350	0	0	0	0	446	0	0	0	290	0	0	0	0	0	0	0	0	0	457	0	352	320	317	387	0	0	799	279	0	518	0	0	514	695	403	346	574	0	269	0	502	281	461	0	286	0	0	315	619	0	491	554	0	458	0	445	810	0	0	314	376	843
c__Phycisphaerae	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	592	274	271	0	478	541	0	350	386	379	396	0	0	582	278	266	325	0	0	0	309	0	0	0	327	0	0	0	0	0	0	0	0	274	290	270	517	0	0	675	618	487	0	313	486	329	0	0	0	305	0	268	0	0	473	0	0	0	277	0	0	0	0	0	0	0	0	0	297	0	383	336	266	431	0	0	775	274	0	534	0	0	361	739	0	330	534	0	294	263	490	0	442	0	284	0	0	360	712	0	431	535	0	369	265	422	875	0	0	290	352	950
c__Deinococci	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	310	311	0	565	612	253	314	0	390	409	0	0	722	0	308	307	371	0	286	0	0	0	261	255	0	0	0	0	0	0	0	0	0	271	0	266	330	0	433	691	678	0	523	478	474	354	0	0	324	0	0	0	0	439	0	0	0	252	0	0	0	0	0	0	0	0	0	327	303	517	382	502	333	0	0	667	347	0	324	0	0	439	520	0	365	508	0	257	0	551	256	376	0	0	0	0	260	543	0	376	577	0	316	0	303	916	0	0	261	314	823
c__Polyangia	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	480	0	0	0	524	548	0	324	281	542	323	0	0	618	270	0	0	0	0	273	274	0	0	0	263	0	0	0	259	0	0	0	0	263	0	0	372	0	0	500	582	599	0	489	409	302	0	0	0	291	0	274	0	0	406	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	412	373	321	336	0	0	507	260	0	406	0	0	391	514	0	361	581	0	301	258	594	366	495	0	290	0	0	0	717	0	416	492	0	294	275	347	873	0	0	316	337	809
c__Desulfuromonadia	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	525	0	0	0	431	509	0	270	257	275	348	0	0	548	0	0	262	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	628	629	0	334	442	715	276	0	0	301	0	0	0	0	451	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	370	346	0	398	0	0	451	0	0	515	0	0	289	810	0	278	524	0	0	0	444	0	527	0	418	0	0	0	654	0	273	633	0	313	0	337	922	0	0	255	293	877
c__Methanomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	795	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	960	1000	0	0	0	0	0	0	0	328	450	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	714	0	0	376	379	0	0	0	0	303	0	0	0	0	0	0	0	0	412	0	0	3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	355	0	0	0	0	0	0	0	448	0	316	288	0	0	0	0	388	0	0	376	0	5898
c__Dehalococcoidia	0	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	531	0	0	0	418	328	0	0	0	357	281	0	0	410	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	301	273	265	628	724	454	0	347	385	442	0	0	0	263	0	0	0	0	463	0	485	0	0	0	0	0	0	0	0	0	0	0	519	0	384	0	0	295	0	0	576	0	0	295	0	0	384	622	0	0	599	0	0	0	435	0	487	0	0	0	0	377	316	0	396	457	0	387	0	373	664	0	0	272	289	606
c__Thermoleophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	460	514	0	429	253	409	324	0	0	579	0	0	0	0	0	0	313	0	0	0	0	0	0	0	279	0	0	0	0	0	283	0	269	0	0	378	543	485	0	294	543	259	0	0	0	294	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	283	339	385	0	0	532	0	0	317	0	0	384	506	0	0	622	0	0	0	517	319	547	0	0	0	0	265	601	0	401	430	0	0	0	322	883	0	0	316	297	726
c__Paceibacteria	0	0	0	0	0	0	0	0	0	272	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	338	271	0	0	372	0	475	0	411	365	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	291	337	0	0	340	277	0	0	0	0	0	0	0	0	484	0	0	0	402	0	0	0	298	0	0	0	812	0	659	0	323	0	0	0	0	0	317	0	0	562	267	0	317	740	0	0	453	0	0	0	0	0	0	0	319	0	0	283	283	0	387	413	0	455	0	390	510	682	0	674	327	734
c__Desulfotomaculia	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	530	428	0	0	333	296	266	293	0	530	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	333	0	0	451	657	411	0	361	308	280	0	0	0	313	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	362	0	0	382	0	0	446	0	0	316	290	0	370	607	0	0	480	0	0	0	465	0	367	0	0	0	0	0	347	0	297	427	0	370	0	363	877	0	0	0	284	793
c__Rhodothermia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	0	0	0	317	275	0	276	0	297	299	0	0	258	0	0	0	0	0	0	0	0	0	0	330	0	0	0	267	0	0	375	0	0	253	0	0	0	0	440	350	360	0	0	342	272	341	0	0	0	0	272	0	0	506	0	0	0	268	0	267	250	0	0	0	0	0	0	455	0	270	0	334	0	0	0	412	0	0	272	0	0	508	665	272	273	356	0	342	0	336	0	290	0	0	0	0	0	346	0	253	397	0	313	0	256	458	308	0	282	0	484
c__Desulfobacteria	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	281	0	368	378	0	0	299	273	293	0	0	378	0	0	0	0	319	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	272	264	0	549	497	487	0	0	344	352	0	0	0	270	0	0	0	0	429	0	0	0	0	0	0	0	0	0	312	0	0	0	382	0	291	0	0	284	0	0	382	0	0	352	254	0	0	544	0	0	324	0	0	0	335	0	314	0	0	0	0	291	378	0	297	495	0	325	0	314	555	0	0	264	333	716
c__Gemmatimonadetes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	291	318	0	0	0	268	0	0	0	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	416	284	0	0	332	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	263	0	0	364	0	0	0	653	0	297	493	0	0	363	0	0	0	328	0	314	0	0	0	0	0	392	0	354	325	0	0	0	252	702	0	0	0	0	525
c__Fibrobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	327	0	0	0	0	0	0	329	0	0	283	0	0	0	0	275	0	0	0	251	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	341	0	0	0	0	339	0	0	321	0	0	399	369	0	0	382	0	271	298	0	0	0	252	0	0	0	0	0	0	0	292	0	0	360	0	330	0	0	330	0	0	386	0	606
c__Dormibacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	266	335	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	392	294	0	293	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	281	0	0	507	0	0	0	0	0	392	372	0	0	340	0	0	0	331	0	289	0	0	0	0	0	334	0	258	328	0	0	0	263	521	0	0	0	0	568
c__UBA2214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	715	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	334	1497	0	316	0	0	0	0	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0
c__Desulfitobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	277	0	0	0	262	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	378	308	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	257	0	0	0	520	0	0	315	0	0	0	297	270	0	0	0	0	0	0	0	0	0	285	0	353	0	0	451	0	0	0	266	507
c__Desulfobulbia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	406	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	394	0	272	0	0	0	307	0	0	252	0	0	0	0	0	423	0	0	0	0	282	0	0	0	285	0	250	0	0	468	0	0	0	0	362
c__ABY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	705	266	0	0	0	0	0	0	352	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	357
c__Leptospirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	254	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	251	0	0	272	0	0	0	0	359
c__Methanosarcinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0
c__Microgenomatia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	729	0	0	0	0	0	0	0	355	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	277
