species	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	site	rank
Ruminococcus callidus	1458.70102724804	-0.0937911642786699	0.312392924061316	-0.300234598976579	0.763998215538311	0.840121226144483	Bushbuckridge	species
Clostridium sp. AF20-7	1353.16270286853	-0.0932854636397242	0.204540033069429	-0.456074354931093	0.648336510731794	0.741130436938228	Bushbuckridge	species
Bacteroides nordii	510.929650788319	-0.0929584711617021	0.323499057969206	-0.287353143298955	0.773841935098157	0.849406970351864	Bushbuckridge	species
Lentisphaeria bacterium	8753.8099584734	-0.0801690275395103	0.353864697540874	-0.226552770300717	0.820771521163537	0.883908764608839	Bushbuckridge	species
Haemophilus influenzae	595.306636453793	-0.0768568911453905	0.356252605094914	-0.215737064224173	0.829192708384496	0.887689548482168	Bushbuckridge	species
Bacteroidales bacterium UBA4676	1102.3573980348	-0.0762880291241254	0.663059857621841	-0.115054513174336	0.908401913622993	0.94168989934653	Bushbuckridge	species
Bacteroides sp. AM56-10ce	2604.27514267043	-0.0757725385550342	0.437153098085867	-0.173331811868232	0.862390619865306	0.910384532623028	Bushbuckridge	species
Parabacteroides goldsteinii	1709.03244964486	-0.0724341640141582	0.379012677315459	-0.191112773660259	0.848437240154859	0.899448076723078	Bushbuckridge	species
Clostridium sp. OF03-18AA	830.634255765855	-0.0700920955188165	0.178683664820302	-0.392269184703071	0.694859329820535	0.782703495781366	Bushbuckridge	species
Catenibacterium sp. AM22-15	1053.44362304886	-0.0640858631241446	0.644974718027839	-0.09936182199529	0.920850994348053	0.942591152730638	Bushbuckridge	species
Clostridium sp. CAG:138	19182.6521542632	-0.063221091222985	0.415330477722698	-0.152218762200244	0.8790143963044	0.924717051224906	Bushbuckridge	species
Faecalibacterium sp. AF10-46	6830.96145144822	-0.063031335214791	0.233948514819774	-0.269423959640642	0.787603450479214	0.859847651872091	Bushbuckridge	species
Bacteroidales bacterium UBA6851	934.070559395733	-0.0609836261640671	0.538531107798353	-0.113240675015754	0.909839749047375	0.94168989934653	Bushbuckridge	species
Oscillibacter sp. CAG:241_62_21	3678.54973893351	-0.0603653546652937	0.265520686548515	-0.227347087151584	0.820153861298651	0.883908764608839	Bushbuckridge	species
Bacteroidales bacterium UBA6457	471.881459393727	-0.0592657465781913	0.671203234385504	-0.0882977666704033	0.929640013963126	0.948389056261542	Bushbuckridge	species
Clostridium sp. BIOML-A1	1691.28432569229	-0.0552018957546099	0.288249020626364	-0.19150766110031	0.848127878930857	0.899448076723078	Bushbuckridge	species
Sutterella wadsworthensis	9100.81820096266	-0.0545835638870213	0.390784236141212	-0.139676984993062	0.888915211436135	0.927347645026942	Bushbuckridge	species
Bacteroidales bacterium 55_9	535.361106253305	-0.0516339075453178	0.271316396236856	-0.190308835962283	0.8490671300862	0.899448076723078	Bushbuckridge	species
Blautia sp. AF19-1	1255.70029634461	-0.0485802519720143	0.159299797772964	-0.304961165369785	0.760395729834817	0.838574329886445	Bushbuckridge	species
Ruminococcus sp. AM45-2	765.703564958905	-0.0435836267072809	0.209520176113175	-0.208016371099931	0.835216184655652	0.891547828092362	Bushbuckridge	species
Clostridiales bacterium AF36-10	828.773425788082	-0.0423908560425165	0.188777443996215	-0.224554666834913	0.822325734792791	0.883908764608839	Bushbuckridge	species
Ruminococcus sp. Marseille-P328	825.066509565643	-0.0300443641146895	0.208045986072711	-0.144412130615148	0.885175038371447	0.926381462571497	Bushbuckridge	species
[Eubacterium] eligens	3893.88915624911	-0.0279786872652192	0.281355058142747	-0.0994426311362922	0.920786835735655	0.942591152730638	Bushbuckridge	species
Oscillibacter sp. 57_20	13710.8656540632	-0.0265198532884837	0.190276850840134	-0.139375090408475	0.889153755198814	0.927347645026942	Bushbuckridge	species
Faecalibacterium sp. OF03-6AC	6634.74780534798	-0.0149524265556441	0.237706050885532	-0.0629030119340312	0.949843736420096	0.964139043489964	Bushbuckridge	species
Prevotella sp.	203157.636135151	-0.00763596319694002	0.357375079575258	-0.0213668037682297	0.982953054272455	0.987835271429438	Bushbuckridge	species
Flavonifractor plautii	7195.3886502469	-0.00596441100344145	0.17558354305544	-0.0339690776233977	0.972901808945574	0.982614638984964	Bushbuckridge	species
Lachnoclostridium sp. UBA739	1005.66869229613	-0.00402579543149785	0.329821783962734	-0.0122059719134644	0.990261285282874	0.992988175807331	Bushbuckridge	species
Oscillospiraceae bacterium UBA6359	5895.9409836444	0.00290569530375449	0.268089656688225	0.0108385207383576	0.991352280954271	0.992988175807331	Soweto	species
Sutterella sp. KLE1602	3314.84698931386	0.00357929637129469	0.492496584491524	0.00726765724678095	0.994201299536405	0.994201299536405	Soweto	species
Clostridium sp. AF12-41	519.840141875534	0.00684065240814663	0.262676647526504	0.0260421033714328	0.979223756193081	0.985719436167828	Soweto	species
Clostridiaceae bacterium TF01-6	1092.96587726943	0.0083278922277846	0.191290125876605	0.0435354004270804	0.96527474580618	0.97816656211077	Soweto	species
[Ruminococcus] gnavus	1047.9472500887	0.0140956820843492	0.175869399687215	0.0801485767815121	0.936119088299148	0.952470747735894	Soweto	species
Bacteroidales bacterium UBA5889	1223.37156951573	0.0165563811314103	0.571816367909268	0.0289540175143034	0.97690126391086	0.985015061783874	Soweto	species
Faecalibacterium sp. AM43-5AT	7394.83522252058	0.0181836619685046	0.229248724468851	0.0793184869867197	0.936779302138927	0.952470747735894	Soweto	species
Coprococcus catus	1671.60098854839	0.0193317403548276	0.191032906725339	0.101195865603522	0.919394978642399	0.942591152730638	Soweto	species
uncultured Clostridium sp.	18410.4569740479	0.0206469927453439	0.185297098941874	0.111426422017652	0.911278208779394	0.94168989934653	Soweto	species
Bacteroidales bacterium UBA1111	1315.40055376898	0.022093453865036	0.551063648663749	0.0400923811951841	0.968019475845218	0.979313036396746	Soweto	species
Porphyromonadaceae bacterium	489.406740489236	0.0262264265789585	0.224072053901942	0.117044611865948	0.906824701254011	0.94168989934653	Soweto	species
Oscillospiraceae bacterium UBA6409	5723.54465579294	0.0303679228319407	0.280429299460775	0.108290834411147	0.913764992940867	0.94168989934653	Soweto	species
Ruminococcaceae bacterium UBA737	358.695591751426	0.0320151917711344	0.293332074222157	0.10914316770858	0.913088936497416	0.94168989934653	Soweto	species
Lachnospiraceae bacterium UBA5902	791.723442795244	0.0348288058751734	0.220271895161903	0.158117338798823	0.874364338093829	0.921422141012073	Soweto	species
Firmicutes bacterium CAG:83	2334.17733419207	0.0384529789849059	0.215019464223922	0.178834874897003	0.858067360483553	0.907398759256998	Soweto	species
Bacteroides sp. HMSC067B03	1554.21653765481	0.0393680485611215	0.381110120760183	0.103298355033437	0.917726181129727	0.942591152730638	Soweto	species
Bacteroides faecis	10019.0309332571	0.0428557326381784	0.293202631575471	0.146164215538929	0.883791753988197	0.926381462571497	Soweto	species
Christensenellaceae bacterium Phil1	21929.6572803762	0.0431062525931998	0.322053996409083	0.133847904617972	0.893522845572368	0.930305947276891	Soweto	species
Clostridium sp. AM43-3BH	1061.39662416217	0.0449448163741123	0.181686261070824	0.247375977188457	0.804617263968234	0.870593011102884	Soweto	species
Parabacteroides sp. OF01-14	552.778510907639	0.0499910604799817	0.550258759480956	0.0908500948301793	0.927611704681091	0.947912970945156	Soweto	species
Desulfotomaculum sp. OF05-3	758.875974385621	0.0538931821850018	0.199940659296982	0.269545886136903	0.787509636304735	0.859847651872091	Soweto	species
Coprococcus sp. CAG:131-related_45_246	1860.50673180242	0.0647447477140334	0.183626187424364	0.352589947121252	0.724395875208052	0.804211273050569	Soweto	species
Erysipelotrichaceae bacterium	6351.46080873899	0.0680083925973016	0.303593884787715	0.224011075337884	0.822748685344307	0.883908764608839	Soweto	species
uncultured Flavonifractor sp.	835.402459958064	0.0733098703695893	0.122823355303673	0.596872396038485	0.550592578240392	0.659190719905164	Soweto	species
Subdoligranulum sp. AM16-9	2302.53870646279	0.0744747246431246	0.190757174697628	0.390416374960342	0.696228681234565	0.782703495781366	Soweto	species
Ruminococcus lactaris	1467.64555309684	0.0760139411496306	0.281195713941467	0.270323967901777	0.78691102779795	0.859847651872091	Soweto	species
Muribaculaceae bacterium	839.250838115242	0.0937614838199963	0.195944832819232	0.478509601253408	0.632287542275359	0.72827047089401	Soweto	species
Clostridium sp. TF11-13AC	726.851367174064	0.0943341656131989	0.219390224591261	0.429983449759212	0.667207680329081	0.761268913458181	Soweto	species
Clostridiales bacterium UBA7739	5387.24567509961	0.0981456107304179	0.278695337999471	0.352160934714324	0.724717572254796	0.804211273050569	Soweto	species
Clostridioides difficile	4056.71541560211	0.112798094868298	0.145737092098124	0.773983433073799	0.438940588346539	0.549354509538865	Soweto	species
Clostridium sp. AF32-7AC	698.697199778714	0.123956240457224	0.335687518267309	0.369260796758363	0.711933343526564	0.794381506471735	Soweto	species
Clostridium sp. AM28-20LB	839.087896012678	0.127980362922139	0.20752693208178	0.616692790850423	0.537437377208868	0.647270809455918	Soweto	species
Acholeplasmatales bacterium	1873.39472671782	0.136465382216775	0.449058436992727	0.303892257610528	0.761209976552604	0.838574329886445	Soweto	species
Bacteroides acidifaciens	420.249277503447	0.137505442959514	0.276167529945397	0.497905901489222	0.618550367542865	0.71516204399718	Soweto	species
Blautia obeum	3084.49783155735	0.138473685650091	0.223820399554755	0.618682148390209	0.536125772465322	0.646974838740458	Soweto	species
Clostridiales bacterium CCNA10	2452.25393466002	0.140266590928366	0.180768038509114	0.775947961183936	0.437779712527988	0.549033647736547	Soweto	species
Dorea longicatena	3883.78510374835	0.142253124911974	0.195261089553291	0.728527763710699	0.466290579559912	0.576452916075084	Soweto	species
Ruminococcus sp. AM50-15BH	487.49109721537	0.149532606787898	0.176901914040395	0.845285409143469	0.397951505574689	0.507471772865202	Soweto	species
Veillonella atypica	619.016718294278	0.153226998645096	0.400293280366926	0.382786836952751	0.701877822118101	0.78605136167101	Soweto	species
Bacteroidales bacterium UBA1628	1868.30678470365	0.154925606782344	0.619420489312	0.250113790963587	0.802499351210814	0.870164049822944	Soweto	species
Bacteriophage sp.	1281.90324690445	0.163884664735809	0.251030216883071	0.652848357343954	0.513854044868284	0.625002819779902	Soweto	species
Clostridium sp. AM25-23AC	937.00880433212	0.165822332016931	0.199537680988161	0.831032671101203	0.405955173062726	0.515512113073378	Soweto	species
uncultured Bacteroides sp.	5803.27022529787	0.16782183470297	0.28002743219826	0.59930498017834	0.548969527463417	0.65854644895315	Soweto	species
Veillonella parvula	736.020644984988	0.169201854722573	0.347940363276773	0.486295562633471	0.626757624908374	0.723273532926583	Soweto	species
Alistipes senegalensis	4829.3838976114	0.171400746020448	0.300658784633747	0.570083944925286	0.568620763924567	0.676770203337671	Soweto	species
Clostridium sp. OM05-5BH	549.237509294381	0.17321965411871	0.242100453941782	0.715486696940948	0.474308358115776	0.582803994688818	Soweto	species
Mediterranea massiliensis	370.420786778689	0.176504541311283	0.246138965286468	0.71709304987879	0.473316683905747	0.582803994688818	Soweto	species
Bacteroides sp. AM16-15	2351.33107443205	0.17998210008957	0.420314426066552	0.428208238708113	0.668499518620831	0.761311834526912	Soweto	species
Oscillospiraceae bacterium	13490.8430935031	0.18005509195125	0.176698381664212	1.01899683661743	0.308204468338157	0.414811778894149	Soweto	species
Lachnospiraceae bacterium OF11-28	1529.41941853818	0.183565018858138	0.178184715924319	1.03019508663192	0.302918435742236	0.409513341860885	Soweto	species
Pseudoflavonifractor sp. Marseille-P3106	563.923733023082	0.185161053114535	0.16565031808255	1.11778265962799	0.263659829208407	0.37305714762122	Soweto	species
Coprococcus sp.	575.756101570426	0.192243563119668	0.346354928079817	0.555047864297647	0.578861921912575	0.682801122066597	Soweto	species
Bacteroides coprophilus	1230.09015385438	0.201827390173616	0.310627053751192	0.649741829426349	0.515858999521797	0.625002819779902	Soweto	species
Clostridium sp. OM05-6BH	530.519943814689	0.206190372762671	0.269945355155769	0.763822636043102	0.444972945492808	0.554617203109106	Soweto	species
Ruminococcaceae bacterium UBA2089	492.906160925512	0.209133752168149	0.538040222417515	0.388695386431282	0.697501495622978	0.782703495781366	Soweto	species
Ruminococcaceae bacterium UBA6413	813.182291015168	0.214122129715384	0.349678195071542	0.612340525469642	0.540312482456068	0.649444904655115	Soweto	species
Bacteroides sp. 3_1_19	6457.45901120106	0.214246859279054	0.251900942778956	0.850520275611104	0.395035892695776	0.504814288139655	Soweto	species
Eubacterium sp. CAG:251	4817.98126540747	0.217701443393511	0.421581977837282	0.516391721748451	0.605580846388845	0.706899180303902	Soweto	species
Blautia sp. AM23-13AC	442.857768673157	0.218608120357507	0.211473947804532	1.03373546778239	0.30125984729843	0.40909334968713	Soweto	species
Faecalibacterium sp. CAG:82-related_59_9	6785.63044977907	0.219958370982143	0.228332400370726	0.963325268884367	0.335384316209634	0.439693909156043	Soweto	species
[Clostridium] clostridioforme	4868.20608171705	0.220745717439912	0.200124704854058	1.10304081448061	0.270009441171632	0.380114304155511	Soweto	species
Erysipelotrichaceae bacterium 2_2_44A	440.323269621223	0.221969435183944	0.400385361563123	0.554389486961672	0.57931231938105	0.682801122066597	Soweto	species
Pseudomonas aeruginosa	962.750487457341	0.223769063864449	0.187609738999175	1.19273692857402	0.232972418137037	0.335104876325075	Soweto	species
Intestinimonas timonensis	1379.12652497607	0.225954140954672	0.171444774746911	1.31794125127598	0.187523315161231	0.276729081552013	Soweto	species
Subdoligranulum sp. TF05-17AC	511.610165084451	0.235072204276826	0.299177207208621	0.785728988080655	0.432026276720791	0.544066286243817	Soweto	species
Collinsella aerofaciens	1765.70365079013	0.236696152904943	0.222353367208393	1.06450446816534	0.28710023135646	0.396970023766221	Soweto	species
Ruminococcaceae bacterium	187939.979549908	0.238286733980711	0.181388076350587	1.31368466315366	0.188952344256656	0.277709619767047	Soweto	species
Clostridium sp. AF29-8BH	355.000543090503	0.245058656507226	0.220572309953546	1.11101278559778	0.266562845935036	0.376287552285039	Soweto	species
Odoribacter splanchnicus	16823.1393006253	0.25068433664781	0.260115880109096	0.963740993216828	0.335175796622947	0.439693909156043	Soweto	species
Coriobacteriaceae bacterium	788.954815284594	0.259674039314823	0.225809114972762	1.14997146747662	0.250155623229907	0.355607642390055	Soweto	species
Clostridium sp. OM04-7	642.717000535778	0.264010675361248	0.256029939064374	1.03117110571537	0.30246058787268	0.409513341860885	Soweto	species
[Ruminococcus] torques	4166.30044672558	0.266151807762153	0.210064756712842	1.26699886228884	0.205155696698177	0.299349778595657	Soweto	species
Ruminococcaceae bacterium UBA6434	954.084175989736	0.275055531708019	0.292469886037184	0.940457615773302	0.346982880544468	0.451003444305122	Soweto	species
Olsenella sp. GAM18	633.009736881215	0.277172616989075	0.3521713529275	0.787039078235686	0.431258990477174	0.544066286243817	Soweto	species
Bacteroides sp. AF33-23	4292.71681127264	0.281733827088016	0.262496915760285	1.07328433277783	0.283143562501501	0.395322623466783	Soweto	species
Subdoligranulum sp. AF14-43	742.522316620561	0.285856022189786	0.247174889993274	1.15649296818769	0.247479574163621	0.352629346284783	Soweto	species
Eubacterium sp. TM06-47	396.532007859109	0.296839978129077	0.282986073705323	1.04895613498698	0.29419830762487	0.404023467711077	Soweto	species
Lachnotalea sp. AF33-28	739.341214070143	0.314009741592108	0.188372960694305	1.66695761660661	0.095522832843939	0.154619625430056	Soweto	species
Tyzzerella sp.	2090.37926756717	0.31650294259032	0.318620089575132	0.993355262100277	0.320536855494381	0.425745889026454	Soweto	species
Candidatus Gastranaerophilales bacterium MH_37	781.239107182858	0.328711046610655	0.505100623135201	0.650783292584988	0.51518638673585	0.625002819779902	Soweto	species
Bacteroides stercorirosoris	537.512988422839	0.331853114914753	0.283363434867411	1.17112186711751	0.241549795388747	0.345803598587192	Soweto	species
Ruminococcus sp.	6216.60816956721	0.338290598812996	0.223649429528249	1.51259316657575	0.130383031021011	0.200360759062667	Soweto	species
Coprococcus comes	2803.86604505638	0.342503064734963	0.218976730788054	1.56410712454407	0.117792413109606	0.184278337003945	Soweto	species
Clostridium sp. TF06-15AC	1007.05520059056	0.34474739629929	0.199835166728603	1.72515879933932	0.0844988583882395	0.140851810720302	Soweto	species
Intestinimonas massiliensis	642.0815017643	0.346274298659861	0.231964951761833	1.49278714749715	0.135492912659619	0.206125809484684	Soweto	species
Bacteroides sp. AF25-38AC	879.144308164938	0.348421276412241	0.486612062079711	0.716014467300992	0.473982415787453	0.582803994688818	Soweto	species
Gemmiger formicilis	8282.05992880726	0.349088946523848	0.226943689963757	1.53821834209004	0.123995237684218	0.192107088404244	Soweto	species
Bacteroides vulgatus	166170.538993218	0.359524805101867	0.345647259068168	1.04014944620453	0.298270474246265	0.407770670872709	Soweto	species
Subdoligranulum sp.	2602.64379697941	0.366700854047577	0.238435929807189	1.53794293646981	0.124062567799775	0.192107088404244	Soweto	species
Bacteroides sp. UBA7116	480.89604744662	0.377535170229852	0.484803250922059	0.778738941027744	0.436133512150115	0.548101535973333	Soweto	species
Clostridium sp. AM48-13	425.527650413673	0.380450678938154	0.288870643872282	1.31702783584462	0.187829294232998	0.276729081552013	Soweto	species
Bacteroides sp. HMSC068A09	1135.53074794107	0.387641346099382	0.459703623559732	0.843241876358658	0.399093182439282	0.507860716437409	Soweto	species
Clostridium sp. AF36-4	1984.86796045989	0.398562626329402	0.338243379335249	1.17833090218262	0.238664712760295	0.342481041715128	Soweto	species
Bacteroides sp. AM26-11	1535.09223450386	0.400257326126369	0.527838284394759	0.758295368031747	0.448274179606432	0.557586940617017	Soweto	species
Candidatus Gastranaerophilales bacterium HUM_7	1697.71192167587	0.403356603654961	0.40040020807865	1.00738360149835	0.313750468591169	0.419485758667048	Soweto	species
Subdoligranulum sp. 60_17	1650.01262218991	0.40701764050514	0.242398617552292	1.6791252549835	0.093127635183978	0.152631108123644	Soweto	species
Bacteroidales bacterium UBA6885	353.927974120235	0.411711146727827	0.613688436017955	0.670879753575448	0.502297135239578	0.613469539417351	Soweto	species
Clostridium sp. M62/1	768.854128623459	0.412034419080288	0.154262580703236	2.67099394553072	0.00756270108885928	0.0163948555747771	Soweto	species
Parasutterella excrementihominis	2806.76104352249	0.420003675478479	0.52109607669987	0.806000456074022	0.420242586128646	0.532541231273671	Soweto	species
Fusicatenibacter saccharivorans	1309.79459098939	0.426051801343151	0.214787853418749	1.98359355318163	0.0473011684751444	0.0829821077006147	Soweto	species
Rikenellaceae bacterium	5707.69388664199	0.438795024415316	0.199098554209104	2.203908642925	0.0275307696036112	0.0519875273497114	Soweto	species
[Clostridium] innocuum	1068.02844194222	0.447444654368329	0.222006881657963	2.01545398515029	0.0438571028098542	0.0780682152656349	Soweto	species
Bacteroides sp. CAG:709	7963.34897364506	0.448582690024651	0.432966213071465	1.03606858106179	0.3001701487352	0.4088233128987	Soweto	species
Veillonella dispar	2936.93808357685	0.478353973888547	0.377374051646142	1.26758575954526	0.204945920019867	0.299349778595657	Soweto	species
Sutterellaceae bacterium	1140.2232109344	0.496546402055684	0.538329635599946	0.922383553159402	0.35632854552717	0.46099463140471	Soweto	species
Bacteroides sp. NMBE5	15855.5658132649	0.527115247944071	0.478390385715164	1.10185167529248	0.270526160453345	0.380114304155511	Soweto	species
Alistipes putredinis	27853.5803253861	0.529260396520054	0.495730578267019	1.06763717979684	0.285684205624005	0.395913956195824	Soweto	species
Prevotella sp. UBA2447	474.441357022646	0.530240666671871	0.443324413657699	1.19605564308327	0.231674845766698	0.334825312810442	Soweto	species
Dysosmobacter welbionis	4193.69267563184	0.54328224691354	0.171590176496024	3.16616171162997	0.00154464895777982	0.00404138757488081	Soweto	species
Ruthenibacterium lactatiformans	1110.87119919052	0.543820124116209	0.21550434115661	2.52347642371162	0.0116200852121194	0.0236305854241703	Soweto	species
Odoribacter sp. 43_10	1264.59054532504	0.544441867058367	0.285293592138996	1.90835645124869	0.0563451613811482	0.0977186084524485	Soweto	species
Firmicutes bacterium	1953.05273317695	0.556577606843358	0.267555074153436	2.08023566215072	0.0375039227271721	0.0677526223077187	Soweto	species
Roseburia intestinalis	9945.31351333854	0.562315691781266	0.287777545840909	1.95399432620128	0.0507018881893834	0.0886917755935323	Soweto	species
Veillonella sp. DORA_A_3_16_22	445.599753829381	0.570181480695644	0.374299355414703	1.52333011651573	0.127676136086366	0.196699021838639	Soweto	species
Clostridiales bacterium DTU053	365.733946658827	0.578945715244055	0.267691707913266	2.1627330923214	0.0305617143059168	0.0563858984306733	Soweto	species
Butyricimonas sp.	347.887093954347	0.604843090827869	0.323386619991804	1.87034049474032	0.0614365495551349	0.105643018640133	Soweto	species
Alistipes shahii	8033.25578130277	0.610476550564202	0.365851487862686	1.66864580524361	0.0951875954209559	0.154488958343637	Soweto	species
Parabacteroides distasonis	34225.5202110025	0.619821155100427	0.252307236926061	2.45661267053575	0.0140253813696925	0.0278215898411874	Soweto	species
Bacteroides caccae	22321.2095536775	0.621930245746551	0.36917239007084	1.68466077765786	0.0920540379449559	0.151427645074765	Soweto	species
Clostridium sp. CAG:245	503.611354386937	0.624538884505954	0.379328930498985	1.64643093181533	0.099675069128794	0.160060230056026	Soweto	species
Bacteroides sp. AF36-11BH	3019.63517159296	0.629294573344477	0.388833223457989	1.61841770553454	0.105572608845979	0.16688170200393	Soweto	species
uncultured Blautia sp.	3126.53317150164	0.630248738929441	0.164309679289964	3.83573713765953	0.000125188247928646	0.000455025547860406	Soweto	species
Clostridium sp.	889.319262166965	0.634371286176503	0.300803354950119	2.10892357328161	0.034951179068932	0.063519058966592	Soweto	species
Anaerostipes hadrus	1122.65464265588	0.636016657394442	0.24382022967894	2.60854752795509	0.00909273837659914	0.0191642090090128	Soweto	species
[Clostridium] bolteae	1306.67219238774	0.649404984707315	0.192874460472336	3.36698276753162	0.000759954369882208	0.00213561251165972	Soweto	species
Bacteroides sp. AF14-46	2678.94496877921	0.652868318007684	0.494681461000405	1.31977518762756	0.186910088149188	0.276718106113554	Soweto	species
Candidatus Gastranaerophilales bacterium HUM_14	2126.85927739225	0.67094513203866	0.494656149513361	1.35638692190268	0.174976092159267	0.259683344598228	Soweto	species
Blautia sp. AF19-13LB	1162.06371551748	0.675014362208501	0.20935838822219	3.22420500052817	0.00126322933756789	0.00336307108729698	Soweto	species
Bacteroides sp.	2641.01356745214	0.682359529969	0.281178606094024	2.42678324445788	0.0152333540616522	0.0301193678026805	Soweto	species
Streptococcus pneumoniae	446.978822388475	0.687919760615128	0.179418592712137	3.83416094294553	0.000125993630240822	0.000455226985453445	Soweto	species
Clostridium sp. CAG:43	1106.14950367751	0.692498421146204	0.263932342983922	2.62377249152973	0.0086961851814601	0.0184565888291828	Soweto	species
Anaerotruncus colihominis	767.68722758374	0.704971774219782	0.155487402708499	4.53394784361684	5.78913298327472e-06	3.54949870792703e-05	Soweto	species
Butyricimonas virosa	3095.69751697974	0.712947571584893	0.267068335100561	2.66953239258575	0.00759569461310817	0.016407781601981	Soweto	species
Eisenbergiella massiliensis	887.998225923042	0.724624962445309	0.206251149935917	3.51331356295687	0.000442554870287163	0.00134990354906687	Soweto	species
Bacteroides sp. UBA7052	456.640060325781	0.729463124174597	0.373778826965029	1.95159027625405	0.0509868686193539	0.0889339921032983	Soweto	species
Blautia sp. AF32-4BH	504.155514460015	0.749800627964828	0.229020403176387	3.27394685174554	0.00106056557002491	0.00287316079332241	Soweto	species
Parabacteroides sp. AM25-14	677.398479665477	0.751810332636924	0.503043628437353	1.49452311914244	0.135038943831565	0.205951354034572	Soweto	species
Enterococcus faecium	1705.16395513152	0.769079028737418	0.138590563932476	5.54928854400309	2.86834442195916e-08	3.61726851312641e-07	Soweto	species
Alistipes sp. 56_sp_Nov_56_25	5210.51522622608	0.795978597590782	0.385586658902851	2.06433127083717	0.0389863180477265	0.0702216470473886	Soweto	species
Bacteroidales bacterium 43_8	2509.30313219017	0.806398343613786	0.270305362651139	2.98328651605236	0.00285170900088871	0.00703653399812783	Soweto	species
Bacteroides sp. AF20-13LB	2048.67942542925	0.81400368064518	0.325938215596837	2.49741712291892	0.0125101704112271	0.0251022104549096	Soweto	species
Faecalibacterium sp. BIOML-A1	9973.58927715703	0.832566500418556	0.23952364126744	3.47592620090873	0.000509092357207001	0.00152603057605361	Soweto	species
uncultured Faecalibacterium sp.	8722.68898593177	0.845493105154251	0.216449848266414	3.90618479026877	9.37648174132289e-05	0.000353510833352981	Soweto	species
Bacteroides oleiciplenus	748.032990713045	0.860287833745299	0.296299039905729	2.90344455391759	0.00369082318011442	0.00875128777472443	Soweto	species
uncultured Oscillibacter sp.	3813.56463413204	0.86241565935343	0.19551407009662	4.41101583598172	1.02886792366855e-05	5.47827043567377e-05	Soweto	species
Bacteroidales bacterium UBA1627	818.27762531423	0.863229323085806	0.628817141167297	1.37278274807102	0.169819895542372	0.253269475661474	Soweto	species
Ruminococcaceae bacterium UBA6439	662.725273245893	0.87176712271914	0.287563170636658	3.031567362361	0.00243287628991829	0.00607718480650372	Soweto	species
Parabacteroides merdae	18369.0731497488	0.881221029205102	0.331363265009873	2.65938057188942	0.00782844789415546	0.016850595289902	Soweto	species
Roseburia intestinalis CAG:13	821.883440574121	0.899871110316226	0.449176325943507	2.00338053976024	0.0451364586165497	0.0796448557565282	Soweto	species
Bacteroides xylanisolvens	26452.8366998752	0.904769414431563	0.276389954625049	3.27352495737037	0.00106215010396491	0.00287316079332241	Soweto	species
Faecalibacterium sp. AF27-11BH	10344.7480144694	0.904910378873675	0.23999116979079	3.77059864186887	0.000162856413810469	0.00055535866956716	Soweto	species
Alistipes putredinis CAG:67	3391.58277011575	0.908401810055561	0.391417881312048	2.32079793342747	0.0202977521056116	0.0393633722942692	Soweto	species
Oscillibacter sp. CAG:241	4344.06403743728	0.919620583861004	0.254540691723142	3.61286275147416	0.000302835015472413	0.000952439660060905	Soweto	species
Parabacteroides merdae CAG:48	572.780744906983	0.947226902182825	0.558840933949298	1.69498482419465	0.0900782996910984	0.148580238892654	Soweto	species
Alistipes sp. 5CBH24	8856.27266707602	0.954953959374525	0.379310494739658	2.51760489788178	0.0118155780104275	0.0239068528410983	Soweto	species
Bacteroides sp. 3_1_23	629.999171656628	0.964923976377343	0.404789118041167	2.38376955647116	0.0171363293410503	0.0336626275405097	Soweto	species
Bacteroides sp. AF37-16AC	1302.25651181565	0.96910843332316	0.516742515136686	1.87541842394527	0.0607351824571072	0.104733681112114	Soweto	species
Bilophila wadsworthia	4638.44785320496	0.970586289021256	0.330891913715519	2.93324269584813	0.00335441566140938	0.00807988216855356	Soweto	species
Staphylococcus aureus	6710.97843361724	0.980197431669828	0.186420828155019	5.25798239054458	1.45644462027708e-07	1.63715163797813e-06	Soweto	species
Bacteroides sp. AF32-8BH	1153.93750108169	0.996539417954868	0.458105852819502	2.17534749189837	0.0296040861279048	0.0549531507022575	Soweto	species
Bacteroides sp. D22	709.33445269433	0.999331710439589	0.388824986436211	2.57013243824425	0.0101659642364951	0.0210633252874451	Soweto	species
Ruminococcus sp. AM47-2BH	1438.32272412031	1.00379405343561	0.423602686942318	2.3696593160947	0.0178044825731669	0.0348623255545558	Soweto	species
Eubacterium sp. UBA2086	557.607738568265	1.01638716394583	0.296106295790766	3.4325077797874	0.000598026724078798	0.00175363392036633	Soweto	species
Bacteroides sp. CAG:20	1659.53674479021	1.02267621341962	0.48237549704696	2.12008325398016	0.0339990249223691	0.0619741985822164	Soweto	species
Alistipes sp. AF14-19	6492.48096939272	1.03259772159804	0.401988748776208	2.56872294247445	0.0102074030138044	0.0210744681271404	Soweto	species
Parabacteroides sp. CT06	1027.59421848714	1.04293021925578	0.584992960991776	1.78280815120858	0.0746175384326076	0.126163915957083	Soweto	species
Eubacterium siraeum CAG:80	3199.91647080117	1.04430118610009	0.369493435366588	2.82630511436287	0.00470883876819216	0.0108679282596678	Soweto	species
Bacteroidaceae bacterium	2437.63069165673	1.05296973615513	0.294019457165376	3.58129270187338	0.000341898355766135	0.00105883827525533	Soweto	species
