species	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	site	rank
Eubacterium rectale CAG:36	729.830845883558	1.06350403982835	0.383694512221514	2.77174680886331	0.00557563861511402	0.0125348616273119	Soweto	species
Alistipes indistinctus	1367.83332175237	1.10131830232853	0.410919830430563	2.68012936045109	0.00735937137411964	0.0160688432521245	Soweto	species
Firmicutes bacterium CAG:103	4753.13322972192	1.11574559801633	0.298162114973554	3.74207701778374	0.000182505558875401	0.00060535996851021	Soweto	species
[Eubacterium] siraeum	17699.7364338503	1.12601970301625	0.348935856251557	3.22701058903065	0.00125090830816968	0.00334493983726431	Soweto	species
Clostridium sp. TM06-18	1192.71213840875	1.20694491755812	0.269623446569956	4.47640935130977	7.59088762268684e-06	4.36554642078008e-05	Soweto	species
Barnesiella intestinihominis	8891.60063766543	1.21312130369073	0.435372308348755	2.78639977882783	0.00532970960211705	0.0120265194367474	Soweto	species
Bacteroides sartorii	925.157497767355	1.22175954280932	0.299014507938686	4.08595406032889	4.38960638184967e-05	0.00018897099814062	Soweto	species
Clostridium sp. AM51-4	1066.52686392455	1.2533763120896	0.251623256369066	4.98116243377449	6.32034588850418e-07	5.04796046621321e-06	Soweto	species
Bacteroides ovatus	76026.3993552985	1.27241493808552	0.333229129066972	3.81843850700636	0.000134299050590995	0.000477595591229667	Soweto	species
Alistipes sp. Zagget8	560.32324272616	1.29219747180961	0.282112662018924	4.58043060726899	4.64019560224771e-06	2.87408033731057e-05	Soweto	species
Bacteroides sp. AF39-16AC	1517.78353470188	1.29765444293235	0.449816589217156	2.88485234657695	0.00391597277921871	0.00921316076351068	Soweto	species
Bacteroides sp. 4_1_36	4881.33245327863	1.29895848744021	0.266294439894943	4.87790315093574	1.07219544227901e-06	7.84123654775132e-06	Soweto	species
Ruminococcus sp. AF18-29	1820.33941110907	1.30286128941039	0.321039338855078	4.05826056724633	4.94395871512948e-05	0.00020696434069542	Soweto	species
Odoribacter sp. N54.MGS-14	534.476796137012	1.30366433544276	0.343277253212411	3.79770090573432	0.000146044394876305	0.000512421662947498	Soweto	species
Bacteroides sp. AF32-15BH	753.070486384639	1.31041528900768	0.458365939683138	2.85888451902328	0.00425133518980002	0.0099252325392639	Soweto	species
Bacteroides sp. AM23-12	1007.05999228466	1.37887784986859	0.550295425846796	2.50570472714136	0.0122207627247872	0.024644528152644	Soweto	species
Bacteroides sp. UNK.MGS-14	1050.91275817314	1.40340526440711	0.450481930192382	3.11534197122575	0.00183731767498112	0.00468593205341823	Soweto	species
Bacteroides sp. UNK.MGS-13	3083.00577496624	1.40366631494855	0.422761309026921	3.32023362823669	0.000899421449548882	0.00248158554489169	Soweto	species
Bacteroides sp. AM32-11AC	1233.90974772071	1.45929546295687	0.431480095929119	3.38206901482797	0.000719420679604236	0.00205018005877827	Soweto	species
Alistipes sp.	5236.48980080195	1.45962801262568	0.355632953886139	4.10431034772161	4.05522781815469e-05	0.000177088006159705	Soweto	species
Bacteroides uniformis	75243.4146615847	1.49628517509488	0.34320121219168	4.3597898898422	1.30187384696925e-05	6.6969273314435e-05	Soweto	species
Parabacteroides johnsonii	1188.78508741363	1.50000040806663	0.355453981766797	4.21995668921988	2.44349257180589e-05	0.000118158549004504	Soweto	species
Bacteroides sp. AF29-11	2707.71343858133	1.52654001054064	0.374602135483299	4.07509692535829	4.59951857090153e-05	0.000196613223418115	Soweto	species
Bacteroides sp. 3_1_40A	3120.25582254968	1.52824407311758	0.328262645468895	4.65555278437061	3.23112610256842e-06	2.09659429586441e-05	Soweto	species
Bacteroides sp. CAG:144	2099.06221569338	1.53122065055419	0.428279773722403	3.57528126356645	0.000349851575729793	0.0010779690683654	Soweto	species
Clostridium phoceensis	984.305168146186	1.53228016039994	0.225740553700295	6.78779304508252	1.1386182095463e-11	2.46836161855215e-10	Soweto	species
Bilophila sp. 4_1_30	1119.51138406229	1.54426764225113	0.363242214054853	4.25134409630574	2.12491403905346e-05	0.000105723182107004	Soweto	species
Bacteroides sp. AM37-9	872.475997179549	1.56588516792982	0.434427371097918	3.60448091466335	0.000312777430984126	0.000978638662924559	Soweto	species
Bacteroides sp. AM44-19	2809.27531253579	1.59605595763267	0.425011914272413	3.75532050757916	0.000173119793677611	0.0005824478769843	Soweto	species
Bifidobacterium animalis	640.827334677352	1.66980931964555	0.381473672495665	4.3772596643993	1.20180765201606e-05	6.28876935149781e-05	Soweto	species
Butyricimonas paravirosa	2579.89670288714	1.68011643084863	0.329698820497626	5.09591277370289	3.47064912229509e-07	3.2410523342048e-06	Soweto	species
Eubacterium sp. CAG:38	952.489710353596	1.68307766125035	0.336824781317256	4.99689379940561	5.82611322501918e-07	4.78894379117228e-06	Soweto	species
Bacteroides sp. AM16-13	497.534004247058	1.68371050949287	0.424599539220025	3.96540823521803	7.3270437058198e-05	0.000286092174071546	Soweto	species
Ruminococcus sp. AF21-11	1349.58829968841	1.7033040317689	0.416234798733943	4.09217114222507	4.27353056170386e-05	0.00018528807506816	Soweto	species
Ruminococcaceae bacterium UBA6855	7172.65003110365	1.70712265067092	0.384384146158402	4.44118902335641	8.9463164412733e-06	4.98203126592008e-05	Soweto	species
Bacteroides sp. AF34-31BH	2214.50604700798	1.71527740242911	0.411385059648727	4.1695179788341	3.05244536975072e-05	0.000143630568948735	Soweto	species
[Clostridium] citroniae	376.682346494801	1.71575490796904	0.236709412827574	7.24835944407012	4.21849885162694e-13	1.28031440146878e-11	Soweto	species
Clostridium sp. AM32-2	1236.61798832568	1.73924435652155	0.286525601800353	6.0701185010805	1.27815900911971e-09	2.09687167171802e-08	Soweto	species
Desulfovibrionaceae bacterium	1329.86595747175	1.73927254573626	0.339298875938597	5.1260781248536	2.95839886817147e-07	2.94384936554112e-06	Soweto	species
Ruminococcus bicirculans	1288.09090142388	1.7440689510085	0.408928679035538	4.26497098496956	1.9992818142481e-05	0.000100294550516413	Soweto	species
Bacteroides sp. AM30-16	991.140445336659	1.75199420105553	0.535128093779971	3.2739716367347	0.0010604725516034	0.00287316079332241	Soweto	species
Alistipes sp. AF17-16	1107.32530098277	1.75589406123412	0.522210341546926	3.36242682600405	0.000772605997588987	0.00216116055546781	Soweto	species
Alistipes finegoldii	4874.83979341693	1.82380330365537	0.443523598737026	4.11207725778023	3.92115028089016e-05	0.000172473784094227	Soweto	species
Bacteroides sp. AM23-18	2496.02995732252	1.85275741606139	0.359520142125591	5.15341756683597	2.55781538987965e-07	2.58765656942824e-06	Soweto	species
Ruminococcus sp. AM28-13	1607.93395735559	1.86870125658565	0.37018430153557	5.04802945136801	4.46390345380599e-07	3.87084199494319e-06	Soweto	species
Bacteroides thetaiotaomicron	24591.9632470374	1.87808558109493	0.357797547144317	5.2490174851238	1.52912562947124e-07	1.65407051030253e-06	Soweto	species
Bacteroides sp. A1C1	756.513581999393	1.89901414312147	0.425975893801874	4.45803194676721	8.27155766497744e-06	4.64892176170491e-05	Soweto	species
Ruminococcus sp. AM43-6	1526.37120561317	1.90223897827257	0.398858273265202	4.76921028289104	1.84949522209396e-06	1.26139730315847e-05	Soweto	species
Bacteroides stercoris	17244.3205761638	1.9784108213116	0.389911300197809	5.07400226745909	3.89534409979319e-07	3.52906547548428e-06	Soweto	species
Bifidobacterium adolescentis	6650.52700950575	1.98844093570027	0.46928619536997	4.23716051168445	2.26364315048787e-05	0.000111709869296434	Soweto	species
Streptococcus salivarius	2745.95508602598	2.0089772381303	0.403946990386213	4.97336850117268	6.57994128750461e-07	5.18704462534454e-06	Soweto	species
Ruminococcus sp. TF12-2	1510.69694243532	2.14110395328391	0.450110862647142	4.75683688389986	1.96649939968648e-06	1.32629459512188e-05	Soweto	species
Bacteroides sp. 1_1_14	983.622507076929	2.19460555047383	0.418328213120946	5.24613325527563	1.55324578397436e-07	1.65407051030253e-06	Soweto	species
Bacteroides intestinalis	8223.40345123385	2.23613156770472	0.367718078619311	6.0811031540816	1.19358468812357e-09	2.01251640469725e-08	Soweto	species
Bacteroides sp. AF27-10BH	900.863814043893	2.24461291771423	0.508735096268754	4.41214481598976	1.02351614383989e-05	5.47827043567377e-05	Soweto	species
Alistipes finegoldii CAG:68	4542.52715452633	2.2939011654458	0.471397015367693	4.86617668475592	1.13777810325002e-06	8.12507421967959e-06	Soweto	species
Bacteroides clarus	1243.48211835271	2.29824841540846	0.369797434596073	6.21488469199041	5.13623530273763e-10	9.16969067282865e-09	Soweto	species
Bacteroides sp. AM54-2NS	887.824887098492	2.30145998992732	0.408111724806542	5.63928907217329	1.70753673271373e-08	2.22050693814908e-07	Soweto	species
Bacteroides sp. AF04-22	1170.59098967787	2.30381318577462	0.567557600165865	4.05917070813843	4.9247302360088e-05	0.00020696434069542	Soweto	species
Streptococcus parasanguinis	2591.93562619647	2.31170533825244	0.416811509540909	5.54616483791112	2.92003553777915e-08	3.61726851312641e-07	Soweto	species
Bacteroides cellulosilyticus	8875.21721965875	2.3509789489915	0.388420278907786	6.05266788748081	1.42466392929778e-09	2.27571317127304e-08	Soweto	species
Bacteroides cellulosilyticus CAG:158	1811.60437022424	2.44946666101491	0.466545472919891	5.25022061769208	1.51917153036622e-07	1.65407051030253e-06	Soweto	species
Bacteroides dorei	75029.9843252578	2.45162788243235	0.341438063672606	7.18030045057641	6.9558386559968e-13	2.01056860199527e-11	Soweto	species
Bacteroides dorei CAG:222	1627.30513254677	2.48370633289471	0.519767083325699	4.77849870177015	1.7660890328438e-06	1.21820004879112e-05	Soweto	species
Alistipes sp. 3BBH6	12649.7438568189	2.53633979569289	0.48945155266199	5.18200377932902	2.19514766303533e-07	2.25839768044483e-06	Soweto	species
Ruminococcus sp. AF26-25AA	1580.76048796969	2.53650141093048	0.466218622759997	5.44058363845376	5.31062998333613e-08	6.19913923054813e-07	Soweto	species
Bacteroides sp. AF25-18	2475.39025535787	2.6538440475169	0.456507065734908	5.81336905102356	6.12278712794947e-09	8.64309717829147e-08	Soweto	species
Bifidobacterium longum	3264.88759769105	2.69017981657048	0.385895661604608	6.97126214216644	3.14110043673214e-12	7.06165912998669e-11	Soweto	species
Bifidobacterium pseudocatenulatum	704.185012775586	2.76653409135028	0.389505450090476	7.10268390521276	1.22357045483793e-12	3.09461360869427e-11	Soweto	species
Alistipes onderdonkii	31501.0730214517	2.84537366885265	0.397391915094944	7.1601196722204	8.06066624209011e-13	2.22401109497668e-11	Soweto	species
Bacteroides sp. AF39-10AT	3010.27250346279	2.86050958855538	0.479257668938279	5.96862559318537	2.39260438022366e-09	3.54222160681892e-08	Soweto	species
Bacteroides sp. 3_1_33FAA	7001.36734150895	2.96924968561527	0.405144617914869	7.32886370525398	2.32112291387538e-13	7.41537688801241e-12	Soweto	species
Bacteroides sp. AF17-1	3871.86434483191	3.2251644898207	0.453053713582321	7.1187243214919	1.0893053691077e-12	2.87481895238422e-11	Soweto	species
Alistipes sp. 56_11	2248.21594191377	3.60027118488818	0.451312732635431	7.97733129279219	1.49531080752542e-15	5.67283537604956e-14	Soweto	species
