SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Tissierellaceae	191	385	108	74	156	100	290	113	352	142	19	20	155	96	46	56	305	48	65	41	132	75	26	53	38	37	75
Gottschalkiaceae	72	129	52	19	30	37	62	6	59	37	16	5	41	10	12	11	54	11	8	18	18	8	3	10	2	7	15
Thermaceae	33	145	31	9	104	43	430	42	150	35	10	93	36	14	40	11	178	193	30	33	47	15	7	9	2	5	20
Deinococcaceae	139	242	45	15	66	47	452	71	289	33	16	176	107	45	48	19	334	239	31	54	47	24	7	5	4	14	35
Trueperaceae	9	41	2	4	1	14	24	14	55	8	4	22	2	1	8	7	56	35	5	13	8	3	0	1	0	0	9
Chthonomonadaceae	29	84	15	6	21	21	86	29	52	12	5	10	27	20	16	4	89	16	6	20	12	13	2	6	0	4	15
Chloroflexaceae	16	55	12	7	30	14	83	14	29	13	5	12	9	8	5	3	50	20	5	6	12	1	0	8	3	2	10
Oscillochloridaceae	10	68	18	10	11	15	79	24	64	8	3	15	10	8	10	8	60	31	7	14	24	8	3	3	6	2	7
Roseiflexaceae	7	27	7	1	15	1	62	6	36	4	2	13	5	3	5	5	44	16	3	8	13	5	1	1	2	0	6
Kallotenuaceae	12	48	8	2	6	10	59	5	26	10	1	19	8	3	6	5	66	29	3	9	18	6	1	2	3	0	5
Thermomicrobiaceae	2	13	0	2	1	2	16	0	10	1	1	1	1	2	2	1	4	8	2	1	2	2	0	0	0	0	4
Sphaerobacteraceae	2	16	3	1	3	2	21	8	15	0	3	6	1	0	2	0	14	18	3	3	5	3	0	0	0	1	1
Anaerolineaceae	252	686	129	77	247	206	859	180	748	119	37	206	180	100	79	66	701	226	90	116	238	52	26	47	25	47	92
Dehalococcoidaceae	20	117	29	12	24	17	56	14	45	4	4	8	21	6	3	5	45	18	9	12	18	9	3	2	1	6	16
Ktedonobacteraceae	27	43	9	8	45	25	115	33	86	32	13	19	18	7	19	4	83	19	16	13	18	12	4	10	5	4	17
Thermosporotrichaceae	5	26	3	4	5	6	22	7	26	5	1	2	7	5	1	2	40	11	2	2	5	8	0	2	2	1	1
Dictyobacteraceae	17	32	5	4	24	21	66	13	36	5	1	11	4	16	4	4	43	4	6	4	30	2	2	2	1	3	6
Thermogemmatisporaceae	7	24	4	3	1	2	7	0	16	0	2	5	2	2	1	1	19	6	1	0	0	1	0	0	0	0	0
Caldilineaceae	8	32	5	2	10	7	38	15	30	6	2	32	9	3	7	5	59	28	4	11	10	2	1	0	4	1	3
Ardenticatenaceae	3	20	3	1	7	7	16	5	24	2	0	13	2	1	2	2	22	5	3	4	8	1	1	0	0	2	3
Thermoflexaceae	3	12	2	0	6	7	27	2	24	0	0	4	4	3	3	1	15	7	1	6	5	0	0	0	0	0	3
Actinomycetaceae	327	843	144	90	340	244	1998	205	2193	205	95	560	319	124	252	111	1517	1689	184	181	256	70	20	35	20	54	236
Bifidobacteriaceae	827	1995	456	230	961	993	4412	865	3206	716	323	1002	933	399	492	361	3044	1503	579	737	821	220	233	168	78	101	1227
Micrococcaceae	890	10603	1011	945	581	382	3951	553	3422	548	286	670	823	234	248	228	2953	1274	169	234	1014	167	38	155	132	123	452
Cellulomonadaceae	28	214	41	18	44	26	370	31	263	15	7	139	31	13	28	5	210	288	17	36	43	15	4	11	15	2	32
Promicromonosporaceae	33	203	23	11	155	27	573	83	524	100	9	150	55	16	22	27	577	352	12	39	93	19	8	2	3	5	23
Dermatophilaceae	5	6	2	1	2	6	11	3	9	2	1	4	2	0	5	2	17	10	1	2	7	4	0	0	0	0	1
Brevibacteriaceae	20	166	36	5	50	44	301	46	263	24	11	79	22	14	19	17	224	91	14	27	72	36	3	6	6	4	51
Dermabacteraceae	18	121	20	8	31	8	285	30	155	21	7	89	41	10	30	10	243	176	23	30	40	14	7	5	3	3	19
Intrasporangiaceae	47	236	36	20	77	53	424	64	303	51	18	124	39	37	75	47	421	351	47	55	64	19	4	14	4	6	40
Jonesiaceae	8	26	10	3	19	5	48	11	46	7	2	14	6	2	2	1	18	7	4	8	12	0	1	0	3	3	3
Microbacteriaceae	358	1505	297	137	548	433	3118	422	2052	272	134	901	410	229	307	170	2206	1766	199	483	469	194	39	73	54	70	265
Beutenbergiaceae	4	17	3	2	2	4	20	1	21	1	2	9	1	1	2	1	15	9	2	5	3	1	0	0	0	4	2
Dermacoccaceae	7	98	6	5	17	6	118	24	122	10	8	72	11	5	13	12	137	62	9	8	10	14	0	1	1	0	14
Bogoriellaceae	4	42	11	3	9	5	56	5	43	2	2	31	7	7	2	5	53	38	1	5	11	5	0	0	1	1	6
Sanguibacteraceae	9	41	4	1	7	5	88	8	133	12	2	65	10	5	8	2	93	123	5	11	7	4	0	0	0	0	7
Demequinaceae	51	71	10	11	14	22	112	25	129	12	8	42	29	12	17	10	141	95	4	22	25	10	2	1	1	5	12
Ruaniaceae	11	18	3	2	3	5	20	2	26	3	0	17	8	1	3	4	33	22	1	3	2	5	0	0	0	0	6
Corynebacteriaceae	450	1037	175	115	353	292	1574	277	1278	179	74	447	392	178	157	122	1487	652	135	215	298	124	30	76	37	44	178
Mycobacteriaceae	2905	8668	1501	2460	2216	1496	7084	1106	2432	713	429	874	3478	641	440	348	2541	2145	348	1682	695	325	922	157	1002	1936	1169
Nocardiaceae	218	771	152	68	231	171	1313	202	1190	138	67	463	212	91	115	136	1046	724	108	183	215	111	26	30	30	29	127
Gordoniaceae	17	139	37	13	33	13	170	26	138	21	13	41	24	12	11	6	197	109	12	30	39	9	3	7	1	5	13
Tsukamurellaceae	10	68	21	9	22	7	114	10	38	6	3	35	13	10	17	4	46	97	18	17	22	8	3	1	2	2	7
Dietziaceae	7	51	8	1	8	15	27	8	34	1	3	14	6	3	7	5	39	31	2	1	18	3	0	2	1	2	6
Segniliparaceae	1	3	0	1	3	1	4	1	8	0	1	1	1	1	0	0	4	2	0	1	1	1	0	0	0	0	0
Micromonosporaceae	169	611	148	56	178	144	1208	173	902	110	58	535	181	89	133	65	1252	838	82	196	185	65	16	13	17	25	107
Propionibacteriaceae	144	414	68	32	141	485	717	101	479	62	24	313	108	45	60	47	771	380	38	84	86	31	8	20	18	18	158
Nocardioidaceae	104	589	116	49	180	169	1175	170	716	103	46	428	130	77	102	55	839	761	69	147	135	50	7	25	22	12	100
Pseudonocardiaceae	366	1223	248	107	322	216	2325	439	1561	180	86	912	307	164	215	122	1904	1536	156	345	332	108	19	49	41	37	235
Streptomycetaceae	1082	4080	811	424	1399	975	8454	1053	5553	650	306	3386	1014	481	729	451	6436	5820	476	1050	1229	358	89	159	125	125	777
Streptosporangiaceae	65	280	66	31	116	70	640	76	441	46	24	264	56	56	52	28	435	422	32	73	64	25	8	7	11	12	68
Thermomonosporaceae	52	391	45	27	164	403	721	166	618	36	14	802	39	22	36	15	715	672	31	67	443	18	2	11	4	6	33
Nocardiopsaceae	30	168	28	12	39	23	299	50	209	17	21	92	41	24	21	10	155	153	14	37	33	11	3	3	14	2	36
Frankiaceae	47	174	36	13	44	24	272	37	162	28	10	96	57	15	19	16	244	180	16	42	31	10	3	1	2	9	16
Motilibacteraceae	3	6	3	1	6	5	33	5	18	3	0	6	4	2	7	1	16	27	1	2	8	0	0	1	0	0	3
Glycomycetaceae	25	74	15	8	22	16	163	19	114	21	7	54	20	15	20	9	129	103	13	27	14	6	0	0	1	0	12
Actinospicaceae	3	14	3	1	7	6	43	3	21	1	2	12	4	3	5	1	31	18	1	9	4	0	0	0	0	0	4
Catenulisporaceae	3	29	2	3	21	1	102	7	50	12	0	24	4	5	5	7	60	31	0	4	5	2	1	1	1	0	3
Actinopolysporaceae	2	28	6	6	11	10	39	10	35	10	6	13	7	14	3	2	42	15	3	3	15	9	2	5	0	4	8
Kineosporiaceae	7	36	8	5	9	9	72	18	89	7	1	49	17	5	15	2	65	105	6	16	11	1	1	1	6	2	8
Jiangellaceae	12	78	14	8	21	19	170	21	105	13	0	74	9	13	15	14	135	104	7	19	18	14	0	9	0	2	12
Geodermatophilaceae	31	179	30	9	51	42	376	42	192	24	10	166	36	23	30	19	375	217	14	53	29	16	3	2	2	2	32
Nakamurellaceae	8	25	6	3	3	12	41	5	46	0	0	23	9	4	5	1	31	27	0	7	6	0	0	2	0	2	1
Candidatus Nanopelagicaceae	130	76	9	3	8	17	19	15	49	3	2	4	82	10	4	16	65	9	9	7	23	3	1	5	1	12	4
Sporichthyaceae	2	9	6	3	9	4	29	2	19	2	2	12	4	3	3	2	28	30	7	3	1	0	0	0	0	0	3
Acidimicrobiaceae	210	434	109	56	186	123	955	170	601	92	50	235	149	87	108	81	670	340	62	85	149	62	14	42	23	27	110
Iamiaceae	4	12	3	2	6	4	35	3	25	2	1	4	1	1	5	1	17	17	4	4	6	1	0	0	0	0	2
Microthrixaceae	48	113	22	8	39	23	199	24	160	23	10	34	27	16	21	14	86	63	11	20	51	14	4	11	2	12	30
Ilumatobacteraceae	5	27	3	9	4	1	32	4	21	6	0	15	8	3	3	0	26	15	2	3	5	0	0	0	1	1	4
Rubrobacteraceae	13	26	4	5	7	11	74	15	43	7	3	24	19	13	18	2	84	49	24	13	7	1	0	0	2	2	6
Baekduiaceae	4	5	0	0	1	3	19	2	12	0	0	11	1	3	3	1	91	11	1	4	4	0	0	0	0	1	0
Coriobacteriaceae	1220	24478	6417	2557	32311	3356	246667	15272	40893	11528	1816	30045	1809	4080	6811	3072	40553	53060	6126	6400	5795	5010	210	2043	614	201	2195
Atopobiaceae	431	3772	760	292	1014	608	10108	2276	7286	387	286	2301	481	290	562	290	4873	4572	311	580	673	205	35	99	51	48	580
Eggerthellaceae	389	1317	277	158	807	499	5040	1240	3820	614	120	1242	484	388	567	205	2842	3646	504	425	737	200	50	63	35	54	344
Nitriliruptoraceae	4	16	3	0	2	2	14	2	17	2	0	6	3	2	5	0	12	8	3	1	2	3	1	0	0	0	1
Euzebyaceae	13	24	3	3	2	2	43	2	47	0	2	5	14	0	2	1	37	24	1	3	2	1	0	0	0	1	1
Egibacteraceae	1	19	2	5	4	2	25	2	9	0	5	4	2	2	4	1	24	26	0	3	5	0	0	0	1	1	0
Solirubrobacteraceae	4	34	8	3	6	3	46	13	44	4	4	12	5	6	4	3	54	59	4	8	11	2	0	1	0	0	4
Thermoleophilaceae	1	0	0	1	0	3	2	0	2	0	0	2	2	0	1	0	6	4	1	0	0	0	0	0	0	0	1
Mycoplasmataceae	13106	42184	15937	8653	4544	1114	4329	555	2666	959	1681	1505	10391	2680	1116	1314	6579	491	2053	281	3524	231	89	300	380	339	13371
Spiroplasmataceae	184	359	125	67	173	144	293	103	286	117	37	27	153	103	33	73	323	24	64	13	106	23	7	39	23	30	75
Entomoplasmataceae	71	138	64	18	91	43	142	48	126	93	18	10	58	51	17	35	129	16	22	9	48	6	15	11	11	37	53
Acholeplasmataceae	508	1216	421	254	961	313	833	210	463	279	67	32	725	499	97	97	612	43	192	47	309	55	13	49	13	54	170
Anaeroplasmataceae	43	54	14	8	27	40	42	35	99	30	2	10	41	20	3	20	92	4	10	5	31	2	5	13	6	19	7
Nitrospinaceae	44	115	23	4	29	26	126	33	80	17	6	35	40	12	3	25	72	32	8	23	27	4	4	11	7	15	22
Caldisericaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Candidatus Cryosericaceae	3	36	2	4	5	4	63	2	9	1	2	3	3	3	1	2	8	5	2	3	6	2	0	0	1	1	3
Blattabacteriaceae	187	156	41	19	59	33	93	41	106	45	18	15	153	33	12	22	176	20	19	9	26	11	3	7	2	21	28
Flavobacteriaceae	9879	11769	3175	1813	6493	5031	13545	4530	13557	5529	1866	1964	6455	3975	1979	3166	13554	2421	2790	1918	5199	1880	1010	2266	1178	2512	3134
Cryomorphaceae	76	190	43	7	81	71	224	94	285	107	7	42	72	105	8	71	331	82	57	58	105	12	8	5	26	12	86
Schleiferiaceae	8	14	4	2	3	3	19	5	13	2	2	3	2	3	3	0	13	4	4	13	12	4	1	4	1	2	2
Crocinitomicaceae	118	221	50	22	88	75	197	99	219	72	33	46	80	76	29	48	223	51	48	43	75	40	14	36	25	43	38
Sphingobacteriaceae	2163	3180	775	400	1633	1427	4064	1234	4571	1350	517	740	1469	1087	604	981	4383	848	801	645	1465	551	231	655	359	539	830
Bacteroidaceae	134653	542518	123170	62858	223463	147724	567120	249680	477340	267056	58289	144132	142284	72862	81679	95212	652851	118915	106081	77624	181710	79610	15920	67718	41277	20112	100375
Rikenellaceae	73244	342233	81841	36891	69979	217529	261566	39081	134726	19322	14068	59061	88038	7632	39000	8160	107298	85340	39030	97347	159400	84333	10532	4669	5472	9129	15867
Porphyromonadaceae	13673	15803	4276	1551	37819	13517	102699	11079	27046	11579	1948	3929	12288	3487	9032	3657	30456	14619	10345	3066	6852	5571	7358	2445	1384	871	4526
Prevotellaceae	1386872	4536136	745593	540007	1888945	1174677	4686736	2851991	8730310	4130455	1544934	976910	544733	1101092	347616	2700308	6739753	495441	426788	155551	2144398	158576	148601	1604263	1359604	344150	653640
Odoribacteraceae	6821	4861	1251	585	3699	2757	7322	3102	10875	6352	1188	1369	4251	4881	2449	2794	35434	3074	3449	1909	2520	1722	344	1159	1342	995	11087
Balneicellaceae	10	18	2	2	14	7	41	10	40	9	5	7	6	7	1	12	40	4	4	3	14	11	1	6	2	5	11
Muribaculaceae	9844	99274	25624	10572	35806	7428	107206	17671	31252	17441	6470	22585	10343	6334	14723	9527	75132	30576	16463	2938	30047	2771	2353	4662	1855	2433	15559
Barnesiellaceae	315	610	152	79	691	525	2167	692	1346	537	80	248	258	127	167	167	2034	290	189	101	367	390	85	80	54	131	244
Dysgonamonadaceae	1063	1865	361	223	1231	1012	3615	780	3506	989	387	637	784	758	349	684	3374	571	444	497	1209	630	153	442	190	270	699
Paludibacteraceae	173	274	67	39	297	182	718	160	617	166	105	117	132	111	66	136	449	97	85	86	154	99	39	99	30	38	147
Tannerellaceae	17735	23805	4941	2808	28028	25877	45857	20785	61660	22761	5554	7254	10249	13249	4532	19410	59799	4996	7175	3493	19704	15029	3951	10440	17489	4489	17917
Marinilabiliaceae	457	490	121	74	384	291	974	175	859	258	86	126	255	189	128	164	795	199	170	131	227	138	55	107	39	99	180
Prolixibacteraceae	373	802	143	83	473	389	1347	360	1222	323	158	221	292	233	180	219	1092	315	234	187	488	214	71	138	39	87	225
Marinifilaceae	99	166	44	17	93	74	238	52	178	100	15	36	64	48	15	52	188	38	32	15	79	40	12	32	7	24	53
Cytophagaceae	702	1488	312	175	728	599	2197	493	1886	501	256	372	506	430	283	388	2111	452	308	268	680	244	80	271	183	210	326
Flammeovirgaceae	510	654	164	75	387	214	860	341	716	206	85	112	362	166	105	183	779	176	164	102	291	102	55	120	55	100	140
Cyclobacteriaceae	486	863	224	102	419	391	981	285	995	303	126	168	311	237	129	228	1136	198	181	204	326	156	49	116	76	108	189
Amoebophilaceae	27	72	22	2	27	25	54	9	63	27	8	6	15	28	23	3	43	21	26	13	22	11	8	1	15	11	11
Hymenobacteraceae	316	941	166	101	560	349	2048	360	1331	274	138	360	253	224	220	241	1682	488	186	249	416	141	42	161	54	79	184
Microscillaceae	32	75	23	6	57	46	103	23	112	21	14	24	24	45	24	10	146	32	55	25	41	14	4	6	10	5	34
Bernardetiaceae	29	89	29	17	58	34	120	53	95	29	9	7	37	25	35	20	102	39	45	22	26	25	5	18	9	12	25
Rhodothermaceae	64	139	26	15	77	37	279	31	134	32	5	54	49	19	24	16	156	101	22	39	53	11	6	18	6	7	23
Chitinophagaceae	1670	2286	536	293	1205	883	3570	868	3125	773	317	538	1047	573	443	572	3099	758	501	485	1142	415	124	366	171	326	526
Saprospiraceae	133	159	45	17	163	74	439	116	263	86	21	50	95	72	17	54	290	50	39	41	80	40	12	19	24	27	38
Lewinellaceae	47	108	25	16	187	65	613	34	204	44	30	55	39	25	25	36	200	78	38	61	73	35	7	13	5	11	37
Haliscomenobacteraceae	10	37	13	7	30	29	67	23	62	19	34	6	11	7	9	13	74	9	4	8	16	9	2	10	8	1	17
Chlorobiaceae	77	242	40	30	73	75	256	71	256	53	21	49	66	29	39	33	290	90	44	35	95	27	8	26	29	26	46
Candidatus Thermochlorobacteriaceae	20	33	6	7	38	24	92	23	28	7	4	6	16	2	5	2	33	8	10	9	11	15	2	2	0	2	7
Ignavibacteriaceae	96	47	9	4	51	29	116	46	57	32	1	14	58	21	15	22	75	25	17	15	14	7	13	3	4	18	33
Melioribacteraceae	22	80	26	9	20	14	54	16	67	11	19	6	23	10	7	10	45	10	10	7	47	4	13	5	6	14	3
Rubricoccaceae	7	28	7	4	9	6	53	9	32	5	5	17	6	3	3	6	34	17	1	20	13	4	0	1	1	1	1
Balneolaceae	93	131	16	10	44	58	115	21	187	44	7	12	55	27	15	22	218	17	16	17	44	17	4	10	10	19	30
Nostocaceae	504	790	208	118	289	235	604	201	715	234	76	70	364	159	48	126	597	76	66	42	185	124	38	143	94	95	159
Scytonemataceae	214	185	61	32	39	35	72	21	111	60	7	11	154	16	12	6	49	31	11	4	53	5	2	15	5	14	7
Tolypothrichaceae	43	59	14	12	8	9	48	9	98	33	3	5	45	24	4	21	87	23	6	2	53	5	0	2	3	6	2
Symphyonemataceae	4	44	9	8	3	5	6	1	9	18	2	0	11	4	1	1	28	1	3	0	1	0	2	0	2	2	0
Aphanizomenonaceae	202	348	68	39	65	61	138	78	240	110	34	83	126	39	14	41	224	22	18	31	68	13	9	15	26	84	20
Chlorogloeopsidaceae	99	48	3	5	9	7	32	1	53	3	0	1	55	4	5	5	36	2	3	1	6	1	1	0	1	5	1
Hapalosiphonaceae	139	250	66	39	105	54	199	50	214	71	41	34	101	23	72	30	252	115	109	22	59	27	4	15	10	26	54
Fortieaceae	41	40	3	4	5	7	41	32	69	5	1	0	8	1	0	1	5	0	1	3	1	1	1	0	3	3	3
Calotrichaceae	289	392	92	43	142	91	308	139	305	97	52	50	207	69	45	54	261	40	40	17	127	47	9	55	30	30	46
Dermocarpellaceae	47	38	8	3	4	10	19	3	27	6	1	3	45	8	0	8	55	1	3	0	5	2	0	3	1	8	3
Hyellaceae	17	35	11	4	29	49	130	14	59	12	4	4	23	5	10	8	33	18	8	0	24	9	1	2	4	6	4
Gloeobacteraceae	3	25	8	4	8	7	53	5	37	4	5	25	5	2	9	3	55	19	8	11	12	3	0	2	1	1	5
Prochloraceae	185	250	88	36	103	75	158	60	205	109	22	32	166	63	16	18	202	20	32	36	90	18	9	36	16	27	59
Synechococcaceae	87	395	82	46	160	105	640	127	444	71	47	147	88	88	77	39	476	252	58	57	156	38	13	33	21	33	76
Merismopediaceae	34	47	7	5	16	8	101	5	50	4	1	5	17	7	4	5	33	9	5	3	37	4	1	1	2	7	3
Acaryochloridaceae	61	38	2	8	8	19	24	14	22	5	4	6	37	8	5	12	73	7	9	8	22	21	0	4	4	15	2
Pseudanabaenaceae	78	165	29	25	45	35	151	30	109	29	37	12	49	22	11	24	176	20	8	18	71	8	4	15	31	4	32
Leptolyngbyaceae	96	251	50	27	79	67	344	52	201	79	15	69	86	64	28	24	262	69	47	26	70	27	2	33	9	16	25
Prochlorotrichaceae	6	26	6	1	4	4	7	0	7	3	1	0	3	1	0	1	15	3	0	0	4	0	0	0	5	0	3
Spirulinaceae	27	67	11	5	40	36	67	18	35	21	5	10	9	3	1	5	30	11	10	3	20	11	2	8	5	4	12
Chroococcidiopsidaceae	8	137	37	21	2	33	7	9	49	27	7	4	5	7	0	4	2	5	0	1	42	0	2	5	3	5	3
Gloeomargaritaceae	0	7	2	1	0	0	10	2	4	1	0	3	1	1	0	1	5	6	0	1	3	0	0	1	0	1	0
Microcystaceae	209	147	36	27	37	35	75	13	109	21	12	13	91	18	22	14	86	26	22	12	28	4	4	1	3	10	21
Aphanothecaceae	128	73	21	16	26	29	66	17	70	34	7	9	97	13	11	19	88	13	11	5	43	4	6	14	3	17	17
Cyanobacteriaceae	10	50	17	8	30	8	72	20	33	16	7	2	14	13	4	13	16	8	2	3	18	1	6	4	3	7	4
Chroococcaceae	75	50	19	11	39	23	58	86	48	15	6	2	73	16	9	18	66	8	15	6	10	9	1	6	4	11	12
Entophysalidaceae	4	33	9	8	3	6	6	1	5	7	2	1	2	8	2	1	5	1	0	2	4	2	4	0	0	3	0
Cyanothecaceae	87	42	7	6	18	9	37	8	33	5	10	14	38	8	8	22	81	9	9	1	26	5	5	4	5	17	5
Coleofasciculaceae	32	17	3	5	15	12	34	6	17	6	0	5	12	3	2	2	47	4	5	3	14	10	1	0	1	3	3
Microcoleaceae	439	444	107	60	155	208	291	249	411	172	44	59	268	84	26	155	413	56	40	55	123	30	39	40	31	105	68
Oscillatoriaceae	411	489	108	53	291	255	512	175	466	152	33	67	271	116	54	108	529	102	68	71	248	42	24	71	17	126	64
Gomontiellaceae	0	27	0	5	9	2	20	3	6	0	1	1	2	2	2	4	29	13	1	5	0	1	0	2	1	1	1
Desertifilaceae	3	5	3	0	4	4	11	3	15	3	0	1	2	3	1	1	13	3	5	2	1	0	0	0	0	0	0
Candidatus Babeliaceae	5	11	3	2	28	10	22	0	11	7	2	3	9	2	1	1	16	0	2	3	6	2	0	2	1	0	4
Thermococcaceae	104	131	25	21	45	69	149	37	164	22	16	33	73	25	32	20	136	43	26	27	42	22	3	6	2	7	22
Archaeoglobaceae	27	44	17	5	35	39	72	27	131	14	5	12	14	9	13	7	74	21	14	10	23	13	11	9	2	5	5
Methanopyraceae	2	0	0	0	1	1	3	1	2	2	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1
Candidatus Methanollivieraceae	3	7	1	0	0	0	7	2	3	2	0	4	3	1	0	0	4	2	0	0	1	2	1	5	1	0	0
Methanobacteriaceae	8640	12354	4285	1986	4316	11630	5759	2788	24427	500	593	312	15469	4437	3160	311	4442	2331	5387	2671	3418	1713	2590	299	374	1436	3095
Methanothermaceae	2	3	0	0	8	1	11	3	2	0	1	2	2	2	0	0	1	0	1	0	4	1	1	0	0	0	0
Methanococcaceae	113	94	31	25	10	34	20	38	57	22	4	8	86	15	8	7	19	4	15	5	35	6	17	15	15	13	13
Methanocaldococcaceae	91	48	15	3	29	15	35	73	39	21	2	7	36	15	4	11	31	5	7	3	24	2	3	25	3	8	16
Picrophilaceae	3	2	2	4	0	2	4	0	4	3	0	4	2	2	0	4	11	1	3	0	3	0	1	0	0	1	2
Thermoplasmataceae	5	13	3	4	8	3	14	4	9	0	1	2	2	2	2	0	9	5	0	0	2	1	0	0	0	2	2
Ferroplasmaceae	8	21	2	3	0	8	3	1	11	7	2	1	8	1	2	5	4	2	2	2	1	2	1	3	0	0	3
Cuniculiplasmataceae	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	1	1	1	0	0	0	0	0
Methanomassiliicoccaceae	586	6167	1074	522	210	814	768	48	4693	82	208	64	555	3262	669	50	1365	2713	507	1813	190	26	3	10	44	94	2598
Candidatus Methanomethylophilaceae	6	28	5	3	9	140	20	2	159	3	0	864	9	6	7	0	13	20	8	18	4	0	0	0	0	4	4
Candidatus Poseidoniaceae	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteriaceae	34	128	23	15	34	34	247	31	162	21	7	61	32	14	18	5	151	123	5	24	45	14	4	4	2	3	19
Haloarculaceae	95	127	23	18	40	21	278	31	167	23	10	92	56	9	20	12	144	107	8	21	34	9	3	7	6	3	32
Halococcaceae	0	1	1	0	1	0	4	3	5	1	0	3	1	0	1	0	7	21	1	2	2	2	0	0	0	0	1
Haloferacaceae	134	161	31	22	81	97	333	83	210	7	15	77	78	21	13	19	184	110	18	30	55	19	9	4	5	7	21
Halorubraceae	38	150	30	30	198	38	570	28	156	53	10	67	64	23	34	6	238	177	26	65	41	18	6	6	4	0	16
Natrialbaceae	44	148	33	12	58	63	261	53	221	45	20	91	56	14	23	21	265	184	24	41	45	13	8	6	6	6	41
Methanomicrobiaceae	34	154	24	16	37	71	151	18	307	41	15	930	53	20	15	11	197	41	22	25	48	12	5	13	2	11	18
Methanocorpusculaceae	70	250	42	29	49	44	139	51	152	12	3	35	65	39	43	11	213	86	61	82	40	51	5	7	18	20	92
Methanospirillaceae	7	0	0	0	1	4	2	0	7	7	1	0	1	0	1	6	1	0	0	0	2	1	0	1	1	4	0
Methanoregulaceae	34	127	40	16	75	51	268	32	109	17	6	53	43	19	21	5	89	68	27	35	57	22	1	9	4	5	21
Methanosarcinaceae	339	409	85	58	147	196	369	132	425	121	44	68	231	85	62	66	365	63	77	51	150	51	24	52	37	93	83
Methanotrichaceae	15	46	7	5	14	21	90	24	85	10	2	16	14	10	7	5	79	45	9	12	36	11	3	2	0	2	11
Methermicoccaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methanoperedenaceae	8	42	12	4	6	8	27	7	33	22	6	4	12	11	1	1	23	5	6	3	10	1	0	5	0	3	5
Methanocellaceae	12	70	38	8	17	8	18	10	21	0	3	6	12	6	3	0	21	14	11	3	6	5	0	0	0	0	13
Thermoproteaceae	67	50	9	6	24	19	120	17	34	9	0	11	29	14	11	11	50	25	6	5	14	4	2	1	6	3	6
Thermofilaceae	0	15	3	2	1	2	19	3	3	1	0	1	0	1	1	1	13	0	0	1	2	1	0	0	0	4	1
Sulfolobaceae	97	143	56	29	61	37	137	42	136	55	12	12	63	15	18	19	113	16	27	13	29	12	9	7	4	8	22
Desulfurococcaceae	7	27	9	3	26	33	52	6	36	8	1	7	1	20	5	7	31	8	4	4	5	3	3	1	2	1	6
Pyrodictiaceae	4	11	1	1	0	0	5	2	5	3	0	1	0	0	0	3	16	0	1	0	3	0	1	0	2	0	2
Fervidicoccaceae	2	0	0	0	10	7	34	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Caldisphaeraceae	6	5	1	0	2	3	5	0	5	7	1	0	1	2	1	0	4	1	0	2	2	0	0	0	2	1	0
Acidilobaceae	2	5	3	0	8	5	10	42	7	3	1	0	4	4	0	7	8	6	3	2	8	1	1	3	0	1	1
Nitrosopumilaceae	13	78	24	14	31	59	80	28	62	21	6	19	21	15	9	24	83	9	14	13	41	20	1	14	5	8	16
Cenarchaeaceae	0	2	1	0	0	0	3	0	4	0	0	2	0	1	5	0	2	24	1	0	0	0	0	0	0	0	1
Nitrososphaeraceae	32	75	21	9	19	16	69	28	57	77	8	13	23	12	5	8	74	5	9	14	51	8	2	4	16	5	13
Candidatus Nitrosocaldaceae	2	7	2	0	2	0	4	10	0	1	1	0	1	0	1	0	3	2	1	0	0	0	0	0	0	0	0
Candidatus Methanomethyliaceae	0	10	2	0	1	1	1	1	5	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1
Nanoarchaeaceae	2	0	0	0	6	1	3	0	0	0	0	0	2	0	0	0	2	0	0	0	21	0	0	4	0	1	0
Nanopusillaceae	5	0	1	0	2	0	0	0	2	1	0	1	4	2	1	0	1	0	1	0	1	0	0	1	0	0	0
