SRR1927149	SRR1929408	SRR1929484	SRR1929485	SRR1929563	SRR1929574	SRR1930121	SRR1930122	SRR1930123	SRR1930128	SRR1930132	SRR1930133	SRR1930134	SRR1930136	SRR1930138	SRR1930140	SRR1930141	SRR1930142	SRR1930143	SRR1930144	SRR1930145	SRR1930149	SRR1930176	SRR1930177	SRR1930179	SRR1930187	SRR1930244
Massilibacillus	70	223	56	34	25	39	68	21	139	21	13	10	34	25	11	44	196	14	22	4	80	5	3	21	5	16	28
Caecibacter	3	39	5	5	8	2	177	1	4	52	1	0	6	2	3	2	73	4	3	0	8	17	1	0	0	2	5
Limnochorda	4	20	3	2	11	6	52	10	47	8	2	18	2	6	8	0	53	34	2	5	13	2	0	0	0	0	10
Helcococcus	27	89	26	19	28	17	58	14	41	34	9	4	23	17	9	14	51	8	7	9	15	4	1	12	3	2	17
Finegoldia	228	176	33	20	92	61	130	125	211	46	11	48	117	67	17	31	173	21	40	6	92	13	4	23	4	23	70
Peptoniphilus	330	548	166	110	260	197	413	179	501	184	32	133	293	103	72	86	474	104	85	55	278	45	25	33	23	70	349
Anaerococcus	521	704	198	135	237	258	366	271	667	301	50	89	400	165	74	96	509	53	100	59	266	43	27	88	73	141	1144
Parvimonas	72	136	35	25	37	45	52	20	139	76	6	19	89	43	15	20	60	7	28	5	46	7	17	18	5	12	1096
Murdochiella	51	131	25	14	34	36	104	29	94	13	3	61	36	16	20	18	138	33	15	13	39	7	3	4	2	0	27
Tissierella	38	104	28	19	25	21	30	30	62	33	8	2	41	17	8	15	56	5	13	8	47	17	13	5	3	6	12
Sporanaerobacter	57	153	45	28	73	37	132	41	136	54	5	14	44	42	16	20	133	16	26	16	43	30	6	36	26	15	43
Anaerosalibacter	28	89	21	18	26	22	67	21	97	25	3	2	32	16	7	9	50	14	16	5	24	21	6	8	8	10	14
Gottschalkia	72	129	52	19	30	37	62	6	59	37	16	5	41	10	12	11	54	11	8	18	18	8	3	10	2	7	15
unclassified Tissierellales	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sedimentibacter	25	97	21	16	12	13	46	11	72	23	5	14	40	10	2	14	36	10	17	3	36	8	3	5	7	24	9
Ezakiella	28	49	11	16	18	23	33	10	43	9	4	7	25	18	6	6	28	8	5	5	29	7	3	9	6	3	22
unclassified Tissierellia (miscellaneous)	39	104	23	12	60	35	73	30	77	26	4	2	36	15	8	16	37	17	22	4	29	6	9	3	6	3	387
unclassified Firmicutes sensu stricto (miscellaneous)	32018	94836	20816	11001	32312	34407	117143	41607	129424	57558	3960	26077	33507	37477	23123	13867	136981	47135	31268	15826	36623	9186	3357	12190	11866	11245	89276
Hydrogenispora	12	38	10	3	20	10	86	12	62	23	3	23	11	8	6	5	54	30	10	9	17	2	2	9	1	2	15
Ndongobacter	29	68	22	14	36	28	127	30	80	10	1	29	36	13	8	1	63	25	14	16	23	6	2	8	2	5	22
Thermus	18	96	21	1	81	33	308	28	88	22	5	48	20	5	19	4	125	132	13	24	25	11	4	5	0	4	14
Meiothermus	15	42	9	7	19	7	96	11	55	12	5	37	15	6	19	3	47	45	17	7	17	4	3	3	1	1	6
Oceanithermus	0	7	1	0	4	2	26	3	7	1	0	8	1	2	2	4	6	15	0	1	5	0	0	1	1	0	0
Deinococcus	139	242	45	15	66	47	452	71	289	33	16	176	107	45	48	19	334	239	31	54	47	24	7	5	4	14	35
Truepera	9	13	1	1	1	8	8	6	9	5	1	15	1	0	5	2	20	14	3	6	3	0	0	0	0	0	3
unclassified Trueperaceae	0	27	1	3	0	6	16	8	46	3	3	7	1	0	2	5	35	20	2	7	5	3	0	1	0	0	6
unclassified Armatimonadetes	92	363	68	30	122	105	591	87	391	76	17	144	99	43	59	27	417	218	35	92	130	44	5	7	7	8	44
Chthonomonas	29	84	15	6	21	21	86	29	52	12	5	10	27	20	16	4	89	16	6	20	12	13	2	6	0	4	15
unclassified Chloroflexales	5	21	3	1	15	7	47	15	22	14	4	8	3	9	5	1	18	13	7	4	8	1	0	7	5	2	4
Chloroflexus	12	21	5	2	5	8	22	4	11	6	3	2	4	6	3	3	23	11	4	5	9	1	0	2	1	1	5
unclassified Chloroflexaceae	4	34	7	5	25	6	61	10	18	7	2	10	5	2	2	0	27	9	1	1	3	0	0	6	2	1	5
Oscillochloris	5	4	2	2	0	2	8	4	8	0	0	1	6	0	1	1	10	10	1	5	4	2	1	0	3	0	2
Candidatus Chloroploca	0	29	4	3	8	2	36	4	35	4	0	7	1	4	5	6	28	11	5	3	14	3	0	1	1	2	2
Candidatus Viridilinea	5	35	12	5	2	11	34	16	21	4	3	7	3	4	4	1	22	10	1	6	6	3	2	2	2	0	3
Roseiflexus	4	9	2	0	10	1	37	3	18	1	1	3	4	2	3	0	17	9	1	6	4	1	0	1	1	0	5
unclassified Roseiflexaceae	3	18	5	1	5	0	25	3	18	3	1	10	1	1	2	5	27	7	2	2	9	4	1	0	1	0	1
Kallotenue	12	48	8	2	6	10	59	5	26	10	1	19	8	3	6	5	66	29	3	9	18	6	1	2	3	0	5
Chloroflexi: environmental samples	130	316	74	33	112	124	482	115	416	87	18	129	116	59	60	41	459	152	52	71	126	50	13	20	9	30	75
unclassified Chloroflexi	551	1627	314	163	634	532	3209	440	2026	333	127	846	546	259	304	178	2127	1300	233	396	513	207	58	103	46	90	266
Thermomicrobium	2	13	0	2	1	2	16	0	10	1	1	1	1	2	2	1	4	8	2	1	2	2	0	0	0	0	4
Sphaerobacter	2	16	3	1	3	2	21	8	15	0	3	6	1	0	2	0	14	18	3	3	5	3	0	0	0	1	1
Anaerolinea	18	36	9	4	19	24	82	9	55	15	5	19	14	9	7	3	53	27	15	9	25	4	1	2	0	4	17
Longilinea	2	18	5	1	3	4	20	0	23	7	2	14	4	2	0	0	19	12	0	3	2	0	3	1	0	3	1
Levilinea	5	33	3	1	25	7	51	4	41	7	0	16	2	4	3	0	47	14	4	1	6	1	1	0	0	2	8
Leptolinea	14	71	20	8	19	24	90	36	64	19	4	15	6	18	6	4	57	18	11	12	29	8	4	17	4	11	12
unclassified Anaerolineaceae	204	406	77	55	158	134	530	123	467	66	19	131	132	53	56	54	438	136	58	87	141	32	7	27	19	16	52
Pelolinea	0	32	3	2	15	4	40	2	16	2	1	7	8	5	3	2	23	12	1	3	7	4	0	0	0	2	0
Flexilinea	4	54	4	3	0	5	26	3	55	0	1	1	5	5	2	1	56	3	1	0	17	1	0	0	1	0	1
Brevefilum	5	35	7	3	7	3	19	3	26	3	3	3	9	4	2	2	7	4	0	1	10	2	0	0	0	5	1
unclassified Anaerolineales	111	397	80	41	89	85	427	98	435	102	26	139	104	67	56	46	351	228	58	82	117	27	13	18	33	24	52
unclassified Anaerolineae	113	214	42	23	89	59	383	51	237	80	19	86	81	36	43	18	229	111	23	54	87	35	7	5	4	12	60
Dehalogenimonas	3	16	5	1	5	6	9	3	10	2	0	4	2	2	3	1	10	6	1	3	3	0	0	0	1	1	0
Dehalococcoides	20	117	29	12	24	17	56	14	45	4	4	8	21	6	3	5	45	18	9	12	18	9	3	2	1	6	16
unclassified Dehalococcoidia	216	594	117	75	218	170	967	150	702	130	39	205	209	124	90	55	573	346	111	114	292	66	33	42	30	50	97
Ktedonobacter	27	43	9	8	45	25	115	33	86	32	13	19	18	7	19	4	83	19	16	13	18	12	4	10	5	4	17
Thermosporothrix	5	26	3	4	5	6	22	7	26	5	1	2	7	5	1	2	40	11	2	2	5	8	0	2	2	1	1
Dictyobacter	17	32	5	4	24	21	66	13	36	5	1	11	4	16	4	4	43	4	6	4	30	2	2	2	1	3	6
Thermogemmatispora	7	24	4	3	1	2	7	0	16	0	2	5	2	2	1	1	19	6	1	0	0	1	0	0	0	0	0
Litorilinea	8	32	5	2	10	7	38	15	30	6	2	32	9	3	7	5	59	28	4	11	10	2	1	0	4	1	3
unclassified Caldilineales	6	18	7	2	10	10	24	6	17	2	1	17	3	2	5	1	23	9	1	8	4	0	0	0	0	0	6
Ardenticatena	3	20	3	1	7	7	16	5	24	2	0	13	2	1	2	2	22	5	3	4	8	1	1	0	0	2	3
Thermoflexus	3	12	2	0	6	7	27	2	24	0	0	4	4	3	3	1	15	7	1	6	5	0	0	0	0	0	3
Actinomyces	160	447	64	41	163	137	988	106	1631	128	70	308	169	87	142	79	1032	1138	92	115	120	33	11	28	4	14	61
Mobiluncus	19	76	12	22	24	18	94	15	43	4	1	7	15	8	4	5	36	13	6	12	13	3	0	2	5	4	11
Arcanobacterium	17	18	4	1	7	4	23	7	21	3	1	10	8	2	6	1	43	37	7	2	6	0	0	2	0	0	1
unclassified Actinomycetaceae	5	36	2	1	19	15	183	4	139	13	5	77	3	1	37	3	60	229	3	7	4	6	2	0	0	0	1
Actinobaculum	5	13	3	1	4	2	11	1	27	5	2	11	3	1	3	1	40	21	2	3	4	0	0	0	0	0	2
Varibaculum	20	43	4	6	26	16	66	25	48	4	1	16	14	7	25	1	49	21	44	4	75	7	4	0	1	3	4
Trueperella	7	34	16	2	8	11	36	5	29	5	1	14	11	1	6	6	68	21	3	10	9	4	0	2	2	0	10
Flaviflexus	2	18	6	2	3	7	43	7	15	2	0	3	4	3	7	3	18	27	5	9	1	1	0	0	2	0	0
Actinotignum	11	19	5	2	1	6	15	3	23	4	1	5	3	1	2	1	12	9	1	4	3	1	0	0	1	1	1
Schaalia	14	60	20	6	41	14	304	20	184	29	8	55	38	11	18	4	120	169	17	12	13	10	1	1	1	30	141
Gleimia	66	76	8	6	43	12	230	12	28	6	5	52	49	2	1	7	35	1	4	3	7	3	0	0	3	2	4
Winkia	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
unclassified Actinomycetales	5	26	3	2	11	5	79	6	25	7	5	8	3	3	4	13	47	80	2	7	11	2	2	1	0	0	7
Actinobacteria: environmental samples	160	153	21	23	58	29	262	27	202	24	6	75	96	23	42	22	171	173	38	29	35	18	4	5	4	13	39
Bifidobacterium	603	1720	391	184	827	885	3905	740	2696	626	309	947	654	293	465	312	2722	1435	524	701	716	173	221	138	62	59	483
Gardnerella	122	126	35	22	80	72	290	55	301	66	7	24	181	74	5	33	165	8	31	7	57	21	5	21	15	24	664
Scardovia	12	14	8	1	4	5	29	4	32	6	1	4	12	4	3	7	18	6	3	12	2	2	1	1	0	1	4
Parascardovia	2	23	3	5	8	5	28	35	27	6	1	8	7	9	2	4	30	13	2	6	10	2	0	0	0	0	5
Alloscardovia	70	44	8	8	16	13	47	10	52	3	2	2	48	7	3	1	25	11	5	2	13	11	4	1	1	10	19
unclassified Bifidobacteriaceae (miscellaneous)	9	59	9	8	19	11	81	20	74	7	2	13	29	11	13	4	76	24	12	9	20	10	2	6	0	5	48
Bifidobacteriaceae: environmental samples	8	8	2	2	6	1	29	1	22	1	1	4	1	0	1	0	7	6	1	0	2	0	0	0	0	1	3
Micrococcus	7	38	5	5	11	7	82	10	64	9	0	63	6	4	7	2	54	87	6	9	6	3	0	0	1	1	7
Renibacterium	2	17	3	1	7	4	25	2	17	0	0	1	1	2	0	0	6	6	0	2	4	0	0	1	1	0	2
Arthrobacter	224	604	101	49	230	211	1009	297	772	167	47	379	218	90	121	91	1089	493	68	117	227	43	16	43	12	50	122
Rothia	586	9478	818	849	216	59	2066	174	2040	311	202	34	528	32	38	62	1211	344	28	27	642	79	17	93	111	55	268
Kocuria	25	69	19	10	29	9	159	17	114	18	6	56	21	11	12	8	127	82	10	21	23	12	0	1	1	3	13
Nesterenkonia	4	29	2	1	12	19	110	6	32	3	6	13	8	5	2	3	63	24	1	7	9	3	0	0	0	0	9
unclassified Micrococcaceae	4	13	2	1	6	1	31	2	127	2	2	9	4	1	2	1	17	9	2	2	6	3	1	0	0	0	2
Citricoccus	3	16	2	1	2	5	27	4	10	2	0	15	2	4	5	4	43	12	3	4	2	0	0	0	1	0	2
Sinomonas	3	32	9	6	12	7	82	3	57	9	4	21	6	13	11	7	42	64	8	5	11	5	1	3	0	1	5
Auritidibacter	2	8	2	1	1	30	9	2	6	0	2	3	2	53	1	2	3	7	0	9	3	1	0	0	0	0	0
Glutamicibacter	14	57	8	6	6	11	142	15	40	12	7	20	17	2	11	12	117	39	10	5	27	1	0	3	2	5	5
Pseudoglutamicibacter	0	1	0	1	1	0	3	0	5	0	0	3	0	0	0	0	2	3	0	0	1	0	0	0	0	1	0
Paenarthrobacter	4	185	27	9	7	7	90	6	56	7	6	10	3	7	11	6	13	65	26	3	33	1	2	8	1	6	2
Pseudarthrobacter	12	44	10	4	41	10	104	11	62	7	3	38	7	9	12	29	158	32	7	10	16	7	0	3	2	0	13
Neomicrococcus	0	8	3	1	0	2	8	3	16	1	1	3	0	1	0	0	6	3	0	0	2	1	0	0	0	0	1
Cellulomonas	21	107	22	9	37	22	307	26	190	12	6	120	21	10	25	3	176	263	16	30	33	13	2	10	14	2	27
Oerskovia	3	93	16	7	2	2	31	0	12	1	1	10	3	1	2	1	9	10	0	2	3	1	0	1	1	0	2
Actinotalea	3	11	3	1	4	2	21	2	27	0	0	6	5	0	0	0	18	10	0	3	4	1	1	0	0	0	2
Paraoerskovia	1	3	0	1	1	0	10	3	34	0	0	3	2	2	1	0	7	5	1	1	3	0	1	0	0	0	1
Promicromonospora	6	4	4	3	4	2	12	5	8	4	0	9	6	0	4	2	7	7	1	3	4	4	0	0	1	0	5
Cellulosimicrobium	6	82	4	1	44	7	135	57	252	3	3	32	12	2	1	10	255	112	3	7	51	2	2	0	1	1	5
Xylanimonas	9	58	5	3	79	7	325	7	188	87	4	59	29	3	5	6	225	151	2	8	24	8	4	0	0	3	5
Xylanibacterium	1	10	3	1	4	1	12	0	8	0	1	6	0	0	1	1	10	13	1	5	0	1	0	0	0	0	1
Isoptericola	9	25	3	2	13	4	39	3	30	3	1	20	6	6	8	5	41	37	2	14	11	2	0	2	1	0	5
unclassified Promicromonosporaceae	0	11	2	1	4	5	25	7	22	3	0	12	1	4	2	1	17	20	2	1	2	1	2	0	0	1	2
Krasilnikoviella	2	10	2	0	5	1	23	4	13	0	0	11	1	1	1	2	18	10	0	1	0	0	0	0	0	0	0
Dermatophilus	5	6	2	1	2	6	11	3	9	2	1	4	2	0	5	2	17	10	1	2	7	4	0	0	0	0	1
Brevibacterium	20	166	36	5	50	44	301	46	263	24	11	79	22	14	19	17	224	91	14	27	72	36	3	6	6	4	51
Dermabacter	4	22	4	2	4	1	45	3	18	3	2	2	3	3	10	3	60	26	10	6	10	3	2	1	2	1	5
Brachybacterium	12	91	16	6	25	7	229	26	128	16	5	70	37	7	18	6	158	142	10	21	25	10	5	3	1	2	13
Devriesea	2	7	0	0	2	0	10	1	8	2	0	17	1	0	2	1	24	8	3	3	5	1	0	1	0	0	0
Terrabacter	5	34	4	3	6	13	45	7	18	2	5	8	9	6	3	13	68	50	4	9	3	2	0	1	0	0	2
Intrasporangium	1	2	0	1	2	2	8	2	3	3	0	3	0	0	30	0	3	28	18	1	2	0	0	1	1	0	0
Janibacter	2	16	2	1	4	2	21	5	18	2	2	8	0	1	3	1	33	34	2	4	8	1	0	1	1	1	2
Terracoccus	2	5	1	0	2	1	17	2	5	1	0	3	2	0	2	2	6	2	1	0	0	0	0	0	0	0	1
Tetrasphaera	9	51	6	1	14	12	68	10	88	25	2	28	4	8	8	13	115	45	3	8	17	3	1	3	1	2	10
Ornithinimicrobium	8	34	5	1	17	13	75	9	33	4	2	30	3	12	7	3	46	33	5	11	16	5	2	4	0	1	6
unclassified Intrasporangiaceae	0	13	2	0	3	1	17	1	6	1	0	2	1	0	1	0	6	9	0	0	1	1	0	0	0	0	1
Serinicoccus	11	34	8	3	13	4	94	10	51	10	2	17	11	5	12	2	55	97	8	9	5	2	0	2	0	1	5
Arsenicicoccus	2	10	3	1	2	0	19	2	25	0	1	2	2	4	1	4	12	11	3	5	1	0	0	0	1	0	0
Phycicoccus	5	34	5	8	13	5	58	14	55	3	4	23	6	1	8	9	73	40	3	6	11	5	0	2	0	0	10
Jonesia	6	12	5	2	13	2	20	8	24	4	1	8	4	2	1	1	9	1	1	3	7	0	0	0	2	2	2
unclassified Jonesiaceae	2	14	5	1	6	3	28	3	22	3	1	6	2	0	1	0	9	6	3	5	5	0	1	0	1	1	1
Clavibacter	8	58	10	7	10	8	93	30	82	9	2	29	13	4	2	10	95	60	3	7	8	2	1	1	0	0	3
Curtobacterium	33	136	29	11	61	20	382	41	224	13	16	96	31	22	25	22	273	204	13	40	47	16	1	1	5	2	27
Agromyces	16	56	14	7	31	15	154	26	87	11	3	57	15	9	11	11	134	95	5	34	21	12	2	6	1	2	11
Microbacterium	127	595	114	41	197	110	1070	134	698	83	47	362	168	78	118	47	841	669	72	175	154	80	11	10	34	27	82
Rathayibacter	12	72	13	5	20	59	160	14	116	22	10	45	13	13	19	8	109	103	15	21	17	12	10	7	1	6	16
Agrococcus	1	11	4	2	5	3	38	4	14	2	1	19	6	4	5	3	59	32	0	3	7	1	0	0	1	0	1
Leucobacter	10	28	6	2	15	6	35	2	45	5	5	12	10	1	3	0	14	17	0	17	4	0	0	8	1	2	4
Cryobacterium	28	67	13	5	37	16	239	27	154	23	9	29	29	23	19	13	133	85	12	27	32	5	2	3	1	2	25
Mycetocola	5	17	5	3	8	2	50	9	40	7	1	7	3	10	2	2	36	21	2	3	5	1	0	1	0	0	1
unclassified Microbacteriaceae	17	19	9	4	23	57	92	7	70	9	3	12	16	8	12	2	40	25	9	27	18	3	1	2	0	2	6
Frigoribacterium	3	22	6	1	3	6	31	11	10	3	3	12	3	2	5	2	34	28	1	8	6	0	0	3	0	2	1
Leifsonia	10	71	22	3	20	6	118	20	79	6	3	34	14	3	6	8	70	67	5	22	13	2	1	1	3	4	18
Subtercola	3	12	1	2	1	2	21	0	10	0	1	6	0	1	2	0	9	5	1	3	1	1	0	0	0	2	2
Plantibacter	14	47	8	3	16	10	82	7	24	0	3	18	26	2	7	2	39	35	10	26	37	5	1	0	1	0	5
Salinibacterium	1	19	5	6	10	10	71	4	32	3	3	15	6	6	5	2	29	28	1	13	5	2	1	7	0	2	5
Pseudoclavibacter	20	52	12	7	30	22	110	26	83	19	4	29	13	5	15	5	79	74	9	17	16	12	4	5	2	2	8
Gulosibacter	2	30	3	0	3	6	10	3	23	0	5	8	0	4	1	3	9	8	1	2	1	0	0	1	2	0	4
Microcella	0	6	3	0	0	0	12	3	18	2	1	7	1	1	0	3	28	4	0	0	3	1	0	0	1	0	3
Yonghaparkia	0	2	1	0	4	1	17	0	5	0	1	2	0	0	0	0	5	6	0	1	2	3	0	0	0	1	1
Humibacter	0	3	1	0	4	0	13	2	6	1	0	1	0	1	1	0	9	11	4	1	0	0	0	1	0	0	0
Frondihabitans	2	15	1	1	2	1	46	6	24	5	1	9	2	3	9	3	28	17	10	5	15	8	0	2	0	1	6
Schumannella	4	23	2	4	3	2	33	1	33	1	2	13	6	3	6	4	26	41	2	5	3	2	0	1	0	0	3
Glaciibacter	0	12	1	0	1	4	17	3	16	2	0	3	1	1	1	2	8	5	1	0	1	1	0	0	0	1	3
Microterricola	1	12	2	0	0	2	16	2	13	2	0	8	2	0	0	0	9	21	2	2	0	1	0	0	0	0	1
Gryllotalpicola	2	21	2	1	7	4	34	3	40	0	1	35	0	1	3	1	22	26	2	6	0	0	0	0	1	2	4
Chryseoglobus	3	7	2	1	1	2	15	0	4	3	0	0	5	0	1	0	4	13	3	7	7	3	0	0	0	0	1
Diaminobutyricimonas	0	12	0	1	1	3	20	2	4	0	0	1	1	2	5	1	4	15	2	1	4	4	0	2	0	0	3
Lysinimonas	1	3	0	0	6	1	33	0	4	0	0	5	0	0	1	1	9	9	0	1	3	1	0	0	0	0	2
Pontimonas	0	3	0	0	1	1	6	0	2	0	0	1	1	0	1	0	3	1	1	0	5	0	0	0	0	0	0
Diaminobutyricibacter	3	6	0	1	2	3	5	0	11	0	0	5	3	0	2	1	4	7	0	1	5	1	0	0	0	1	1
Aurantimicrobium	24	33	5	9	11	40	29	24	27	36	4	7	17	0	3	5	7	7	0	1	8	5	2	7	0	8	7
Candidatus Lumbricidophila	0	10	1	0	2	1	9	3	6	1	2	3	2	7	1	0	1	5	1	1	2	0	0	4	0	0	0
Protaetiibacter	0	4	0	0	1	1	7	1	3	0	0	4	0	1	2	0	4	7	0	0	2	0	0	0	0	0	2
Candidatus Aquiluna	1	1	0	0	0	0	5	1	15	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1
Rhodoluna	7	14	2	2	11	7	31	6	20	4	2	2	2	1	4	4	23	6	1	4	15	10	1	0	0	1	0
Beutenbergia	4	11	2	2	2	4	17	0	15	1	2	5	1	1	2	1	14	7	1	5	2	0	0	0	0	4	2
Miniimonas	0	6	1	0	0	0	3	1	6	0	0	4	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0
Dermacoccus	3	15	0	0	2	2	20	6	16	2	3	7	2	1	1	0	19	4	0	3	1	1	0	0	0	0	5
Kytococcus	3	40	5	2	4	3	36	7	65	3	3	42	3	2	5	3	68	26	2	2	1	8	0	0	0	0	3
unclassified Dermacoccaceae	0	27	0	1	2	1	14	2	20	3	1	12	1	1	4	9	32	7	1	1	1	0	0	1	0	0	2
Luteipulveratus	1	9	1	2	7	0	40	6	12	0	0	8	4	1	3	0	9	19	4	2	5	5	0	0	1	0	3
Calidifontibacter	0	6	0	0	2	0	8	3	9	2	1	3	1	0	0	0	9	6	2	0	2	0	0	0	0	0	1
Georgenia	4	42	11	3	9	5	56	5	43	2	2	31	7	7	2	5	53	38	1	5	11	5	0	0	1	1	6
Sanguibacter	9	41	4	1	7	5	88	8	133	12	2	65	10	5	8	2	93	123	5	11	7	4	0	0	0	0	7
Demequina	9	34	4	6	8	6	59	14	85	4	3	15	7	5	3	6	63	27	1	11	8	2	2	1	1	1	6
unclassified Demequinaceae	26	3	0	1	0	3	2	1	2	3	0	3	12	1	2	0	6	5	0	0	0	2	0	0	0	1	0
Lysinimicrobium	16	34	6	4	6	13	51	10	42	5	5	24	10	6	10	4	72	63	3	9	17	6	0	0	0	3	4
Ruania	11	18	3	2	3	5	20	2	26	3	0	17	8	1	3	4	33	22	1	3	2	5	0	0	0	0	6
Tropheryma	5	0	0	0	2	1	11	2	9	1	0	2	3	2	0	0	12	0	0	0	1	0	0	1	0	1	0
unclassified Micrococcales (miscellaneous)	13	112	25	9	15	20	185	18	117	17	4	52	12	8	15	15	165	132	11	12	42	9	0	2	1	5	14
Corynebacterium	448	1033	171	113	351	288	1539	277	1267	179	72	445	390	178	153	118	1482	649	133	215	297	123	30	72	35	44	172
unclassified Corynebacteriaceae	2	4	0	0	2	4	35	0	11	0	1	2	2	0	0	1	5	3	0	0	1	1	0	0	0	0	0
Mycobacterium	2715	7833	1350	2395	1888	1301	5533	841	1387	475	353	422	3234	461	187	201	1454	1437	177	1489	457	147	891	77	957	1877	1064
Mycobacteroides	98	364	62	25	152	84	632	143	391	149	37	157	106	126	171	105	464	269	99	83	75	118	22	61	28	13	36
Hoyosella	3	11	1	4	3	2	11	3	3	1	2	10	1	0	0	0	11	1	1	0	5	5	0	0	0	1	1
Mycolicibacter	2	14	5	4	9	2	40	12	25	2	2	15	7	3	13	1	73	29	8	5	6	1	0	0	1	0	2
Mycolicibacterium	86	445	83	32	163	107	868	107	625	85	34	270	129	51	69	41	537	408	62	104	151	53	9	18	15	45	66
Nocardia	58	267	55	29	92	83	577	88	430	41	26	213	85	39	51	22	374	337	40	80	86	49	10	13	7	5	47
Rhodococcus	151	460	93	32	134	81	685	104	712	84	32	226	112	49	61	100	569	361	67	99	113	59	12	14	21	22	73
Williamsia	8	43	4	5	5	7	50	9	47	13	8	24	15	3	3	14	102	25	1	4	16	3	1	2	2	0	6
Gordonia	17	139	37	13	33	13	170	26	138	21	13	41	24	12	11	6	197	109	12	30	39	9	3	7	1	5	13
Tsukamurella	10	68	21	9	22	7	114	10	38	6	3	35	13	10	17	4	46	97	18	17	22	8	3	1	2	2	7
Dietzia	7	51	8	1	8	15	27	8	34	1	3	14	6	3	7	5	39	31	2	1	18	3	0	2	1	2	6
Segniliparus	1	3	0	1	3	1	4	1	8	0	1	1	1	1	0	0	4	2	0	1	1	1	0	0	0	0	0
Tomitella	0	5	0	1	2	5	12	1	3	1	0	3	2	0	4	2	4	5	1	2	0	0	1	0	0	0	0
Lawsonella	4	13	2	1	13	7	40	3	24	4	1	13	3	0	2	2	16	11	5	1	20	0	0	1	0	1	2
Actinoplanes	34	143	32	16	44	45	346	43	221	17	11	133	29	22	41	23	353	236	16	55	58	19	7	5	1	11	28
Micromonospora	59	243	58	18	51	51	454	57	333	47	19	243	74	28	46	21	492	341	31	82	67	18	5	3	15	9	42
Dactylosporangium	1	19	5	1	5	3	36	6	28	1	2	14	5	8	4	0	40	23	1	4	5	7	0	0	0	0	5
Catellatospora	7	42	5	4	11	6	66	7	39	4	5	28	11	5	8	5	71	67	5	9	15	7	0	0	0	1	4
unclassified Micromonosporaceae	3	10	3	2	8	5	42	5	31	4	1	8	1	4	3	6	28	18	3	5	6	1	0	0	0	0	1
Verrucosispora	5	15	7	1	3	4	30	1	18	0	2	13	5	0	6	0	14	12	3	1	1	1	0	0	0	1	3
Salinispora	50	87	17	9	45	19	147	43	144	25	5	51	38	10	13	9	168	66	14	27	18	4	1	3	0	1	19
Longispora	3	14	1	1	4	2	18	1	13	2	1	14	9	4	2	0	17	18	1	0	0	0	1	0	0	0	1
Plantactinospora	1	12	4	3	1	4	24	3	17	6	1	11	1	0	0	1	38	23	0	6	5	2	0	0	0	1	1
Catelliglobosispora	6	21	6	0	5	2	19	5	50	2	11	10	5	4	8	0	20	18	5	6	6	3	2	2	0	0	2
Xiangella	0	3	1	0	1	3	22	1	4	2	0	7	3	2	2	0	8	12	0	0	2	0	0	0	1	0	1
Propionibacterium	43	101	23	6	40	415	246	28	128	26	6	160	25	8	14	13	309	88	9	9	24	5	2	7	12	4	114
Microlunatus	6	36	7	4	7	6	57	9	66	6	1	23	9	1	5	7	49	34	3	12	5	2	0	1	1	1	6
Tessaracoccus	5	84	5	6	15	20	96	16	62	3	2	24	9	2	4	4	76	35	5	8	9	3	0	1	0	2	11
unclassified Propionibacteriaceae	9	62	11	7	23	8	83	9	59	10	4	27	4	7	10	5	114	55	5	8	16	5	0	3	1	1	4
Propionimicrobium	60	9	1	1	0	3	2	3	19	1	1	0	35	0	3	2	19	2	7	0	1	3	0	2	0	7	8
Granulicoccus	4	14	0	0	5	4	19	2	15	1	2	3	1	1	1	2	21	17	0	4	4	1	0	1	0	1	3
Ponticoccus (519422)	2	11	0	0	3	1	13	5	25	0	0	4	0	3	0	2	22	16	0	3	3	1	3	1	0	0	2
Acidipropionibacterium	10	34	10	1	29	20	131	9	53	5	1	45	14	10	6	3	55	58	1	13	11	5	2	0	1	0	9
Cutibacterium	1	10	2	1	6	3	18	2	23	1	0	7	4	1	4	0	9	20	0	5	3	2	0	2	2	0	0
Pseudopropionibacterium	4	50	7	5	5	5	49	11	24	2	5	18	7	4	6	3	92	51	5	22	10	3	0	0	0	0	1
Nocardioides	54	323	60	26	98	74	610	85	375	64	26	226	52	37	61	29	446	396	28	77	66	28	4	6	9	4	52
Aeromicrobium	14	75	19	5	24	45	195	34	104	12	10	78	20	17	14	4	113	122	24	17	31	11	1	5	4	4	12
Pimelobacter	0	6	1	0	1	2	12	4	14	1	1	3	4	1	0	3	24	16	1	7	2	1	0	0	0	0	2
Friedmanniella	1	9	1	0	2	2	13	5	12	3	1	19	1	5	2	1	24	19	0	2	2	0	0	1	0	0	2
Marmoricola	3	26	4	3	5	13	50	8	30	2	1	22	6	3	4	1	32	51	2	10	6	3	0	0	3	0	10
